tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.0012059999863,None,1797.3638397147715,3.0,9.27502252577084e-05,0,"[0.5285747177430719, 0.7602737984616503, 0.7672230439106502, 0.7279960563480838]","[356.64215624160386, 534.3594666093542, 800.6345704168441, 1199.5964428476793]",Perfect_5th,"[6.427211407105848, 10.563290713616208, 6.567802545951723, 6.852407138679844]",False,745.0040591000579,748.082746900036,748.082746900036,749.3012755000964,None,0,,3.813012266648002,4.829942866694182,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.8833479000023,None,535.8867312681471,-5.0,3.702812625480642e-05,1,"[0.7164109367217169, 0.538814071279225, 0.46576454548200763, 0.491545094000715]","[148.89696267814577, 374.4562502596078, 1521.7278008092624, 1107.9362105995992]",None,"[7.0, 7.468817621763936, 8.232537979003954, 6.003534794823851]",False,750.921276200097,753.6772806000663,753.6772806000663,754.9097003000788,['space'],1,[0.5757905999198556],3.239703133353032,4.281541633303277,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.2469455000246,None,,,,,"[0.5414151987550987, 0.5414151987550987, 0.5414151987550987, 0.5414151987550987]","[1546.0185376329753, 664.6373683705915, 1640.7298718761763, 2024.269294148815]",None,"[8.232537979003954, 8.969791673775818, 8.583577695568755, 9.289393373675585]",True,756.267728600069,758.911247100099,758.911247100099,760.1394309999887,None,1,,3.1837083667051047,4.201079766731709,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.5125885000452,None,368.5149495788632,1.0,9.506657602266423e-05,1,"[0.67426882741791, 0.67426882741791, 0.67426882741791, 0.67426882741791]","[454.58980834114834, 668.2724968836924, 206.3707832754279, 426.07755358392916]",None,"[10.0, 8.969791673775818, 6.0, 9.0]",False,761.5338797000004,764.5709747000365,764.5709747000365,765.7835736999987,['space'],1,[0.39797389996238053],3.735083566745743,4.753561366698705,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.3434705000836,None,2025.8138098268169,3.2893933736755847,0.00011009025385679886,1,"[0.4290313663723294, 0.4290313663723294, 0.4290313663723294, 0.4290313663723294]","[803.944743202699, 1012.9069049134087, 1276.1827310842682, 1607.8894864053977]",Major_3rd,"[6.567802545951723, 5.786718495687481, 7.0, 8.583577695568755]",False,767.3612649000715,769.6827405000804,769.6827405000804,770.9038758000825,['space'],1,[0.5787061000009999],2.7508189666550606,3.7661771667189896,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.1820975000737,None,125.0,-7.0,0.00032282711451732784,1,"[0.606603045421698, 0.606603045421698, 0.606603045421698, 0.606603045421698]","[477.1917843521459, 975.6324658456688, 276.3356692472577, 1104.7176187191465]",None,"[10.11333014808455, 5.786718495687481, 4.166112115179603, 6.003534794823851]",False,772.1897217000369,775.0381270000944,775.0381270000944,776.2418545000255,['space'],1,[0.49054390005767345],3.4367754666600376,4.486862666672096,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.7396888000658,None,,,,,"[0.7918740470048897, 0.7918740470048897, 0.7918740470048897, 0.7918740470048897]","[202.8512975282936, 227.6928829258225, 255.57661975438498, 286.87505610949273]",Tone,"[6.091034987671367, 5.0, 4.339753944047711, 4.304480393994884]",True,777.7261333999922,781.1413508000551,781.1413508000551,782.3721681000898,None,1,,4.202971966820769,5.2316585667431355,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.9942804999882,None,2462.2888266898335,-3.0,6.02174900085011e-05,0,"[0.5014407643028764, 0.5014407643028764, 0.5014407643028764, 0.5014407643028764]","[6204.579047334941, 4924.577653379667, 3908.6398737369855, 3102.2895236674703]",Major_3rd,"[4.0, -2.4511633178272483, -3.0, 3.0]",False,784.0084857000038,786.5516675000545,786.5516675000545,787.7646352000302,None,0,,3.0361985665513203,4.0649791666073725,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.1397015000694,None,169.62002402341767,1.3148595899796374,0.00043755179398287446,1,"[0.4776907940671148, 0.4776907940671148, 0.4776907940671148, 0.4776907940671148]","[137.67837460099008, 1572.0944250215082, 479.460295959875, 457.3271237347169]",None,"[6.199426132780234, 8.583577695568755, 10.11333014808455, 10.0]",False,789.1512607000768,791.6106204000534,791.6106204000534,792.8255960000679,['space'],1,[0.43838419998064637],2.942066766670905,3.969391966704279,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.1808643999975,None,933.0329915368076,-8.0,1.677986597084006e-05,0,"[0.6068707100845816, 0.6068707100845816, 0.6068707100845816, 0.6068707100845816]","[147.94087281055172, 6746.302844624449, 209.27512552256087, 1819.1194517378456]",None,"[7.0, 6.0, 6.0, 9.0]",False,795.213126800023,798.0732216000324,798.0732216000324,799.2894318000181,None,0,,3.4466329667484388,4.479196366737597,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.7494254000485,None,1272.1968992897969,1.0,6.054203821567959e-05,1,"[0.7892117341347411, 0.7892117341347411, 0.7892117341347411, 0.7892117341347411]","[801.4338265131014, 899.5790544923145, 1009.7433481216524, 1133.3985867993943]",Tone,"[6.567802545951723, 6.0, 5.786718495687481, 6.386062410243027]",False,800.7560379999923,804.1558232000098,804.1558232000098,805.3866011000937,['space'],1,[0.17486089991871268],4.176294466713443,5.209638666710816,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0152913000202,None,4924.577653379667,-11.0,4.1587088061331624e-05,1,"[0.45842100000360686, 0.45842100000360686, 0.45842100000360686, 0.45842100000360686]","[7817.279747473972, 6964.404506368996, 6204.579047334942, 5527.651519871107]",Tone,"[8.0, 6.546509291340277, 4.0, 1.0]",False,808.1338237000164,810.5306533999974,810.5306533999974,811.7689813000616,['space'],1,[0.2093929999973625],2.8681830000132322,3.8932049000868574,None,1,None,1,,,"{'estimation': [[124.99999999999991, -5.783615088176823], [133.9716828170366, -5.386266834251947], [143.4156447934436, -5.0], [143.5872943746293, -4.993129352169289], [153.89305166811442, -4.674294925892101], [164.93848884661162, -4.479582620489562], [176.77669529663666, -4.422093465814955], [189.46457081379947, -4.491191535683285], [203.0630990890585, -4.650823666164638], [217.6376408240306, -4.852276977849126], [229.3833500124017, -5.0], [233.25824788420132, -5.048495427957647], [249.99999999999937, -5.1950199942342845], [267.94336563407256, -5.266096388283387], [287.1745887492579, -5.259552108782773], [307.78610333622805, -5.184526758765942], [329.87697769322244, -5.056225762605293], [337.79851487549615, -5.0], [353.55339059327247, -4.89482047825418], [378.929141627598, -4.725905373766591], [406.12619817811606, -4.570340721254025], [435.2752816480601, -4.449617100462628], [466.5164957684015, -4.3856910698444045], [499.99999999999693, -4.396795698190902], [535.8867312681438, -4.49105016584995], [574.3491774985143, -4.663076203868961], [615.5722066724546, -4.896483187812299], [632.2867217217225, -5.0], [659.7539553864432, -5.163811758514176], [707.1067811865431, -5.420458917104751], [757.8582832551941, -5.64328146974337], [812.2523963562301, -5.816159211615047], [870.5505632961181, -5.926085237054684], [933.0329915368008, -5.960924085040892], [999.9999999999926, -5.906111555394018], [1071.773462536285, -5.743150698210151], [1148.698354997026, -5.449256044636658], [1228.9895815911423, -5.0], [1231.1444133449063, -4.988034246862023], [1319.5079107728832, -4.364801503161841], [1363.0488166863925, -4.0], [1414.2135623730828, -3.57949639949487], [1479.569373051726, -3.0], [1515.7165665103846, -2.688523304073953], [1596.5350704972514, -2.0], [1624.5047927124563, -1.7725643386836425], [1732.2468428778245, -1.0], [1741.1011265922318, -0.9399544339397347], [1866.065983073597, -0.31222779189369826], [1996.9401855116976, 0.0], [1999.9999999999802, 0.006967286585124022], [2010.3046768695788, 0.0], [2143.546925072562, -0.08405895013828033], [2297.396709994046, -0.6224553741688146], [2358.7557125032636, -1.0], [2462.2888266898062, -1.619827142795733], [2510.499251070387, -2.0], [2636.8435668306392, -3.0], [2639.01582154576, -3.016279654546081], [2747.9667153053488, -4.0], [2828.427124746159, -4.693448679070952], [2863.3097301198627, -5.0], [2970.6349808780724, -6.0], [3031.4331330207615, -6.513195672307872], [3091.007982355663, -7.0], [3210.1094704352045, -8.0], [3249.0095854249084, -8.293932606452465], [3352.676070098902, -9.0], [3482.2022531844555, -9.848484219415493], [3513.731914072842, -10.0], [3723.821141746091, -11.0], [3732.1319661471844, -11.038314967961306], [3999.999999999946, -11.733611887473966], [4287.093850145118, -11.869582686986764], [4594.7934199880865, -11.448615347391176], [4750.063111865014, -11.0], [4924.577653379601, -10.507877763338989], [5056.068402439172, -10.0], [5278.031643091506, -9.156788546675676], [5314.4040352337925, -8.999999999999998], [5542.144595598979, -8.0], [5656.854249492303, -7.529262342156969], [5778.603897236774, -7.0], [6007.650806665035, -6.0], [6062.866266041508, -5.78184413965015], [6257.493132067269, -5.0], [6498.019170849792, -4.082196162700768], [6522.476878774609, -4.0], [6819.841145862057, -3.0], [6964.404506368894, -2.5589435914407996], [7186.023192975586, -2.0], [7464.2639322943505, -1.3360353723400147], [7670.378440400357, -1.0], [7999.999999999882, -0.47303883014825354]], 'plus_line': [[125.0, -8.1545174650918], [127.35128070776726, -8.0], [133.9716828170366, -7.644168873416479], [143.5872943746293, -7.229839328664408], [150.84873815309015, -7.0], [153.89305166811442, -6.917776509769121], [164.93848884661162, -6.75839962435151], [176.77669529663666, -6.717452217249102], [189.46457081379947, -6.783754619770337], [203.0630990890585, -6.9292637039634375], [208.3799833603097, -7.0], [217.6376408240306, -7.14086549736808], [233.25824788420132, -7.35505829291011], [249.99999999999937, -7.515130869816154], [267.94336563407256, -7.5955403277228175], [287.1745887492579, -7.583868693718586], [307.78610333622805, -7.483761043733671], [329.87697769322284, -7.313751317797115], [353.55339059327247, -7.1012154377309376], [365.12332767657085, -7.0], [378.929141627598, -6.902991202410654], [406.12619817811606, -6.752672220030861], [435.2752816480601, -6.647442531997356], [466.5164957684015, -6.599532280352555], [499.9999999999975, -6.619553443426635], [535.8867312681438, -6.712097610384323], [574.3491774985143, -6.8724812237659485], [598.0208858560774, -7.0], [615.5722066724546, -7.107003196750787], [659.7539553864432, -7.390340941580337], [707.1067811865431, -7.663282069894322], [757.8582832551941, -7.9071028921459945], [783.4132721055075, -8.0], [812.2523963562301, -8.120170109063833], [870.5505632961181, -8.255264323520063], [933.0329915368008, -8.285339708350648], [999.9999999999914, -8.206478599699627], [1071.773462536285, -8.008441852000972], [1073.7548460383648, -8.0], [1148.698354997026, -7.737929511153591], [1231.1444133449063, -7.332817035713806], [1280.111781825524, -7.0], [1319.5079107728832, -6.756688316489473], [1414.2135623730828, -6.004730669281303], [1414.7266446596839, -5.999999999999999], [1515.7165665103846, -5.131895284181447], [1529.7777731399233, -5.0], [1624.5047927124563, -4.17049479776779], [1644.4533737891943, -4.0], [1741.1011265922318, -3.2508294993085904], [1779.6494984202564, -3.0], [1866.065983073597, -2.515794669137992], [1999.9999999999802, -2.0925806826563553], [2143.5469250725646, -2.132074439289399], [2297.396709994046, -2.6704494611305662], [2349.8761576452143, -3.0], [2462.2888266898062, -3.6891026445433184], [2499.8185919025614, -4.0], [2623.444394560489, -5.0], [2639.01582154576, -5.115127207238318], [2728.5745734973484, -6.0], [2828.427124746159, -6.83298731289978], [2846.6613539582763, -7.0], [2945.785965995992, -8.0], [3031.4331330207615, -8.69289514742952], [3067.215984524369, -9.0], [3179.344991806046, -10.0], [3249.0095854249043, -10.508902022523799], [3317.1341547243364, -11.0], [3467.375623890285, -12.0], [3482.2022531844555, -12.09064541908749], [3658.6036802642648, -13.0], [3732.1319661471844, -13.351753905788144], [3964.99899276573, -14.0], [3999.9999999999504, -14.103721979305604], [4287.093850145118, -14.32933331009447], [4538.1296505509545, -14.0], [4594.793419988081, -13.935013974076675], [4924.577653379601, -13.009244558321056], [4926.97684035939, -13.0], [5188.513772198113, -12.0], [5278.031643091513, -11.65724262581709], [5432.800589277928, -11.0], [5647.050253329326, -10.0], [5656.854249492303, -9.958887776917795], [5880.394170365161, -9.0], [6062.866266041516, -8.149147404815263], [6101.411577844473, -8.0], [6344.217261965308, -7.0], [6498.019170849792, -6.36162812670183], [6606.382717118725, -6.0], [6884.04002926932, -5.0], [6964.404506368894, -4.736092829096467], [7252.580843274564, -4.0], [7464.2639322943505, -3.4640699769874286], [7758.457425409174, -3.0], [7999.999999999872, -2.638338922735492]], 'minus_line': [[125.0, -3.486248798545083], [133.97168281703654, -3.1781565148345052], [138.4773309945847, -3.0], [143.5872943746293, -2.779005479759873], [153.8930516681143, -2.4306058502350183], [164.93848884661162, -2.2244149556385544], [176.77669529663666, -2.1755382249835393], [189.46457081379947, -2.268526976429637], [203.0630990890585, -2.457665752567432], [217.6376408240306, -2.6853998548449916], [233.25824788420132, -2.895350597204353], [245.38995821914258, -3.0], [249.99999999999937, -3.033212924120535], [267.94336563407256, -3.0793370581222224], [287.1745887492579, -3.0612321944113075], [306.3750492857426, -3.0], [307.78610333622805, -2.9947756821506055], [329.87697769322244, -2.875083634086812], [353.55339059327247, -2.72666631631404], [378.929141627598, -2.5606269057881166], [406.12619817811606, -2.3953929902749937], [435.2752816480601, -2.257014699418916], [466.5164957684015, -2.1744670032959736], [499.9999999999975, -2.1717079280065614], [535.8867312681438, -2.259254952539857], [574.3491774985143, -2.4313799891601757], [615.5722066724546, -2.670469449933375], [659.7539553864432, -2.951341390212898], [668.0524494011433, -3.0], [707.1067811865431, -3.188059822666607], [757.8582832551941, -3.3770575694544225], [812.2523963562301, -3.521892567085895], [870.5505632961181, -3.623680076512811], [933.0329915368008, -3.677796974079327], [999.9999999999926, -3.6609526665416077], [1071.773462536285, -3.531960337114781], [1148.698354997026, -3.2515797898573924], [1192.0406451245572, -3.0], [1231.1444133449063, -2.7551865201722974], [1319.5079107728848, -2.0877856616999884], [1329.4084905615284, -2.0], [1414.2135623730828, -1.244287825341043], [1441.1153799183137, -1.0], [1515.7165665103864, -0.3300242700949481], [1555.2236125830718, 0.0], [1624.5047927124563, 0.5656969329439087], [1689.7029423904517, 1.0], [1741.1011265922318, 1.3401106661505173], [1866.065983073597, 1.877752962883014], [1932.8047641830974, 2.0], [1999.9999999999802, 2.1359395831271266], [2135.5414354177333, 2.0], [2143.5469250725646, 1.9935728420159142], [2297.396709994046, 1.4709727227377885], [2374.5394694426395, 1.0], [2462.2888266898062, 0.48333464331787646], [2526.1767309077186, 0.0], [2639.01582154576, -0.9165641631904367], [2649.2956525546374, -1.0], [2764.256692282829, -2.0], [2828.427124746159, -2.5774339532255888], [2880.121718792989, -3.0], [2984.8994920666332, -4.0], [3031.4331330207615, -4.41033769243589], [3108.720445026671, -5.0], [3221.098011561161, -6.0], [3249.0095854249043, -6.216742935332487], [3369.8180148126135, -7.0], [3482.2022531844555, -7.774965010056477], [3530.3630196438817, -8.0], [3732.1319661471844, -8.95739733335164], [3748.5865171263595, -9.0], [3999.9999999999504, -9.582464427242403], [4287.093850145118, -9.651702340174818], [4594.793419988076, -9.174563227854323], [4652.812526152688, -9.0], [4924.577653379601, -8.190116974788555], [4972.710690498684, -8.0], [5226.959747856571, -7.0], [5278.031643091506, -6.816390389130089], [5456.936460911888, -6.0], [5656.854249492303, -5.208814204202053], [5704.717362829067, -5.0], [5926.100548235175, -4.0], [6062.866266041516, -3.4910224086795427], [6184.206634841418, -3.0], [6454.352183984247, -2.0], [6498.019170849792, -1.8587102904063486], [6753.66954127794, -1.0], [6964.404506368894, -0.4019921533278773], [7126.770703271379, 0.0], [7464.2639322943505, 0.7684511773033866], [7601.2148345819205, 1.0], [7999.999999999892, 1.6728011843644586]]}",,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0773253000807,None,4798.134504966975,-9.0,4.9268155220930554e-05,1,"[0.5717611107778234, 0.6980286365055506, 0.48973678874461046, 0.482427420861678]","[2663.5646466950143, 6634.2376880638, 1002.965704118296, 1807.66545886751]",None,"[7.0, 5.108345794833322, 5.786718495687481, 9.0]",False,813.0764855000889,815.8638816000894,815.8638816000894,817.0970196000999,['space'],1,[0.36420309997629374],3.266364666633308,4.288957266602665,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,6,0,6,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.6587387000909,None,7769.206528810552,2.0,0.0002197367787226539,1,"[0.5895370842614007, 0.5895370842614007, 0.5895370842614007, 0.5895370842614007]","[900.0712717266089, 6398.733051754974, 415.93540899754083, 2645.6357653151026]",None,"[6.0, 5.0, 9.0, 7.337878925839407]",False,821.6514914000873,824.4368809000589,824.4368809000589,825.6524709000951,['space'],1,[0.12190600007306784],3.4157958667492494,4.442557566682808,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,6,0,6,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.1420769999968,None,435.2752816480623,-7.0,3.3390456494473004e-05,0,"[0.7132213833168902, 0.7132213833168902, 0.7132213833168902, 0.7132213833168902]","[1300.5721094400624, 1553.2895413251933, 2953.1452902809974, 1923.1740537815654]",None,"[7.352140834021614, 8.232537979003954, 5.0, 9.133831670886767]",False,828.2403252000222,831.4201255000662,831.4201255000662,832.6412024000892,None,0,,3.895110599929467,4.927550100022927,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,6,0,6,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.2090366000775,None,,,,,"[0.797698626494789, 0.4597918395645664, 0.5477704106018002, 0.4980149980116306]","[444.8962669428381, 396.35751392479665, 353.114401080893, 314.5891672798612]",Tone,"[9.420043459014051, 8.0, 6.427211407105848, 5.0]",True,834.2269931000192,837.0607532000868,837.0607532000868,838.2741099999985,None,1,,3.3428538667503744,4.371568066766486,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,6,0,6,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.6433415000793,None,513.9831890314,4.506260120300766,0.00011636336747234466,1,"[0.4423143770257611, 0.4423143770257611, 0.4423143770257611, 0.4423143770257611]","[258.35907632410556, 685.1388253742083, 268.02253177312895, 160.15059398804726]",None,"[4.339753944047711, 8.118394698341916, 4.166112115179603, 7.314859589979637]",False,839.6396891000913,841.9993719999911,841.9993719999911,843.2274750000797,['space'],1,[0.8831479999935254],2.7915482667740434,3.8234712667763233,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,6,0,6,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.5128133000107,None,2639.015821545789,-6.0,3.87199998338875e-05,0,"[0.44458278457363254, 0.44458278457363254, 0.44458278457363254, 0.44458278457363254]","[1160.5162028028328, 1049.4072232958854, 803.8321028698565, 2621.982159697917]",None,"[6.386062410243027, 6.0, 6.567802545951723, 7.337878925839407]",False,845.6951890999917,848.0693218000233,848.0693218000233,849.3047393000452,None,0,,2.7912538333330303,3.809839333407581,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
