tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_frequency,Audiogram_time,Audiogram_none,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.9059001998976,None,176.7766952966369,-6.0,0.0001754260451641794,0,"[0.6905067279841979, 0.6905067279841979, 0.6905067279841979, 0.6905067279841979]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[7.59071669085906, 7.867026163814435, 8.716273812593965, 9.223996358287932]",False,859.9330281000584,863.0200614999048,863.0200614999048,864.2362021999434,None,0,,3.7953500896692276,4.800134289544076,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.7887617000379,None,,,,,"[0.42935731004432237, 0.42935731004432237, 0.42935731004432237, 0.42935731004432237]","[2419.539264640475, 486.0214948247524, 4343.77182419922, 916.6454770240804]",None,"[9.0, 7.685628092737151, 10.0, 9.204935392988055]",True,865.7903559000697,868.1132722999901,868.1132722999901,869.3426997999195,None,1,,2.769790689693764,3.7745391896460205,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.6009504999965,None,1319.5079107728945,-4.0,3.3304181786869376e-05,0,"[0.6531515889347108, 0.6072793929410596, 0.4425209351490573, 0.7104463676107468]","[3324.9515845711526, 2639.0158215457895, 2094.588245641254, 1662.475792285576]",Major_3rd,"[6.547565865480125, 8.11134830558945, 9.71510733464561, 9.485507020788583]",False,870.6084135998972,873.3289123000577,873.3289123000577,874.5320893998723,None,0,,3.4605179894715548,4.485915089491755,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.1437957000453,None,672.3968088864376,4.0,7.519804540684294e-05,0,"[0.44425632907195634, 0.44425632907195634, 0.44425632907195634, 0.44425632907195634]","[3388.6675735926515, 2261.6642648825696, 1509.4797987587135, 1007.456897223847]",Perfect_5th,"[6.582063189614965, 9.328888324295757, 9.13803236350089, 8.717211985379095]",False,876.1365771999117,878.5007573999465,878.5007573999465,879.7171062000562,None,0,,2.8085813894867897,3.8474331896286458,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0277704000473,None,3094.334796452797,0.8725277315485014,7.048805818040706e-05,1,"[0.6626182524678659, 0.46600108396832085, 0.7154078230653249, 0.7591033094500734]","[613.9937888788718, 919.9512390355407, 1378.3694518284221, 2065.220704225157]",Perfect_5th,"[9.42921453756885, 9.204935392988055, 8.770267240523891, 9.911413350473453]",False,881.0399191000033,883.9023869000375,883.9023869000375,885.1101814999711,['space'],1,[0.3204016999807209],3.650827989447862,4.675887789577246,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.7579943998717,None,,,,,"[0.4441761332370146, 0.4441761332370146, 0.4441761332370146, 0.4441761332370146]","[516.502509839439, 345.6586901201867, 989.9772789242145, 3160.7287650030808]",None,"[8.0, 7.652219733616056, 8.717211985379095, 6.547565865480125]",True,886.7793488998432,889.1293122000061,889.1293122000061,890.3653108999133,None,1,,2.805377389770001,3.8330713897012174,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.6450501000509,None,2143.5469250725882,3.0,0.00011016920845743376,1,"[0.5703815623444283, 0.5703815623444283, 0.5703815623444283, 0.5703815623444283]","[535.53868323446, 591.4876686972871, 2262.3540186498494, 212.69045080343915]",None,"[8.154885445641483, 9.0, 9.328888324295757, 9.0]",False,891.6637524999678,894.3869533999823,894.3869533999823,895.5870894999243,['space'],1,[0.3480240998324007],3.294109189650044,4.29545668954961,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0097938999534,None,697.131139634062,4.32701667480872,7.451360304050558e-05,1,"[0.7722545808620161, 0.7722545808620161, 0.7722545808620161, 0.7722545808620161]","[182.52957129426744, 1714.1308910446032, 480.2947160363339, 795.531545822265]",None,"[9.907445772281816, 9.761269433733453, 7.433177645562939, 10.154520051482688]",False,897.023741699988,900.3765978000592,900.3765978000592,901.5759072999936,['space'],1,[0.4361352000851184],4.12564038974233,5.140660889679566,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.2058492000215,None,1148.6983549970344,0.0,5.027206816493324e-05,1,"[0.7789389301722385, 0.7789389301722385, 0.7789389301722385, 0.7789389301722385]","[2894.5384748807546, 2297.3967099940687, 1823.4449771164327, 1447.2692374403773]",Major_3rd,"[7.437925777140254, 9.328888324295757, 9.918086234917741, 9.0]",False,903.2400753998663,906.5912468999159,906.5912468999159,907.8180664000101,['space'],1,[0.5400310000404716],4.1341266895178705,5.167148889740929,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.4569989000447,None,,,,,"[0.7394582671956965, 0.7394582671956965, 0.7394582671956965, 0.7394582671956965]","[169.19417209573618, 253.50482541733268, 379.8280739451772, 569.0990911884985]",Perfect_5th,"[9.96367654631023, 7.867026163814435, 7.572849574758852, 8.769302855033663]",True,909.4681142000481,912.72067589988,912.72067589988,913.9374094000086,None,1,,4.001233289716765,5.019521389855072,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.5207531999331,None,125.0,2.0,0.000909850429304992,1,"[0.5331839188316212, 0.5752797568229916, 0.5207738371349282, 0.44655223897065494]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[9.42921453756885, 7.4560788134613265, 7.59071669085906, 9.645744284578136]",False,915.5473843000364,918.2124169999734,918.2124169999734,919.4501145000104,['space'],1,[0.5032787001691759],3.1024969895370305,4.122783289523795,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.722743100021,None,4561.56787840287,5.505687850120704,0.0002310477468651426,1,"[0.578438339219437, 0.7199966050977618, 0.7020995094788591, 0.48210695706246803]","[905.1297061001329, 1356.16224414114, 2031.9474877896319, 3044.4813007969997]",Perfect_5th,"[9.204935392988055, 8.456175848159125, 9.911413350473453, 6.872527731548502]",False,920.7218181998469,923.7412399000023,923.7412399000023,924.9638995998539,['space'],1,[0.4815724999643862],3.519117289688438,4.544000489637256,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.306111099897,None,8000.0,12.0,0.000722719885372964,0,"[0.5202861775843673, 0.777508166435553, 0.6301599258599617, 0.6713618931437485]","[252.0995782576309, 875.3012856697788, 771.7490904006416, 130.22748600531125]",None,"[7.867026163814435, 9.72102126158546, 10.380278878836705, 9.0]",False,926.3331089999992,929.2816657000221,929.2816657000221,930.4939478999004,None,0,,3.612041989574209,4.629903789609671,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.0108798998408,None,,,,,"[0.6051094193417728, 0.6051094193417728, 0.6051094193417728, 0.6051094193417728]","[810.3646320093076, 643.1868346646988, 510.4977289794196, 405.1823160046537]",Major_3rd,"[10.154520051482688, 9.985472887324471, 7.685628092737151, 7.4560788134613265]",True,932.0016298999544,934.8336094999686,934.8336094999686,936.0546754000243,None,1,,3.447206889744848,4.458541889674962,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.4986086999997,None,176.7766952966369,-4.0,0.00022084830614773677,1,"[0.6289205978033394, 0.6861705945619276, 0.4602012659553912, 0.6233715252956775]","[890.8987181403394, 594.6035575013606, 396.8502629920499, 264.86577358982385]",Perfect_5th,"[9.72102126158546, 9.0, 7.4560788134613265, 7.654204264418274]",False,937.5594889998902,940.3644681998994,940.3644681998994,941.5709903999232,['space'],1,[0.3353795998264104],3.412522809812799,4.443335009738803,None,1,None,1,,,"{'estimation': [[125.0, 0.4766688237519866], [129.633810144573, 0.0], [133.9716828170366, -0.4331112564862535], [139.4427972992539, -1.0], [143.58729437462938, -1.4403988640953749], [149.39350298766112, -2.0], [153.89305166811442, -2.4487265673571033], [160.70156659898703, -3.0], [164.93848884661162, -3.349838425631872], [176.15221860923032, -4.0], [176.77669529663666, -4.036474430864608], [189.46457081379947, -4.442140493907587], [203.0630990890585, -4.516025793777679], [217.6376408240306, -4.270214282700927], [225.37124535626185, -4.0], [233.25824788420132, -3.747732118605815], [249.99999999999937, -3.0457011442337576], [250.9823164436884, -3.0], [267.94336563407256, -2.2626832322238846], [274.38867132482943, -2.0], [287.1745887492579, -1.5003214354472547], [303.1476160722474, -1.0], [307.78610333622805, -0.8567217316895511], [329.876977693222, -0.40245294355404154], [353.55339059327247, -0.16502641258968545], [378.929141627598, -0.14389612698936272], [406.12619817811606, -0.3100742645966558], [435.2752816480601, -0.6079644607272269], [466.5164957684015, -0.9775428385573764], [468.4676024848962, -1.0], [499.9999999999975, -1.3495173233592115], [535.8867312681438, -1.6608509119597334], [574.3491774985143, -1.884383053168785], [611.8507423816192, -2.0], [615.5722066724546, -2.0112341341247992], [659.7539553864432, -2.0554294857244906], [707.1067811865431, -2.050634565364139], [757.8582832551941, -2.0360815999570336], [812.2523963562301, -2.041920695409239], [870.5505632961181, -2.0791378157500775], [933.0329915368008, -2.1359667191390446], [999.9999999999914, -2.1826289626226396], [1071.773462536285, -2.181558482306408], [1148.698354997026, -2.0983721641633166], [1191.3459798582755, -2.0], [1231.1444133449063, -1.9128797514772065], [1319.5079107728832, -1.635182300454265], [1414.2135623730828, -1.2875529513368176], [1490.5023858574323, -1.0], [1515.7165665103846, -0.9066476993673823], [1624.5047927124563, -0.568544024916624], [1741.1011265922318, -0.33327083789816886], [1866.065983073597, -0.2582717338907889], [1999.9999999999802, -0.3865476836394248], [2143.5469250725646, -0.7306301134707643], [2217.5676557120305, -1.0], [2297.3967099940432, -1.2786645488933788], [2462.2888266898062, -1.9561349067758784], [2472.5060982508235, -2.0], [2639.01582154576, -2.681906964710543], [2729.6553845401363, -3.0], [2828.427124746159, -3.339978784231988], [3031.4331330207656, -3.7934530866146683], [3249.0095854249043, -3.937023051177075], [3482.2022531844555, -3.676385721489153], [3713.645920060707, -3.0], [3732.1319661471844, -2.9469890856600607], [3942.1984744048636, -2.0], [3999.9999999999504, -1.748550472306467], [4130.005076243294, -1.0], [4287.093850145114, -0.11901050684096279], [4305.620219846122, 0.0], [4457.786849049057, 1.0], [4594.793419988081, 1.8493187962033193], [4617.792150105868, 2.0], [4764.476157582573, 3.0], [4920.355703665036, 4.0], [4924.577653379601, 4.0240807458301715], [5077.431882316846, 5.0], [5236.129284878156, 6.0], [5278.031643091506, 6.229113549814475], [5417.697300655647, 7.0], [5596.942457557904, 8.0], [5656.854249492303, 8.292346339240488], [5819.193410899255, 9.0], [6051.0717494274, 10.0], [6062.866266041501, 10.04667211418816], [6377.40365760582, 11.0], [6498.019170849792, 11.35771571436753], [6884.227565054569, 12.0], [6964.404506368894, 12.137663287882113], [7464.2639322943505, 12.358778636646093], [7999.999999999892, 12.047228681839963]], 'plus_line': [[125.0, -1.9167814685549036], [125.78327532379268, -2.0], [133.9716828170366, -2.867574271258302], [135.08104980594788, -3.0], [143.17599259572782, -4.0], [143.5872943746293, -4.051272904011068], [151.49036296781645, -5.0], [153.89305166811442, -5.2861663183730005], [161.33575173533958, -6.0], [164.93848884661162, -6.349360122489139], [175.24157580015927, -7.0], [176.77669529663666, -7.100990476981623], [189.46457081379947, -7.497896362609495], [203.0630990890585, -7.478663316911971], [217.6376408240306, -7.078037015334356], [219.2622320558838, -7.0], [233.25824788420132, -6.433121211413748], [241.5512387116273, -6.0], [249.99999999999937, -5.610219015624526], [262.3300320475187, -5.0], [267.94336563407256, -4.747595545642157], [285.85827056136725, -4.0], [287.1745887492579, -3.9491390428158137], [307.78610333622805, -3.333397678660158], [323.60739472570435, -3.0], [329.87697769322244, -2.882778648709029], [353.55339059327247, -2.6855985001954146], [378.929141627598, -2.699990255118176], [406.12619817811606, -2.8955322039614426], [415.29113711730326, -3.0], [435.2752816480601, -3.250092532726045], [466.5164957684015, -3.6571519466030433], [496.28602201046203, -4.0], [499.9999999999975, -4.0474157009517615], [535.8867312681438, -4.408496345738671], [574.3491774985143, -4.648503101963252], [615.5722066724546, -4.773062509643289], [659.7539553864432, -4.797429561427277], [707.1067811865431, -4.751969448631891], [757.8582832551941, -4.679472210736172], [812.2523963562301, -4.624145731110687], [870.5505632961181, -4.61524831109428], [933.0329915368008, -4.651695269375169], [999.9999999999926, -4.699956170564685], [1071.773462536285, -4.709847956612986], [1148.698354997026, -4.636997041326837], [1231.1444133449063, -4.457863220948942], [1319.5079107728832, -4.170138709668081], [1362.9267521135266, -4.0], [1414.2135623730828, -3.8296106532509695], [1515.7165665103846, -3.4978578230793667], [1624.5047927124563, -3.1877917805821783], [1721.3751198110701, -3.0], [1741.1011265922318, -2.967488478148387], [1866.065983073597, -2.9123828780504732], [1960.4096965606943, -3.0], [1999.9999999999802, -3.0415292030381442], [2143.5469250725646, -3.3984285435039654], [2297.396709994046, -3.913521650123873], [2318.168007159754, -4.0], [2462.2888266898062, -4.608533021852681], [2556.301268126343, -5.0], [2639.015821545763, -5.35516272271326], [2818.121185851648, -6.0], [2828.427124746159, -6.039552560069941], [3031.4331330207615, -6.596731264418161], [3249.0095854249043, -6.829476998425169], [3482.2022531844555, -6.666748247735539], [3724.2207724054138, -6.0], [3732.1319661471844, -5.979459130047954], [3952.8387845426564, -5.0], [3999.999999999946, -4.792211578787146], [4139.034601458921, -4.0], [4287.093850145118, -3.0900861445203485], [4301.386181524445, -3.0], [4454.372262070414, -2.0], [4592.575337422227, -1.0], [4594.793419988081, -0.9858357779324738], [4745.443067477169, 0.0], [4875.600470944595, 1.0], [4924.577653379601, 1.3333192884232303], [5034.624454988536, 2.0], [5174.048674368731, 3.0], [5278.031643091506, 3.709980008093484], [5333.781312108636, 4.0], [5505.893273742657, 5.0], [5656.854249492303, 5.922755694600414], [5675.419939361562, 6.0], [5905.215139142293, 7.0], [6062.866266041508, 7.72219272254056], [6157.774929275585, 8.0], [6487.688291556029, 9.0], [6498.019170849792, 9.029624040824505], [6964.404506368894, 9.688792270081231], [7464.2639322943505, 9.752198032902808], [7999.999999999872, 9.23067014321008]], 'minus_line': [[125.0, 2.8466535773069515], [133.0770456898125, 2.0], [133.9716828170366, 1.9117224760267129], [143.5872943746293, 1.0194224970693022], [143.81904264773422, 1.0], [153.89305166811442, 0.1785491441656848], [156.35608399989607, 0.0], [164.93848884661162, -0.5968660513868228], [172.1377175092726, -1.0], [176.77669529663666, -1.2432086188247804], [189.46457081379947, -1.6538121975037023], [203.0630990890585, -1.8009502121772791], [217.6376408240306, -1.64183106314752], [233.25824788420132, -1.2207440866654984], [238.89423043049126, -1.0], [249.99999999999937, -0.5619270615338122], [263.29750721343385, 0.0], [267.94336563407256, 0.2010062044519152], [287.1745887492579, 0.9626976600394069], [288.30840045666736, 1.0], [307.78610333622805, 1.6575412693769103], [323.6836928137546, 2.0], [329.87697769322244, 2.1460413966042347], [353.55339059327247, 2.427616694008343], [378.929141627598, 2.473664600728718], [406.12619817811606, 2.3263376305463517], [435.2752816480601, 2.0239231791096968], [437.1700718140195, 2.0], [466.5164957684015, 1.6860729041966454], [499.9999999999975, 1.3361368047986035], [535.8867312681438, 1.0175615893659158], [538.7299657437565, 1.0], [574.3491774985143, 0.8156397242442198], [615.5722066724546, 0.7007504460383336], [659.7539553864432, 0.645821044591177], [707.1067811865431, 0.6126190086490015], [757.8582832551941, 0.5670855374000334], [812.2523963562301, 0.49381841390664805], [870.5505632961181, 0.39934846628039466], [933.0329915368008, 0.3057003263512753], [999.9999999999926, 0.24149590766610085], [1071.773462536285, 0.23603705639185701], [1148.698354997026, 0.31497011368315486], [1231.1444133449063, 0.4935577775047141], [1319.5079107728832, 0.7710267712855357], [1378.0854125951803, 1.0], [1414.2135623730828, 1.1557929630477468], [1515.7165665103846, 1.592465345838844], [1624.5047927124563, 1.977452269992077], [1633.663116703074, 2.0], [1741.1011265922318, 2.291729750829804], [1866.065983073597, 2.40505682194178], [1999.9999999999802, 2.2826519108424814], [2103.578737806307, 2.0], [2143.5469250725646, 1.905529364196578], [2297.396709994046, 1.3465165163342991], [2372.2760469007485, 1.0], [2462.2888266898062, 0.6257187271677229], [2604.824507588333, 0.0], [2639.01582154576, -0.1380912248889199], [2828.427124746159, -0.7836800912608699], [2923.3100474504718, -1.0], [3031.4331330207615, -1.2173693474273195], [3249.0095854249043, -1.3036340918726315], [3478.9174168685486, -1.0], [3482.2022531844555, -0.9951980049557659], [3732.1319661471844, -0.2220576603577466], [3780.1914279197654, 0.0], [3999.9999999999504, 0.9665623894825048], [4005.8334443296626, 1.0], [4175.7153492481075, 2.0], [4287.093850145118, 2.5601179733936172], [4354.625236861489, 3.0], [4511.842661790029, 4.0], [4594.793419988081, 4.432915593866349], [4678.724325101066, 5.0], [4831.582690740198, 6.0], [4924.577653379601, 6.479059136214468], [5006.0672319653195, 7.0], [5162.430014384626, 8.0], [5278.031643091506, 8.566217562249056], [5355.79536613336, 9.0], [5530.850665192508, 10.0], [5656.854249492303, 10.56080708248542], [5753.932602395199, 11.0], [5977.421064743151, 12.0], [6062.866266041508, 12.325130010186856], [6266.63823709407, 13.0], [6498.019170849792, 13.720755626694986], [6641.128633587482, 14.0], [6964.4045063688845, 14.665029463904744], [7374.251910526831, 15.0], [7464.2639322943505, 15.087442465463733], [7999.999999999882, 15.031980001261214]]}",,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0531422998756,None,1313.5778369483141,2.456175848159125,7.022911761073125e-05,1,"[0.580397117530996, 0.46236699960076366, 0.5641612597654337, 0.633370897249147]","[484.0696283547833, 1841.2419110697108, 4070.1412901055396, 557.4070256709686]",None,"[7.685628092737151, 9.918086234917741, 8.074548775468193, 8.769302855033663]",False,943.0712055000477,945.704036799958,945.704036799958,946.904235499911,['space'],1,[0.43017750000581145],3.2850441897753626,4.31141298962757,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.4634809000418,None,,,,,"[0.6479265934430473, 0.6479265934430473, 0.6479265934430473, 0.6479265934430473]","[991.6063624899786, 1485.7308303946788, 2226.081017514216, 3335.352942242394]",Perfect_5th,"[8.717211985379095, 9.0, 9.328888324295757, 6.547565865480125]",True,952.4337051999755,955.3984467999544,955.3984467999544,956.6331744999625,None,1,,3.637940989807248,4.6499325898475945,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.1198024000041,None,125.0,4.0,0.0011454338263838868,1,"[0.6093125707013058, 0.6093125707013058, 0.6093125707013058, 0.6093125707013058]","[3544.1788737520014, 574.9229635589315, 5150.637953473728, 7754.133071106858]",None,"[6.582063189614965, 8.769302855033663, 15.0, 23.0]",False,958.1329939998686,961.0041827999521,961.0041827999521,962.2391979000531,['space'],1,[0.3673109000083059],3.463688789634034,4.480226589599624,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
