tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.4260185000021,None,,,,,"[0.6325645364298448, 0.6325645364298448, 0.6325645364298448, 0.6325645364298448]","[916.0190950353491, 1372.477892645637, 2056.393339407752, 3081.1086932767066]",Perfect_5th,"[4.512287280576092, 4.026040202278114, 4.440927439868993, 4.0]",True,715.4346805999812,718.3644184999866,718.3644184999866,719.5789579999982,None,1,,3.5652094000251964,4.59041040003649,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0655522999878,None,694.8511374689625,-4.493416019782252,2.71098731185585e-05,1,"[0.4436683244554648, 0.4436683244554648, 0.4436683244554648, 0.4436683244554648]","[1750.9151492810843, 1389.702274937925, 1103.007426579531, 875.4575746405421]",Major_3rd,"[3.7654575652601103, 4.026040202278114, 5.290295154862364, 3.723018073591315]",False,721.0715667999757,723.4288823999814,723.4288823999814,724.6422703999851,['space'],1,[0.5084538999944925],2.788398700009566,3.824998299998697,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.9466805999982,None,353.5533905932738,-6.0,4.441136864173166e-05,1,"[0.7652638990488065, 0.7652638990488065, 0.7652638990488065, 0.7652638990488065]","[890.8987181403395, 707.1067811865477, 561.2310241546866, 445.4493590701697]",Major_3rd,"[4.0, 1.5065839802177479, 3.0, 7.0]",False,727.1453221999982,730.4638036999968,730.4638036999968,731.6734024999896,['space'],1,[0.31481380001059733],4.098324200022034,5.1331496000348125,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.3163153999776,None,7825.270381468382,-7.0,7.87246582090685e-05,1,"[0.5435614685409438, 0.7692641504014371, 0.44533858407246624, 0.49589884152255453]","[3105.460608869627, 3912.635190734192, 4929.61143736545, 6210.921217739252]",Major_3rd,"[4.0, 0.0, -4.042775762931498, -4.0]",False,733.3211819999851,736.0959153999866,736.0959153999866,737.3100397999806,['space'],1,[0.2884573999908753],3.271429899992654,4.296338400017703,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.6723681000003,None,394.27118638068856,2.352345427553765,0.00010231600460499465,1,"[0.7709278275432103, 0.7709278275432103, 0.7709278275432103, 0.7709278275432103]","[286.93846642365384, 4470.695953409687, 1590.7852717360124, 1474.501596777518]",None,"[6.900615931954652, -3.0, 3.647019961438937, 3.735371251845848]",False,738.6776389000006,742.0325890999811,742.0325890999811,743.2466425999883,['space'],1,[0.3310741000168491],4.111337700014701,5.123072700022021,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.1196998999803,None,1414.213562373095,-3.0,3.570336253224866e-05,1,"[0.7965782184533264, 0.5986349988777485, 0.5592629614085215, 0.702895870741425]","[7127.189745122715, 4756.828460010885, 3174.8021039363994, 2118.9261887185908]",Perfect_5th,"[-2.0, -4.0, 4.0, 4.828475417338947]",False,747.1146409999928,750.0813641999848,750.0813641999848,751.2913874999795,['space'],1,[0.29669029999058694],3.6992543000087608,4.703065300011076,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.8588595999754,None,125.0,-6.0,0.00036221798003749513,1,"[0.6436889710516632, 0.6436889710516632, 0.6436889710516632, 0.6436889710516632]","[2791.2884954404303, 1762.4055516314481, 7314.6302979259, 6274.882657982363]",None,"[5.0, 3.7654575652601103, -2.0, -4.0]",False,752.8623972999922,755.8305917999824,755.8305917999824,757.031739099999,['space'],1,[0.38182760000927374],3.61007470000186,4.6180994999886025,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.5108483999793,None,,,,,"[0.5977532536170352, 0.5977532536170352, 0.5977532536170352, 0.5977532536170352]","[2221.081542826502, 1654.045675068682, 1916.4846285638876, 168.835033739982]",None,"[5.0, 3.647019961438937, 4.0574235575589865, 6.459574941411008]",True,758.5149419999798,761.3307471000007,761.3307471000007,762.5700136999949,['space'],0,[0.07915390000562184],3.425021299975924,4.456940499978373,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0152251999825,None,375.53350783974867,2.7901957097130823,0.00011431316293411688,1,"[0.503204465476851, 0.503204465476851, 0.503204465476851, 0.503204465476851]","[946.2851429363214, 751.0670156794973, 596.1222853941251, 473.1425714681607]",Major_3rd,"[4.512287280576092, 2.0, 2.0, 6.0]",False,764.0185576999793,766.5432532999839,766.5432532999839,767.7538996999792,['space'],1,[0.27054209998459555],3.0394078999815974,4.051095100003295,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.1230525999854,None,3153.0191855469143,-2.0,5.4866008484346634e-05,0,"[0.6113001771289982, 0.6124671236408253, 0.5609643405689175, 0.4941218366183533]","[7945.110485185894, 6306.0383710938295, 5005.105972013088, 3972.5552425929463]",Major_3rd,"[-0.2632778101216129, -4.0, -4.042775762931498, -0.45241078254740774]",False,769.1285699,771.9314140999923,771.9314140999923,773.1473838999809,None,0,,3.2943815999897197,4.300613599974895,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.4837025000015,None,2462.2888266898335,-4.0,5.366889446213605e-05,1,"[0.6031466579317077, 0.6031466579317077, 0.6031466579317077, 0.6031466579317077]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[0.0, 2.2889682846151116, 4.0, 5.0]",False,774.5008757999749,777.3304184000008,777.3304184000008,778.5475155999884,['space'],1,[0.2906807000108529],3.448698099993635,4.457124199980171,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.9844618999923,None,4363.907540871501,-8.0,4.338538914036804e-05,1,"[0.5079022421202619, 0.5079022421202619, 0.5079022421202619, 0.5079022421202619]","[1731.817855267845, 2181.953770435751, 2749.0894852694883, 3463.6357105356897]",Major_3rd,"[3.7654575652601103, 4.828475417338947, 5.0, 2.2889682846151116]",False,779.9930295999802,782.521668100002,782.521668100002,783.722239900002,['space'],1,[0.5799842000124045],3.0607724000001326,4.072141799988458,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.1161215999746,None,164.93848884661182,-9.0,0.00013948972476246718,1,"[0.6551334627504867, 0.6551334627504867, 0.6551334627504867, 0.6551334627504867]","[831.2378961427879, 554.7847360339226, 370.27438807164117, 247.1285050882241]",Perfect_5th,"[3.0, 3.0, 8.790195709713082, 5.537557901548146]",False,786.4148434999806,789.4112325999886,789.4112325999886,790.6330242999829,['space'],1,[0.3739683000021614],3.6264925000432413,4.6366972000396345,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.106623300002,None,267.9433656340732,-6.0,7.441295113766626e-05,0,"[0.7713176159267299, 0.7447326274194828, 0.6745540814375464, 0.6040366308311454]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[6.459574941411008, 5.7788409976936865, 5.199138554488693, 5.223862564447552]",False,792.1257736999833,795.3288908999821,795.3288908999821,796.5546896999876,None,0,,3.8229850999778137,4.838038099987898,None,1,None,1,,,,"{'estimation': [[125.0, -8.570894923250943], [133.9716828170366, -8.467513963859933], [143.5872943746293, -8.32568241952958], [153.89305166811442, -8.142964393838172], [160.9551174838691, -8.0], [164.93848884661162, -7.922167727126727], [176.77669529663666, -7.687565436575383], [189.46457081379947, -7.452516154678962], [203.0630990890585, -7.221019829921167], [217.164614607181, -7.0], [217.6376408240306, -6.992420505715878], [233.25824788420132, -6.77197145507219], [249.99999999999937, -6.550189256685194], [267.94336563407256, -6.30736808946355], [287.1745887492579, -6.026367925768696], [288.8016016011592, -6.0], [307.78610333622805, -5.714665835005462], [329.87697769322244, -5.397810585480093], [353.55339059327247, -5.098940958139295], [363.9493060670765, -5.0], [378.929141627598, -4.862627324182332], [406.12619817811606, -4.7453904785924985], [435.2752816480601, -4.7749184486036125], [466.5164957684015, -4.9592756114620595], [470.60153307337276, -5.0], [499.9999999999975, -5.267976054907193], [535.8867312681438, -5.624876293884781], [574.3491774985143, -5.957764890371178], [582.3615238899583, -6.0], [615.5722066724546, -6.168874235087164], [659.7539553864432, -6.166982806909127], [689.8211470090603, -6.0], [707.1067811865431, -5.909200225713379], [757.8582832551951, -5.429720556074247], [792.2861280333523, -5.0], [812.2523963562301, -4.767461737964184], [870.5505632961181, -4.060833152640862], [876.22336223334, -4.0], [933.0329915368008, -3.4231285208978406], [995.4617018701681, -3.0], [999.9999999999926, -2.9683613154604047], [1071.773462536285, -2.7857771531815794], [1148.698354997026, -2.8938055305062846], [1172.2783250550112, -3.0], [1231.1444133449063, -3.257480894126415], [1319.5079107728832, -3.7684608758154976], [1356.598029318968, -4.0], [1414.2135623730828, -4.342256006487774], [1515.7165665103846, -4.834606311342749], [1566.8469550443297, -5.0], [1624.5047927124563, -5.179080588911758], [1741.1011265922318, -5.288201874582665], [1866.065983073597, -5.141504664237682], [1911.9569012944175, -5.0], [1999.9999999999802, -4.7451888176107975], [2143.5469250725646, -4.17149098932887], [2180.648100648712, -4.0], [2297.3967099940432, -3.4756009556545715], [2410.5654738691164, -3.0], [2462.2888266898062, -2.779918267550029], [2639.01582154576, -2.2289998753361027], [2785.5953252692843, -2.0], [2828.427124746159, -1.9316961716145844], [2979.912009614546, -2.0], [3031.4331330207615, -2.0228961079535086], [3249.0095854249043, -2.560123594190322], [3349.6755107954937, -3.0], [3482.2022531844555, -3.562274330181695], [3559.095344919138, -4.0], [3732.1319661471844, -4.962974207837311], [3738.042707936795, -5.0], [3893.834312013537, -6.0], [3999.9999999999504, -6.626164052251307], [4060.243215089532, -7.0], [4218.798713319403, -8.0], [4287.093850145118, -8.377838330502417], [4400.718444126163, -9.0], [4594.655841383294, -10.0], [4594.793419988081, -10.000640728437345], [4837.299023875565, -11.0], [4924.577653379601, -11.327831820485358], [5194.008213376171, -12.0], [5278.0316430915, -12.204121969191528], [5656.854249492303, -12.565651420362876], [6062.866266041508, -12.433067057194723], [6396.683456721043, -12.0], [6498.019170849792, -11.872807783709057], [6964.404506368894, -11.03877722773906], [6983.591995086157, -11.0], [7464.2639322943505, -10.072428891682602], [7504.6316287865475, -10.0], [7999.999999999882, -9.124110729416543]], 'plus_line': [[125.0, -10.510727819007869], [133.9716828170366, -10.353598132783926], [143.5872943746293, -10.209244024371689], [153.89305166811442, -10.015204768943523], [154.52946975832842, -10.0], [164.93848884661162, -9.805630958841942], [176.77669529663666, -9.57838391723644], [189.46457081379947, -9.36322665903499], [203.0630990890585, -9.185181711352723], [217.6376408240306, -9.039736584533571], [221.88871344656596, -9.0], [233.25824788420132, -8.911718137486801], [249.99999999999937, -8.75404519220822], [267.94336563407256, -8.530633989915767], [287.1745887492579, -8.224274237003751], [299.0290548408613, -8.0], [307.78610333622805, -7.862231445127853], [329.87697769322244, -7.522605121479797], [353.55339059327247, -7.196187280247391], [372.0248784593494, -7.0], [378.929141627598, -6.939210839794749], [406.12619817811606, -6.817857021002123], [435.2752816480601, -6.817091241841229], [466.5164957684015, -6.939408553191976], [474.68070218383383, -7.0], [499.9999999999975, -7.204647750284079], [535.8867312681438, -7.532771288171722], [574.3491774985143, -7.839993048567591], [605.2999776407227, -8.0], [615.5722066724546, -8.063519547188141], [659.7539553864432, -8.08168765968658], [672.2964798649472, -8.0], [707.1067811865431, -7.819771780285855], [757.8582832551941, -7.299049682913495], [778.5441601636029, -7.0], [812.2523963562301, -6.580391840143474], [855.5173885870464, -6.0], [870.5505632961181, -5.818260017838729], [933.0329915368008, -5.2186202700272615], [968.1979013261471, -5.0], [999.9999999999926, -4.83047925902946], [1071.773462536285, -4.740204754302449], [1148.698354997026, -4.893612485722178], [1172.6509127707145, -5.0], [1231.1444133449063, -5.287260361601903], [1319.5079107728832, -5.778559697707568], [1358.8431831078278, -6.0], [1414.2135623730828, -6.328856870920166], [1515.7165665103846, -6.7818584308741245], [1598.0125196597387, -7.000000000000001], [1624.5047927124563, -7.0802638465920165], [1741.1011265922318, -7.162898404752297], [1838.7063455409173, -7.0], [1866.065983073597, -6.9639543318223165], [1999.9999999999802, -6.581989774444749], [2137.5641787501672, -6.0], [2143.5469250725646, -5.976965338208942], [2297.3967099940432, -5.351668858376087], [2383.653310019763, -5.0], [2462.2888266898062, -4.708278750963183], [2639.015821545763, -4.2216744129308985], [2804.604729214703, -4.0], [2828.427124746159, -3.9724464203259378], [2868.793610683465, -4.0], [3031.4331330207615, -4.128261182804966], [3249.0095854249043, -4.7098092078695135], [3314.201502321779, -5.0], [3482.2022531844555, -5.727719175887399], [3529.426222928054, -6.0], [3709.6841183557635, -7.0], [3732.1319661471844, -7.113129319763663], [3865.7406785427393, -8.0], [3999.9999999999504, -8.740775282347268], [4041.8689753168605, -9.0], [4200.628783967721, -10.0], [4287.093850145118, -10.44039011311472], [4388.639213121302, -11.0], [4594.793419988081, -11.979155892491006], [4599.911178017702, -12.0], [4843.164755959236, -13.0], [4924.577653379601, -13.293195355138078], [5213.117863899479, -14.0], [5278.031643091506, -14.16130271083283], [5656.854249492303, -14.561546096059738], [6062.866266041501, -14.448211074576237], [6387.180761640232, -14.0], [6498.019170849792, -13.865696770542536], [6956.450875193956, -13.0], [6964.404506368894, -12.985972143947754], [7462.522194481638, -12.0], [7464.2639322943505, -11.996717283729973], [7999.999999999882, -11.111013156252707]], 'minus_line': [[124.99999999999991, -6.698115945136735], [133.9716828170366, -6.6242595352919205], [143.5872943746293, -6.462824695541093], [153.8930516681145, -6.272239197613568], [164.9384888466115, -6.074145847776316], [168.8548294613779, -6.0], [176.77669529663666, -5.8298656272491085], [189.46457081379947, -5.559944549750474], [203.0630990890585, -5.277075473685398], [216.82530740846676, -5.0], [217.6376408240306, -4.980369617512137], [233.25824788420132, -4.656124753907957], [249.99999999999937, -4.3866055629902], [267.94336563407256, -4.14563394039506], [279.2044249715287, -4.0], [287.1745887492579, -3.8854813779534005], [307.78610333622805, -3.5951932002131493], [329.87697769322244, -3.3042891385332793], [353.553390593272, -3.024514731647838], [356.1585562546872, -3.0], [378.929141627598, -2.760851150688043], [406.12619817811606, -2.635257691875802], [435.2752816480601, -2.687317557813912], [466.5164957684015, -2.9411167188564193], [470.967570954016, -3.0], [499.99999999999693, -3.3031842613180356], [535.8867312681438, -3.721046354841227], [562.1048918257521, -4.0], [574.3491774985143, -4.108219751257932], [615.5722066724546, -4.30661789654668], [659.7539553864432, -4.3099459787245715], [707.1067811865431, -4.102508655199899], [718.793805841094, -4.0], [757.8582832551941, -3.6468296457529474], [812.2523963562301, -3.080236124419848], [818.7567214181265, -3.0], [870.5505632961181, -2.3710046530109077], [905.5447512565396, -2.0], [933.0329915368008, -1.6862690195535373], [999.9999999999926, -1.1732152034709702], [1048.3069603354286, -1.0], [1071.773462536285, -0.8986814709710097], [1148.698354997026, -0.9543144203129634], [1158.3110245737732, -1.0], [1231.1444133449063, -1.2845968795726694], [1319.5079107728832, -1.8192660245657166], [1345.1628280113953, -2.0], [1414.2135623730828, -2.415706170036369], [1515.7165665103828, -2.9723842891262238], [1522.595903042965, -3.0], [1624.5047927124563, -3.326065099089088], [1741.1011265922318, -3.4605052326970482], [1866.065983073597, -3.3492039365902633], [1998.3901656351734, -3.0], [1999.9999999999802, -2.995056245229434], [2143.5469250725646, -2.3696282484305913], [2221.263818300688, -2.0], [2297.396709994046, -1.6152669904044532], [2433.1504024211476, -1.0], [2462.2888266898062, -0.8562784425573602], [2639.015821545763, -0.20912315217469846], [2749.061068671634, 0.0], [2828.427124746159, 0.17556239224364523], [3031.4331330207615, 0.15505800788770863], [3093.657917625973, 0.0], [3249.0095854249043, -0.3381894652839018], [3402.1440577532394, -1.0], [3482.2022531844555, -1.3342229576472207], [3600.7512294258286, -2.0], [3732.1319661471844, -2.769235858805503], [3770.0754459342143, -3.0], [3920.6930182894325, -4.0], [3999.9999999999504, -4.506039711811148], [4082.3776392777127, -5.0], [4227.157235083668, -6.0], [4287.093850145118, -6.362073724531834], [4406.171293796865, -7.0], [4573.040894067426, -8.0], [4594.7934199880865, -8.108519721697895], [4807.112480641399, -9.0], [4924.577653379601, -9.47885084902073], [5122.149110941544, -10.0], [5278.031643091506, -10.382651735128032], [5656.854249492303, -10.725947378144559], [6062.866266041508, -10.562245904746348], [6498.019170849792, -10.026054095251734], [6512.118203966551, -10.0], [6964.404506368894, -9.187538934781392], [7058.777537828223, -9.0], [7464.2639322943505, -8.215467730440405], [7578.3184273849065, -8.0], [7999.999999999882, -7.202477384740725]]}",,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0004647999885,None,1665.7921622517483,-2.352980038561063,4.554911766891876e-05,0,"[0.783995786571732, 0.783995786571732, 0.783995786571732, 0.783995786571732]","[330.5350288398509, 495.24297286638665, 742.0260510191534, 1111.782883468855]",Perfect_5th,"[8.396548569827313, 5.0, 2.0, 5.2053088615713285]",False,798.0053381999896,801.3741922999907,801.3741922999907,802.5843711999769,None,0,,4.165839200024493,5.204121200018562,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.2665196000016,None,128.52759583199358,0.0,0.0006913143487181004,1,"[0.6334275423078624, 0.6334275423078624, 0.6334275423078624, 0.6334275423078624]","[444.0599501103122, 136.81657799273694, 1025.9673526068989, 460.22044197295895]",None,"[7.0, 6.184254754094951, 5.06055000320855, 6.305591597556202]",False,804.2726825999853,807.1937006999797,807.1937006999797,808.4180149000022,['space'],1,[0.22189300000900403],3.5622283999982756,4.573990600008983,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.9007105999917,None,1148.6983549970344,-2.0,3.993252316139017e-05,1,"[0.6709928416200612, 0.6709928416200612, 0.6709928416200612, 0.6709928416200612]","[3238.8086320895886, 736.9559831816977, 752.5892793739497, 6543.999812343477]",None,"[3.4224510059389095, 2.0, 2.0, -3.748760475731716]",False,810.797160999995,813.8348689999839,813.8348689999839,815.0399120999791,['space'],1,[0.28608550000353716],3.699800900008995,4.724412600015057,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.5748047999805,None,1956.3562290426266,-1.5590725601310065,6.087276831076254e-05,1,"[0.7730280441962631, 0.7730280441962631, 0.7730280441962631, 0.7730280441962631]","[6918.354935654889, 795.9579662899625, 4364.115614116989, 939.6326391218215]",None,"[-2.729523008592409, 2.8408289589076694, -2.0, 4.512287280576092]",False,816.5834317999834,819.9155369999935,819.9155369999935,821.1417693999829,['space'],1,[0.21837290000985377],4.120307000004686,5.122560200019507,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
