tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.18309419997968,None,246.75395387765403,12.0,0.0006920788243660965,1,"[0.6578935409983353, 0.6842912428058237, 0.6553430951728241, 0.70211379820462]","[621.7810012704899, 493.50790775530805, 391.69748596270057, 310.89050063524496]",Major_3rd,"[21.0, 20.592673545545708, 22.869908733086287, 22.148150643800342]",False,243.17660210002214,246.20849160000216,246.20849160000216,247.42845010000747,['space'],1,3.7088455196935683,4.72352951974608,None,1,None,1,,[0.29821449995506555],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.95083910005633,None,230.32385743639418,10.854798477107213,0.0007189102062576263,1,"[0.5353862963527742, 0.7954705847320351, 0.6886702692995079, 0.6542796629446329]","[3647.8643522489715, 502.54366896444117, 2313.1365568990113, 4425.82671375227]",None,"[24.913705148798854, 20.592673545545708, 28.52430684289407, 26.999999999999996]",False,248.942923399969,251.9739217000315,251.9739217000315,253.2008966000285,['space'],1,3.6852311198599637,4.7078992198221385,None,1,None,1,,[0.4002125000115484],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0768500000704,None,125.0,19.0,0.006441247758465671,1,"[0.5614014380864724, 0.5212369407134557, 0.7212152623759992, 0.7118285746900144]","[7677.294934256915, 189.8383418833683, 3456.8789418616016, 1450.636098567951]",None,"[36.806267975261164, 13.47209236688566, 24.602096383335358, 30.448808367018295]",False,263.06577770004515,265.8993718000129,265.8993718000129,267.11907380004413,['space'],1,3.5684621098916978,4.586405609850772,None,1,None,1,,[0.3422283000545576],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.67964420001954,None,7244.871358301885,30.806267975261164,0.005504926226220867,0,"[0.7048323368151973, 0.7048323368151973, 0.7048323368151973, 0.7048323368151973]","[3562.921880412514, 519.0740183374784, 2056.1470167307016, 668.1795811909188]",None,"[24.602096383335358, 20.31287472400956, 29.881351237623132, 21.531603556130058]",False,268.66844849998597,271.8054989000084,271.8054989000084,273.0070800000103,None,0,3.848695619846694,4.864970119902864,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.58403959998395,None,,,,,"[0.4197535868324761, 0.528853892315009, 0.7278549657929747, 0.5264262735417429]","[242.21492432870434, 215.78896559890197, 192.24611284089153, 171.2718154974133]",Tone,"[18.0, 15.438140240721271, 13.47209236688566, 13.147815514579257]",True,274.57480439997744,277.291530800052,277.291530800052,278.50416870007757,None,1,3.2143598197726533,4.220188719686121,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.8346660999814,None,7105.343133439096,30.44079369897291,0.005137393148007969,0,"[0.6299660914149927, 0.5110522327296466, 0.6440647772455659, 0.49291912999032406]","[707.9749165451294, 5614.204699153843, 1398.7929489973656, 1355.0557688948893]",None,"[22.51952926543764, 33.0, 30.448808367018295, 30.14951529507025]",False,279.8350468999706,282.6598881999962,282.6598881999962,283.8742150000762,None,0,3.289842719794251,4.302167619811371,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1808612999739,None,2462.2888266898335,20.0,0.0008505946547995336,0,"[0.6018249997716404, 0.5123212811088643, 0.6419472558168325, 0.4488595077127216]","[3764.0173814171067, 449.35224917093905, 881.9771961479828, 235.3385560798905]",None,"[25.0, 21.791290315692194, 25.999999999999996, 17.0]",False,285.9070006000111,288.7039463999681,288.7039463999681,289.93038749997504,None,0,3.2171486595179886,4.224221459473483,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.17415870004334,None,1606.5502065555788,24.673174063951816,0.0009769812010208723,1,"[0.4024255874724947, 0.42502363632429613, 0.4956265430997827, 0.6730382537714498]","[6141.834696369199, 746.9517403970036, 622.1628345044128, 1042.7580366676823]",None,"[34.51162848731565, 23.64480579705644, 21.0, 28.0]",False,291.16632060008124,293.4999033000786,293.4999033000786,294.71792299998924,['space'],1,3.010706819826737,4.029204119928181,None,1,None,1,,[0.3227840999606997],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2429386000149,None,,,,,"[0.6244179130880345, 0.6766341523496314, 0.7448398823128215, 0.5014690170097803]","[3697.7017322252514, 4150.529860390672, 4658.81224866333, 5229.339939323438]",Tone,"[24.913705148798854, 26.0, 28.17773269207325, 31.4639510954109]",True,296.2594597999705,299.3186957000289,299.3186957000289,300.536902599968,None,1,3.5884984197327867,4.599009819794446,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.904306899989,None,125.0,20.0,0.00722719885372964,1,"[0.5243884054233425, 0.5243884054233425, 0.5243884054233425, 0.5243884054233425]","[4928.060988180556, 514.1887032606744, 1955.9905876942703, 6937.144308422204]",None,"[29.784130182279302, 20.592673545545708, 30.0, 36.44079369897291]",False,301.91772749996744,304.519786400022,304.519786400022,305.75415719999,['space'],1,3.1317601097980514,4.143685109796934,None,1,None,1,,[0.31351300003007054],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0930141999852,None,358.0503960917584,17.0,0.0006190622508201604,1,"[0.46538013029108216, 0.46538013029108216, 0.46538013029108216, 0.46538013029108216]","[142.09239385342198, 179.02519804587922, 225.55761547960174, 284.1847877068439]",Major_3rd,"[15.115265097683078, 13.147815514579257, 16.0, 21.0]",False,307.08366650005337,309.49908940005116,309.49908940005116,310.72200960002374,['space'],1,2.8783275197492912,3.879275519750081,None,1,None,1,,[0.37850840005557984],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.01540420006495,None,360.9579373947288,17.0,0.000613718507220082,1,"[0.5778925842736939, 0.5778925842736939, 0.5778925842736939, 0.5778925842736939]","[144.78259854661115, 143.94526813759913, 615.3063329200629, 2796.389245544169]",None,"[15.0, 15.115265097683078, 20.78547655111803, 26.0]",False,312.01636070001405,314.7979073000606,314.7979073000606,316.00845480000135,['space'],1,3.3427916198270395,4.374224019818939,None,1,None,1,,[0.37286879995372146],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.44006390008144,None,,,,,"[0.539286308362996, 0.539286308362996, 0.539286308362996, 0.539286308362996]","[401.7985127583833, 602.0175551444113, 902.0071632768693, 1351.4837161311937]",Perfect_5th,"[22.424382756355705, 20.78547655111803, 25.999999999999996, 30.14951529507025]",True,317.433740700013,320.0831940000644,320.0831940000644,321.3048565000063,None,1,3.1967735197395086,4.229940219782293,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.7108307000017,None,4000.0,21.0,0.0009418245447449003,1,"[0.5026929498897479, 0.5543015168871812, 0.5918509002135921, 0.5424234292183322]","[7517.364437136367, 206.84891409723346, 2205.237664213296, 165.95822231478385]",None,"[36.806267975261164, 14.268407807522046, 29.0, 13.332629287798131]",False,322.7228627000004,325.391950200079,325.391950200079,326.60951330000535,['space'],1,3.231788909761235,4.254020709777251,None,1,None,1,,[0.37942869996186346],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0106835999759,None,125.0,19.0,0.006441247758465671,1,"[0.5229337151563653, 0.5169840378467282, 0.534232993630471, 0.4036782527851088]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[22.148150643800342, 18.377526291504818, 14.0, 14.0]",False,328.0329195000231,330.63710509997327,330.63710509997327,331.84881860006135,['space'],1,3.0043570098932832,4.00769730983302,None,1,None,1,,[0.35151079995557666],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.07218190003186,None,561.0457474742441,14.369506500460218,0.00032382998835782986,1,"[0.6436203635000387, 0.5618744678217302, 0.4725214906294954, 0.47607111669990354]","[3604.7004219494647, 1192.2176254640472, 1124.0950708664213, 162.73683939236852]",None,"[24.602096383335358, 29.733553246263963, 29.0, 13.332629287798131]",False,333.0669074000325,335.7755442999769,335.7755442999769,336.9952809000388,['space'],1,3.1824015197344124,4.216498619760387,None,1,None,1,,[0.4893421999877319],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.3432120999787,None,164.93848884661182,11.0,0.0013948972476246718,1,"[0.6447875785228622, 0.5910475382175102, 0.4738366483332981, 0.5884919340666394]","[2574.2767450616047, 1947.6502161134545, 540.2924952509777, 394.6915456267718]",None,"[27.0, 30.0, 20.31287472400956, 22.424382756355705]",False,339.2327577000251,341.96050629997626,341.96050629997626,343.19750999996904,['space'],1,3.3094761095708236,4.320861209533177,None,1,None,1,,[0.26757209992501885],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6185225000372,None,302.4931994793441,16.0,0.0007058579968807944,1,"[0.7249307823385515, 0.5011502298511423, 0.5270300358422482, 0.536000894228694]","[190.55877473703723, 213.8949926146592, 240.0890115333686, 269.4908036623176]",Tone,"[13.47209236688566, 15.0, 17.0, 20.0]",False,344.6131604000693,347.39744259999134,347.39744259999134,348.63346200005617,['space'],1,3.3218306198250502,4.3498890198534355,None,1,None,1,,[0.27486010000575334],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0193152000429,None,,,,,"[0.41727996712947085, 0.41727996712947085, 0.41727996712947085, 0.41727996712947085]","[1095.7328588831401, 731.3139447804429, 488.0934997016194, 325.76332798152566]",Perfect_5th,"[28.577008912089823, 23.0, 20.592673545545708, 22.77889493520776]",True,350.0317613000516,352.3062281999737,352.3062281999737,353.54487019998487,None,1,2.703355619800277,3.706844819826074,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.7862851000391,None,574.3491774985172,19.0,0.0005333798065099767,1,"[0.43222755014751546, 0.42047348089393644, 0.42922418992375133, 0.5075401009198064]","[911.7224885582166, 812.2523963562353, 723.6346187201888, 644.6851542197893]",Tone,"[26.93262277190714, 24.805826966679735, 23.0, 21.531603556130058]",False,354.813610500074,357.14739160006866,357.14739160006866,358.3803450000705,['space'],1,2.843320009764284,3.8744304097490385,None,1,None,1,,[0.37778640002943575],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.7244099000236,None,3618.832257240961,18.913705148798854,0.0006816774499882534,0,"[0.43639796065567493, 0.4108434607868352, 0.4230381565285911, 0.7571233124860073]","[2279.721468468232, 2558.900829071704, 2872.2690660203775, 3224.0130191408825]",Tone,"[28.52430684289407, 27.0, 25.863803070070993, 24.69830876856029]",False,359.73338990006596,362.0551916999975,362.0551916999975,363.28753610001877,None,0,3.0463848197832704,4.08099291974213,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,1,0,1,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.87251820007805,None,156.92061877672793,8.0,0.0011015538575294113,1,"[0.4928247989873358, 0.5316817212093388, 0.7827006538651251, 0.7928388249207113]","[1790.6005112757034, 3207.0741300795794, 271.9378323323963, 326.66239527146706]",None,"[30.574079018182736, 24.69830876856029, 20.0, 22.77889493520776]",False,364.87480710004456,367.72430600004736,367.72430600004736,368.9615364000201,['space'],1,3.611312319757417,4.646091119851917,None,1,None,1,,[0.5269066999899223],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.3043379000155,None,125.0,19.0,0.006441247758465671,1,"[0.43744888473647436, 0.43744888473647436, 0.43744888473647436, 0.43744888473647436]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[21.0, 22.0, 21.0, 13.47209236688566]",False,375.303671700065,377.63722729997244,377.63722729997244,378.86754340003245,['space'],1,2.8010155097581446,3.8101660098182037,None,1,None,1,,[0.2957492000423372],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.139817200019,None,1788.1029663437396,24.574079018182736,0.0011047000036675772,1,"[0.5733421573813478, 0.5733421573813478, 0.5733421573813478, 0.5733421573813478]","[4505.737133351883, 3576.2059326874796, 2838.4365298015105, 2252.8685666759416]",Major_3rd,"[28.0, 24.602096383335358, 25.863803070070993, 28.52430684289407]",False,380.15547890006565,382.90498180000577,382.90498180000577,384.1166763000656,['space'],1,3.315172519767657,4.342095619766042,None,1,None,1,,[0.32536909996997565],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.55217589996755,None,,,,,"[0.7974665471209411, 0.6669884744061256, 0.5413793489258572, 0.7567470194946516]","[2399.7866209871145, 205.08687971081122, 3656.1676958827343, 2298.8831993156327]",None,"[28.0, 14.268407807522046, 24.913705148798854, 28.52430684289407]",True,385.56519320001826,388.6089719000738,388.6089719000738,389.8415773999877,None,1,3.771388219902292,4.8032756198663265,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.4198711999925,None,2143.5469250725882,21.0,0.0008751051287496474,1,"[0.43949144099685666, 0.43949144099685666, 0.43949144099685666, 0.43949144099685666]","[847.4015300346427, 5946.545975221944, 6922.701885097698, 3024.877026169807]",None,"[25.92012787693378, 34.0, 36.44079369897291, 25.15223632413791]",False,391.43838579999283,393.7794658000348,393.7794658000348,395.00910650007427,['space'],1,2.8146947098430246,3.8201089097419754,None,1,None,1,,[0.342313600005582],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.29387419996783,None,3732.1319661472303,19.0,0.0007062095770881294,1,"[0.5186389846842112, 0.5186389846842112, 0.5186389846842112, 0.5186389846842112]","[740.5487761432821, 1109.569472067845, 1662.4757922855756, 2490.899244717646]",Perfect_5th,"[23.0, 29.0, 30.673174063951816, 27.652103384288885]",False,396.3138390000677,398.89610580005683,398.89610580005683,400.1138206999749,['space'],1,3.11128160986118,4.143668109900318,None,1,None,1,,[0.3689828999340534],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.4956319000339,None,1279.9565592665583,24.0,0.0008521257720554898,1,"[0.4834123974194515, 0.4834123974194515, 0.4834123974194515, 0.4834123974194515]","[4830.699633454206, 3726.0894280489224, 3496.1204718941945, 130.27143827775498]",None,"[29.0, 24.913705148798854, 24.602096383335358, 17.0]",False,401.48444660007954,403.94974509999156,403.94974509999156,405.1546412999742,['space'],1,2.96499631984625,3.9693575197597966,None,1,None,1,,[0.43236840004101396],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.5111948000267,None,574.3491774985172,20.0,0.0005984619860562044,1,"[0.6087188411430219, 0.6087188411430219, 0.6087188411430219, 0.6087188411430219]","[1748.5858474524755, 1136.1113264553112, 1222.7738328750324, 802.0274556211656]",None,"[30.574079018182736, 29.214969841516492, 29.733553246263963, 24.805826966679735]",False,407.520227800007,410.3903140000766,410.3903140000766,411.5999736000085,['space'],1,3.4803280594060197,4.501760559389368,None,1,None,1,,[0.33853850001469254],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
