tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.2236363000702,None,125.0,2.0,0.000909850429304992,1,"[0.4136672173024787, 0.4136672173024787, 0.4136672173024787, 0.4136672173024787]","[1089.3760132995312, 1453.8811273907272, 1013.7443356908301, 315.295962225458]",None,"[10.0, 13.234828385420311, 10.379185723991384, 12.37755819938783]",False,779.1738146999851,781.4339962999802,781.4339962999802,782.6527774001006,['space'],1,[0.4527613997925073],2.6678765395190567,3.6792661393992603,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,4,0,4,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.9093537000008,None,177.57187643981325,8.0,0.0008719384396136629,1,"[0.46496568690619666, 0.7629470083295162, 0.5089554252288843, 0.7505601837206708]","[894.906179983409, 597.278217392458, 398.63538430154335, 266.05719912404385]",Perfect_5th,"[12.0, 12.527670868621039, 13.139930138205095, 11.097731581488885]",False,783.9063053999562,786.6605581000913,786.6605581000913,787.8853474999778,['space'],1,[0.3558640999253839],3.5238783198874444,4.546982920030132,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.4978124999907,None,8000.0,-14.0,3.622179800374953e-05,0,"[0.4508085142176339, 0.4508085142176339, 0.4508085142176339, 0.4508085142176339]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[14.259634010736352, 6.0, -2.0, 3.1001626587759517]",False,789.5081346000079,791.897099000169,791.897099000169,793.1222540000454,None,0,,2.812442220048979,3.844666020013392,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.403553500073,None,505.1339515370476,6.0,0.00014095291108391937,0,"[0.5818563293271092, 0.5818563293271092, 0.5818563293271092, 0.5818563293271092]","[727.6194591587858, 294.22977104136856, 7299.484615507064, 2938.7292394727315]",None,"[13.33283077798073, 12.0, 0.0, 2.0]",False,794.398200900061,797.1581741000991,797.1581741000991,798.3686778000556,None,0,,3.376188520109281,4.394667920190841,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.8323927000165,None,5656.85424949238,-8.0,5.1166201016775726e-05,1,"[0.4959479166791212, 0.4959479166791212, 0.4959479166791212, 0.4959479166791212]","[232.5632041933002, 2448.5887515377694, 162.9571591652463, 709.8108039232793]",None,"[10.753016668528463, 5.542950219227805, 15.075435120841334, 13.33283077798073]",False,800.7141365001444,803.213961099973,803.213961099973,804.4420972000808,['space'],1,[0.3139115998055786],3.025547279510647,4.059955479577184,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.9614164000377,None,,,,,"[0.742333609565111, 0.5328479809097897, 0.48402750227339475, 0.41124326905415853]","[5831.024565342151, 3810.2912462896197, 134.72452722391844, 2830.0612523591444]",None,"[4.125945130134925, -2.229291087697346, 15.679776902457883, 2.4303337370849842]",True,813.9630229000468,816.7521423001308,816.7521423001308,817.9884454000276,['space'],0,[0.4155258999671787],3.2170084198005497,4.238862819969654,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.2356867000926,None,378.9291416275994,1.0,9.203306692743987e-05,1,"[0.4043070230126611, 0.7135300413264112, 0.4119776064198621, 0.6507593789424209]","[2446.2862563894873, 3798.117727941493, 286.63505513686204, 1021.9751500540356]",None,"[5.542950219227805, -2.229291087697346, 11.699596671114493, 10.379185723991384]",False,819.2562929999549,821.8228368000127,821.8228368000127,823.0337177000474,['space'],1,[0.29864519997499883],3.1899423198774457,4.204782519955188,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.5140446999576,None,1628.0974965939772,8.259634010736352,0.00015015979313373433,1,"[0.7404134884678931, 0.4707443624244542, 0.7795789465371405, 0.5064861113533582]","[2244.930151943428, 1585.675863258152, 1034.509827324147, 898.7286983059711]",None,"[8.0, 14.259634010736352, 10.0, 12.0]",False,824.5110619000625,827.518835700117,827.518835700117,828.7383481999859,['space'],1,[0.3386754000093788],3.526813720120117,4.530061920173466,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0860127999913,None,5095.135363816796,-4.0,9.416269433825667e-05,1,"[0.5328270210481145, 0.5328270210481145, 0.5328270210481145, 0.5328270210481145]","[140.9418656456497, 804.2835015654948, 1090.135164411241, 251.32636680745594]",None,"[15.904518781883633, 13.0, 10.0, 10.737984022260164]",False,830.1041401999537,832.7341051001567,832.7341051001567,833.9607725001406,['space'],1,[0.2837755000218749],3.17433832003735,4.182788919890299,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.3316944001708,None,5656.85424949238,-6.0,6.441443068498752e-05,1,"[0.6782887790856539, 0.7740539774767499, 0.599110010916297, 0.528180416051841]","[2244.9240966187467, 2828.427124746191, 3563.594872561358, 4489.8481932374925]",Major_3rd,"[8.0, 2.4303337370849842, -2.0, -1.0]",False,835.3355976000894,838.4194704000838,838.4194704000838,839.623862199951,['space'],1,[0.34979230002500117],3.6075346197467297,4.6202829198446125,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.008302600123,None,176.7766952966369,-3.0,0.0002477958750990904,0,"[0.7701853879903345, 0.7701853879903345, 0.7701853879903345, 0.7701853879903345]","[205.83224899795, 3265.8563277484573, 240.0091422575184, 195.5074868002313]",None,"[11.997537070210154, -0.4465051926092025, 10.753016668528463, 13.0]",False,841.0419350999873,844.3798571000807,844.3798571000807,845.5999647001736,None,0,,4.104763319948688,5.132763519883156,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.2307325999718,None,319.0932813437565,6.9516136381955,0.0002171929508334563,1,"[0.7478582683159665, 0.5717728885687705, 0.6350501095859682, 0.5153863574418757]","[126.63225262026594, 159.54664067187827, 201.01617102251294, 253.26450524053186]",Major_3rd,"[15.075302660145345, 15.075435120841334, 12.0, 10.737984022260164]",False,847.2218552001286,850.2181899000425,850.2181899000425,851.4369412001688,['space'],1,[0.282173799816519],3.515477220294997,4.514238320291042,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.7871181000955,None,,,,,"[0.7696110802799394, 0.5694402341653251, 0.44317263897679987, 0.422014598278251]","[178.01107544992516, 6277.35959198777, 4448.977082307008, 275.4449308563164]",None,"[14.0, 4.0, -1.0, 11.097731581488885]",True,852.7895637999754,855.6123327000532,855.6123327000532,856.818624699954,None,1,,3.245236119721085,4.270927819656208,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0898162999656,None,125.0,2.0,0.000909850429304992,0,"[0.7967096204124531, 0.7094306506436016, 0.6500027372108925, 0.4679578473824877]","[944.2002724464223, 671.9010518224648, 1370.4303890288543, 882.1132490326427]",None,"[11.0, 13.0, 13.0, 12.0]",False,858.1225499999709,861.3013792000711,861.3013792000711,862.5135530000553,None,0,,3.6479587198700756,4.685984919779003,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.8617432001047,None,1688.2523625891881,8.0,0.00015256044973598005,1,"[0.700671901019251, 0.700671901019251, 0.700671901019251, 0.700671901019251]","[1834.0528574660782, 730.2847949797398, 7002.26900823011, 704.485145147791]",None,"[13.0, 13.33283077798073, 1.429584990538534, 13.33283077798073]",False,863.8801208999939,867.0178465000354,867.0178465000354,868.2394250000361,['space'],1,[0.3449519998393953],3.8333060201257467,4.860553320264444,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.7851829000283,None,267.9433656340732,-1.0,0.0001323270188483443,0,"[0.7593624606727615, 0.7593624606727615, 0.7593624606727615, 0.7593624606727615]","[164.68020363093393, 6415.681628787204, 5237.158047171993, 3628.599532170829]",None,"[15.075435120841334, 3.3231560339757156, 3.0, -2.0]",False,871.3489451000933,874.6749103001785,874.6749103001785,875.8947670001071,None,0,,4.06962819956243,5.100817499449477,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.4939488000236,None,204.63782556574978,5.997537070210153,0.0005113521304412259,1,"[0.41623479625079307, 0.466300431233059, 0.7385429768004196, 0.4833901401392026]","[178.61073847102153, 282.013063168829, 473.793372986389, 2638.357810735208]",None,"[14.0, 11.699596671114493, 12.322306832128891, 3.9565504054518565]",False,877.4834601001348,880.14247229998,880.14247229998,881.3607360001188,['space'],1,[0.28247889992780983],3.141405020141974,4.15072012017481,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.677249400178,None,,,,,"[0.6991726757498558, 0.6991726757498558, 0.6991726757498558, 0.6991726757498558]","[615.3463987472959, 5086.810503854893, 257.93595828465004, 243.6944604975591]",None,"[12.527670868621039, 2.0, 11.0, 10.737984022260164]",True,882.6691515001003,885.7713252000976,885.7713252000976,886.9947457001545,None,1,,3.832259719958529,4.8343743197619915,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.542504500132,None,1164.4745248581562,4.148762471575162,8.211610515047544e-05,0,"[0.4114502547402434, 0.4114502547402434, 0.4114502547402434, 0.4114502547402434]","[231.06101071875077, 346.20034755018304, 518.714430751606, 777.1935024731906]",Perfect_5th,"[10.753016668528463, 13.299892230202929, 12.0, 13.342534610553045]",False,888.5508385000285,890.797519300133,890.797519300133,892.0221347000916,None,0,,2.67274632002227,3.6854511201381683,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.2799168999773,None,151.31544669603517,9.697045039826907,0.001491632947616477,1,"[0.49423022097917285, 0.49423022097917285, 0.49423022097917285, 0.49423022097917285]","[399.60144089817993, 374.83089176127316, 1895.1428666761678, 4637.722830821402]",None,"[13.139930138205095, 13.35483667658238, 12.0, 0.0]",False,893.2708751000464,895.7929332000203,895.7929332000203,897.0188033001032,['space'],1,[0.26909179985523224],3.014109019888565,4.019021519925445,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.3353055999614,None,8000.0,-15.0,3.228271145173278e-05,0,"[0.5592480089182374, 0.6130704672191246, 0.6967325656948443, 0.5903877728297824]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[0.0, -2.2258162714211718, 2.0, 3.3231560339757156]",False,898.4271293999627,901.3339804999996,901.3339804999996,902.5486201001331,None,0,,3.462179779773578,4.48888537986204,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9674081001431,None,419.93018182557347,7.0,0.00016910405231266836,1,"[0.6973100214574135, 0.5453781377017537, 0.6145683944073272, 0.42155894953807266]","[666.5976123831126, 593.8709583875258, 529.0788755682215, 471.35569203886064]",Tone,"[13.0, 12.122965761949544, 11.929749452068993, 12.322306832128891]",False,903.9831081000157,906.8607127000578,906.8607127000578,908.0733091000002,['space'],1,[0.23137689987197518],3.314932119799778,4.328499719966203,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.3562086999882,None,757.8582832551998,0.0,4.0284217316254384e-05,1,"[0.7071753188216088, 0.4508621878686381, 0.7289683068703183, 0.6919178122495442]","[1909.6832078208354, 1515.7165665103998, 1203.025036082118, 954.8416039104176]",Major_3rd,"[12.0, 14.061754902344383, 10.914583335165958, 11.0]",False,911.3060227001552,914.2122610001825,914.2122610001825,915.4422234999947,['space'],1,[0.3465448999777436],3.6138886197004467,4.635086419759318,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.9944291999564,None,,,,,"[0.5248678192219127, 0.5248678192219127, 0.5248678192219127, 0.5248678192219127]","[4405.54429584647, 3544.202380263724, 850.3466598748832, 193.72575745677224]",None,"[-1.0, -1.5732043655427939, 12.155450019189026, 13.0]",True,917.0041577999946,919.6000779001042,919.6000779001042,920.8006029000971,None,1,,3.134486519731581,4.1543999197892845,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,5,0,5,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.1917404001579,None,2000.0,-2.0,5.942511137185092e-05,0,"[0.43195437588039776, 0.7824008373151501, 0.7210655728003819, 0.416832286233679]","[353.80286680664403, 660.1695690947531, 152.42634779814694, 4334.768697597535]",None,"[13.299892230202929, 13.0, 15.697045039826907, -1.4946441071950893]",False,922.2206806000322,925.1798970999662,925.1798970999662,926.3979850001633,None,0,,3.3772057997994125,4.398825299926102,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,6,0,6,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.5131880999543,None,4591.169281127025,-6.147129586596849,6.140697530098261e-05,1,"[0.43030826895116214, 0.4796350095513872, 0.6586292774140152, 0.7533676298130522]","[7288.026946625123, 6492.893864520573, 5784.510820922652, 5153.413275428912]",Tone,"[0.0, 3.3231560339757156, 4.125945130134925, 3.0]",False,953.4985911999829,956.0965424999595,956.0965424999595,957.3144745000172,['space'],1,[0.40761599969118834],3.3532871201168746,4.378679020097479,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,6,0,6,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.920466999989,None,446.99050390369996,6.746699646986363,0.00016123730465282058,1,"[0.4909650561790558, 0.5074170709629044, 0.5631400632722847, 0.5936095838951283]","[199.22447305661902, 850.1144029802159, 2027.3989249823446, 4150.464014808485]",None,"[12.0, 12.155450019189026, 10.877239177966782, -2.0]",False,958.9333449001424,961.5186163999606,961.5186163999606,962.7365874000825,['space'],1,[0.21677469974383712],3.179852019995451,4.1911905198358,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,6,0,6,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.1689730000217,None,307.7861033362292,-7.0,4.7466208175095315e-05,0,"[0.6900380127720078, 0.5623944747071861, 0.40549079135961674, 0.5193846806748852]","[602.1350504630548, 180.62075814827463, 5124.034658909917, 3503.371848747872]",None,"[12.527670868621039, 14.0, 2.0, -1.5732043655427939]",False,967.0599907001015,969.746557299979,969.746557299979,970.9611368000042,None,0,,3.2031306391581893,4.2215470392256975,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,6,0,6,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.3294591000304,None,,,,,"[0.6817248073238094, 0.6817248073238094, 0.6817248073238094, 0.6817248073238094]","[157.28162678981715, 198.16243235420004, 249.66901982142548, 314.56325357963425]",Major_3rd,"[15.697045039826907, 12.0, 10.737984022260164, 12.37755819938783]",True,972.3510476001538,975.4308303999715,975.4308303999715,976.6446889999788,None,1,,3.7527268200647086,4.773874620208517,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,6,0,6,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.160339300055,None,125.0,2.0,0.000909850429304992,0,"[0.46966853778383344, 0.46966853778383344, 0.46966853778383344, 0.46966853778383344]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[12.0, 14.136184155122894, 15.697045039826907, 15.904518781883633]",False,978.1709835000802,980.5952169999946,980.5952169999946,981.8056511001196,None,0,,2.88653682009317,3.9184656201396137,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
