tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.4480395000428,None,,,,4480.7304533057,-1.0,0.00010429175224681616,1,"[0.619202382576614, 0.519075709469185, 0.7733828699091286, 0.7390795072724279]","[6211.661651997852, 1745.0440434178506, 4334.190407700658, 3586.5616216343137]",None,"[4.0, 8.426474349612413, 0.8358100735481013, 0.17184970796578725]",False,846.4555585000198,849.404137799982,849.404137799982,850.6371428999119,['space'],1,[0.4976256999652833],3.682688220171258,4.711988920113072,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.1895983999129,None,1650537029.1226587,1650537030.832063,1.7094042301177979,4924.577653379667,-1.0,0.0001315099195278041,1,"[0.6585635549930029, 0.6585635549930029, 0.6585635549930029, 0.6585635549930029]","[3102.28952366747, 3482.2022531844973, 3908.639873736985, 4387.299918778505]",Tone,"[0.1755438318443634, 0.17184970796578725, 0.4940193753806348, 1.0]",False,854.9035455998965,857.9099168998655,857.9099168998655,859.114934500074,['space'],1,[0.21769870026037097],3.6627570807468146,4.694063380593434,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.6608863999136,None,1650537037.5960767,1650537039.574067,1.9779903888702393,125.0,2.0,0.000909850429304992,1,"[0.7561361106808833, 0.6910602106294039, 0.5879048296653391, 0.5415316666060859]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[6.059135077977032, 4.191212245504896, 2.895042193204213, 3.6893224035748413]",False,863.6984681000467,866.7817798999604,866.7817798999604,868.0176325000357,['space'],1,[0.2289241999387741],3.6309659604448825,4.664890360319987,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.3723321999423,None,,,,,,,,"[0.5206004466406444, 0.7443534188702252, 0.7800684445292748, 0.7664443423577201]","[820.1491963884946, 547.3839168524445, 365.3349338731696, 243.8318149272404]",Perfect_5th,"[3.464680763121044, 1.4829887434687423, 5.893201081980479, 4.0]",True,870.3698008998763,873.4557073998731,873.4557073998731,874.6595598999411,None,1,,3.8543861203361303,4.864105420419946,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.2809810000472,None,1650537053.2203443,1650537056.7646046,3.544260263442993,435.2752816480623,-8.0,2.975927567541308e-05,0,"[0.4983953136373571, 0.4983953136373571, 0.4983953136373571, 0.4983953136373571]","[276.7994021014853, 654.7373271685834, 2654.36790785434, 1105.2508221779658]",None,"[5.0, 1.858479147960578, 0.9712394348077362, 7.0]",False,880.8363920000847,883.3677920999471,883.3677920999471,884.5764146000147,None,0,,3.029935840750113,4.045596740907058,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.9039856998716,None,,,,3808.3009597445166,-1.8449518189695147,6.515582402002003e-05,1,"[0.6660489633945263, 0.718677538906557, 0.7852939241330957, 0.7148238493381298]","[6045.30094970995, 5385.75086686917, 4798.1585435169645, 4274.673295853381]",Tone,"[3.8729078284856655, 2.566116844466812, 1.9130873754749476, 0.8358100735481013]",False,886.9111546999775,890.1074480998795,890.1074480998795,891.3167705999222,['space'],1,[0.2884498001076281],3.9307960199657828,4.9520158199593425,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.8996578999795,None,,,,1704.1991740532098,6.078317888087365,0.00012373038013812162,1,"[0.7618547062066312, 0.7618547062066312, 0.7618547062066312, 0.7618547062066312]","[152.96806412347772, 297.65702069450396, 1086.3897687036929, 3211.357662617764]",None,"[3.6893224035748413, 6.0, 6.437138982256159, 0.12314290329400102]",False,893.9004732999019,897.2374203999061,897.2374203999061,898.461361200083,['space'],1,[0.2917164000682533],4.091544520109892,5.103035820182413,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0351199000143,None,,,,,,,,"[0.6666189016425818, 0.6666189016425818, 0.6666189016425818, 0.6666189016425818]","[417.94485774872334, 4650.6141196554745, 5318.992484971125, 4204.354729209092]",None,"[4.0, 1.3072675182586222, 2.566116844466812, 0.8358100735481013]",True,901.0423216000199,904.0845562000759,904.0845562000759,905.2895144999493,None,1,,3.697448620107025,4.701452620094642,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.777540900046,None,1650537083.712057,1650537086.4980502,2.7859930992126465,707.1067811865476,-3.0,3.143487978586954e-05,0,"[0.7064820948585488, 0.5894372798527727, 0.605318029782856, 0.6862802937063065]","[2366.3129237428852, 7332.661991211152, 2442.6279769251655, 5082.868344423162]",None,"[3.0, 4.967547816596368, 2.0, 2.0]",False,910.5717785998713,913.4925001999363,913.4925001999363,914.7125220000744,None,0,,3.612761100754142,4.6284209007862955,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2456239000894,None,,,,380.81845468565405,2.9820769161921445,0.00011493253668550351,0,"[0.41415347196098273, 0.7480632406815944, 0.6886254836266328, 0.7153211993114876]","[484.0550222788283, 216.06312964837434, 5363.425011475543, 1818.195231362643]",None,"[2.0, 3.0952451234517246, 2.566116844466812, 8.0]",False,917.2467398999725,920.1282891998999,920.1282891998999,921.3326123000588,None,0,,3.6047006202861667,4.621537020197138,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.9203299998771,None,1650537099.8365903,1650537101.8924184,2.055828094482422,8000.0,5.0,0.00032282711451732784,0,"[0.43950887935509947, 0.5955685325785245, 0.7034389048500062, 0.436029229914234]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[2.0, 3.247730475677683, 4.3900618468875034, 4.774566040266244]",False,925.9678865999449,928.742241299944,928.742241299944,929.9755325999577,None,0,,3.1895176605321467,4.22593736066483,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.248075600015,None,,,,,,,,"[0.5563138709119028, 0.4653239280788693, 0.4252795894196588, 0.6598825553226637]","[2905.705227971985, 1939.3255713836156, 1294.344531446962, 863.8713328012221]",Perfect_5th,"[0.4143334754883661, 6.0, 9.0, 4.0]",True,932.2473555998877,934.7135419000406,934.7135419000406,935.948875800008,None,1,,3.1376640202943236,4.170081620104611,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4366552999709,None,,,,1105.0392795409261,4.159189187211544,7.820180873270126e-05,1,"[0.7925396891656832, 0.5242543560093011, 0.7592078839049828, 0.6372588000734664]","[438.535128702362, 552.5196397704632, 696.131124627139, 877.0702574047237]",Major_3rd,"[3.5168375051606526, 1.4829887434687423, 2.335362874573512, 4.110395708048437]",False,938.4639270000625,941.5897850000765,941.5897850000765,942.82301250007,['space'],1,[0.10663800011388958],3.7598295202478766,4.7685088203288615,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.2494808000047,None,1650537121.1705804,1650537124.0671682,2.89658784866333,435.2752816480623,-2.0,5.937756127592179e-05,0,"[0.4056560781758511, 0.4284887463920449, 0.7318019273280687, 0.7947531741646308]","[1428.8987385751395, 1247.57461903952, 3297.5726057697343, 1009.4956233749551]",None,"[9.58105541366995, 8.303968446146236, 0.12314290329400102, 5.565978271147425]",False,948.1448679999448,950.736646699952,950.736646699952,951.9387924999464,None,0,,3.409178060712293,4.435631160857156,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.5914032999426,None,1650537130.5160372,1650537134.5171845,4.001147270202637,1515.7165665103996,-1.0,4.4233032710320856e-05,0,"[0.5989949328971083, 0.5989949328971083, 0.5989949328971083, 0.5989949328971083]","[221.75133393090042, 734.6367244594645, 5246.052619841782, 729.7225366031147]",None,"[3.0952451234517246, 2.8910624098854916, 2.566116844466812, 2.335362874573512]",False,958.5922254000325,961.407726299949,961.407726299949,962.643335999921,None,0,,3.418377880938351,4.443154681008309,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.7480681999587,None,,,,,,,,"[0.513825609155542, 0.6102182445428107, 0.6367483978617098, 0.4019238603174615]","[499.1119211555179, 799.5513030100226, 7082.454611714804, 516.2530983500379]",None,"[1.9387558237431435, 3.464680763121044, 4.774566040266244, 1.9387558237431435]",True,967.73252459988,970.516747900052,970.516747900052,971.7525722999126,['space'],0,[0.4668598002754152],3.1883457202930003,4.221724120434374,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.000064099906,None,,,,692.9538413951958,0.0,4.564405738858436e-05,0,"[0.5726537566298122, 0.7905739854628686, 0.44378849396129927, 0.4536064675069348]","[259.3749956244672, 4136.354576620421, 460.103866575015, 576.4884724192056]",None,"[4.941271169810042, 0.4940193753806348, 2.6311300037882948, 1.3517870611377325]",False,973.9980991999619,976.8242397999857,976.8242397999857,978.0594979999587,None,0,,3.295146419899538,4.325897020054981,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.3416263998952,None,,,,359.5462060422697,3.560959577908617,0.0001311744913040635,1,"[0.6398961399027854, 0.6398961399027854, 0.6398961399027854, 0.6398961399027854]","[145.94017283177155, 652.7958634726197, 5195.89638042855, 219.74842803941453]",None,"[4.0, 1.858479147960578, 2.566116844466812, 3.0952451234517246]",False,980.3451405998785,983.2976770000532,983.2976770000532,984.5319513999857,['space'],1,[0.2683350001461804],3.589416720205918,4.619819620158523,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.9881680000108,None,1650537162.9136922,1650537164.850653,1.9369606971740723,435.2752816480623,-5.0,4.203609419229965e-05,0,"[0.7502389466287874, 0.7433235745873289, 0.6542898294490651, 0.5039752605580842]","[2193.649959389253, 1464.0856959456262, 977.1599684342465, 652.1760348827825]",Perfect_5th,"[4.0, 9.58105541366995, 5.565978271147425, 1.858479147960578]",False,988.927661200054,992.106757799862,992.106757799862,993.3414223999716,None,0,,3.670277600409463,4.694190200418234,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.6553118000738,None,,,,,,,,"[0.7274751059727347, 0.5340724181954488, 0.41312472435357095, 0.6882849762999597]","[144.28476818982986, 181.7874166215688, 229.0377928075237, 288.56953637965967]",Major_3rd,"[4.0, 3.0, 3.5253033140191206, 5.596181116739962]",True,995.6613799000625,998.3778917000163,998.3778917000163,999.6136690999847,None,1,,3.3880376201123,4.4020306202583015,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.093325200025,None,,,,463.49299222681,0.4106012495610929,7.685883546946537e-05,0,"[0.6448542700159422, 0.6448542700159422, 0.6448542700159422, 0.6448542700159422]","[2335.858309541275, 1558.9983826349692, 1040.5065868638908, 694.4548303361781]",Perfect_5th,"[3.0, 9.6570143092373, 6.0, 2.335362874573512]",False,1002.0861333999783,1005.0522197000682,1005.0522197000682,1006.2891104000155,None,0,,3.6058052200824022,4.634703719988465,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.7577692999039,None,1650537184.7021604,1650537190.0108635,5.308703184127808,8000.0,-4.0,0.00011454338263838867,0,"[0.40004983083932666, 0.40004983083932666, 0.40004983083932666, 0.40004983083932666]","[195.15709766063813, 3581.3073647533934, 4457.308683139519, 211.6913490258649]",None,"[2.9238165415902073, 0.17184970796578725, 1.0, 3.0]",False,1014.0890643999446,1016.331319599878,1016.331319599878,1017.5663683998864,None,0,,2.6359654816333205,3.667858781525865,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.8019014000893,None,1650537195.7217493,1650537197.8889976,2.167248249053955,8000.0,4.0,0.0002877199686685786,0,"[0.4185397911255744, 0.4185397911255744, 0.4185397911255744, 0.4185397911255744]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[9.26681740728439, 2.0, 0.17184970796578725, 2.566116844466812]",False,1022.0145387998782,1024.2927713000681,1024.2927713000681,1025.5085209999233,None,0,,2.693494500592351,3.7248829007148743,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7681710000616,None,1650537203.6886117,1650537206.708408,3.019796371459961,8000.0,3.0,0.0002564306919956826,0,"[0.6115931596288482, 0.7991747366888088, 0.4432399233221635, 0.785214260147071]","[3277.3105233514793, 3069.5497452716527, 152.25634729517915, 328.4492803025324]",None,"[0.12314290329400102, 0.1755438318443634, 3.6893224035748413, 6.159795749040223]",False,1030.7876867998857,1033.6813789999578,1033.6813789999578,1034.918774599908,None,0,,3.667057721177116,4.6852601210121065,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.4997094999999,None,,,,770.7651288585521,0.557816882220582,4.233040482243969e-05,0,"[0.49346946767350364, 0.4525021173424888, 0.6758907040279633, 0.45121993097973506]","[2353.8784407524618, 160.136437858426, 143.5245623398932, 4461.074417751079]",None,"[3.0, 3.3723023506590977, 4.014491229490316, 1.0]",False,1037.5050285998732,1040.1573932000902,1040.1573932000902,1041.3921018999536,None,0,,3.123551420168951,4.144334220094606,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.683970599901,None,,,,,,,,"[0.7360852131966183, 0.7360852131966183, 0.7360852131966183, 0.7360852131966183]","[312.02402437220053, 467.5078038724102, 700.4702510371078, 1049.5195342704842]",Perfect_5th,"[6.059135077977032, 2.6311300037882948, 2.335362874573512, 6.0]",True,1043.6784731000662,1046.9308086999226,1046.9308086999226,1048.164951799903,None,1,,3.9629496200941503,4.987585320137441,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.7040198000614,None,,,,1970.0519456397856,4.0,0.00011642551719655118,1,"[0.552927289642412, 0.5960525629510716, 0.6784994401108823, 0.6466824638931841]","[4964.219831395833, 3940.1038912795716, 3127.262530940594, 2482.109915697916]",Major_3rd,"[2.0, 0.4940193753806348, 0.1755438318443634, 1.836466042985346]",False,1050.7161338999867,1053.5697818000335,1053.5697818000335,1054.7748193000443,['space'],1,[0.3464964001905173],3.4914424202870578,4.514802920399234,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.2578819000628,None,,,,5334.820681574156,0.3891371818365409,0.00014683215842878415,0,"[0.47809531839003205, 0.47809531839003205, 0.47809531839003205, 0.47809531839003205]","[135.1337102969107, 166.39594033047157, 5541.421513060251, 6043.479127540109]",None,"[4.216895407745912, 3.3723023506590977, 3.0, 3.8729078284856655]",False,1057.259962900076,1059.714165299898,1059.714165299898,1060.944445699919,None,0,,2.9331794201862067,3.942688620183617,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,6,0,6,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.2280898999888,None,1650537239.1587405,1650537242.023924,2.8651835918426514,535.8867312681471,4.0,0.00010435943901325153,0,"[0.4169818525095882, 0.7024497225479507, 0.43269101177273916, 0.43029259265554964]","[905.3811685789747, 2755.338678932044, 1807.6072751220045, 3106.7005971709305]",None,"[4.794025478362087, 0.4143334754883661, 8.0, 0.1755438318443634]",False,1066.1033178998623,1068.6828914999496,1068.6828914999496,1069.888646000065,None,0,,3.000207180622965,4.034112280700356,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
