tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,answer_too_late.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.32117800001288,None,356.05313160896145,10.808184194933794,0.00030528895602328264,0,"[0.714280652316643, 0.49995022504004805, 0.6462293871971319, 0.7677319549734407]","[224.29941769756007, 251.7675838234029, 282.5995578363186, 317.2072785402773]",Tone,"[8.0, 11.0, 14.0, 16.0]",False,222.32131719999597,225.21998029999668,225.21998029999668,226.43216960001155,None,0,,3.654538066679379,4.695727966667619,None,1,['space'],0,[0.48333220000495203],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,0,0,0,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.05391320001218,None,5278.031643091578,-6.0,7.141580827330639e-05,0,"[0.5852662252113697, 0.5110169290469385, 0.594333235824, 0.7763726437281814]","[1047.294122820627, 1569.168195793502, 2351.095812567218, 3522.6634943845947]",Perfect_5th,"[13.0, 10.571815435531626, 11.0, 1.8305100305108448]",False,229.08137259999057,231.8062413999869,231.8062413999869,233.02133089999552,None,0,,3.5060417333152145,4.534011733310763,None,1,['space'],0,[0.3763936999894213],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.11467229999835,None,,,,,"[0.716697028559187, 0.7356861592924067, 0.43283181391090003, 0.7129729756939193]","[1705.1139414625566, 3362.392831492333, 2895.827458209413, 3639.804511120761]",None,"[11.466217611438429, 3.0, 7.0, 1.0]",True,240.09254449998843,242.99608929999522,242.99608929999522,244.21192669999436,None,1,,3.6316304666397627,4.665483766642865,None,1,['space'],0,[0.3865698000008706],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7922394000052,None,176.7766952966369,1.0,0.00039272999556449274,1,"[0.4529180171149094, 0.4529180171149094, 0.4529180171149094, 0.4529180171149094]","[3192.879500440864, 440.64163867665854, 2682.6397259757814, 364.0178902187359]",None,"[4.0, 14.799841735560463, 8.0, 16.808184194933794]",False,245.81317360000685,248.20338600000832,248.20338600000832,249.4231437999988,['space'],1,[0.2279073999961838],2.8152551666717045,3.854459966678405,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.72061960000428,None,256.00650258706906,5.0,0.00028651527047365377,0,"[0.42693182439049526, 0.6263508831862256, 0.6597093530026257, 0.6056928563533703]","[406.3849915174131, 362.04786801433596, 322.54798151941463, 287.3575832744003]",Tone,"[15.849944632408539, 16.808184194933794, 16.0, 14.127790192476375]",False,250.70750879999832,253.4508019000059,253.4508019000059,254.68160949999583,None,0,,3.3344566666637547,4.347094566677697,None,1,['space'],0,[0.4440933000005316],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.09835720001138,None,356.7427477540262,10.808184194933794,0.00030466760595645255,0,"[0.7395937159830572, 0.7395937159830572, 0.7395937159830572, 0.7395937159830572]","[4500.990586897822, 686.3116866009221, 1080.419376192409, 300.38390302863627]",None,"[-3.0, 13.0, 12.714371882770156, 15.0]",False,256.1115476000123,259.342564999999,259.342564999999,260.5647708000033,None,0,,3.9939221666718367,5.026234166667564,None,1,['space'],0,[0.3602408999868203],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.1788368000125,None,463.02653600128264,7.667846502120748,0.00017729530552944723,1,"[0.42058301352717364, 0.42058301352717364, 0.42058301352717364, 0.42058301352717364]","[1166.7537587358447, 926.0530720025654, 735.0088103376276, 583.3768793679224]",Major_3rd,"[11.770115939218243, 14.351265054659425, 14.0, 12.0]",False,262.1839764000033,264.4618482000078,264.4618482000078,265.6891852999979,['space'],1,[0.09584639998502098],2.7197300666593947,3.7356447666534223,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.9617253000033,None,,,,,"[0.702681525091059, 0.702681525091059, 0.702681525091059, 0.702681525091059]","[1395.2064053189513, 4514.537366883149, 153.18851840228547, 1754.805796229484]",None,"[10.376196147230004, -3.0, 6.883672585631613, 11.466217611438429]",True,266.9665919000108,270.11066949999076,270.11066949999076,271.3311607000069,None,1,,3.8438553666637745,4.854326766653685,None,1,['space'],0,[0.3763213999918662],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.8581724000105,None,233.2582478842019,1.0,0.0002247212150770772,0,"[0.595160736435796, 0.595160736435796, 0.595160736435796, 0.595160736435796]","[1175.5479062836089, 784.5840978967509, 523.6470614103134, 349.4924835447549]",Perfect_5th,"[11.770115939218243, 14.221370611295878, 12.073353274557459, 16.808184194933794]",False,272.8760093000019,275.6831200000015,275.6831200000015,276.90696190000745,None,0,,3.4128183666907717,4.448533066693926,None,1,['space'],0,[0.4672876999829896],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.3744948999956,None,5278.031643091578,-5.0,8.012985481154062e-05,0,"[0.6690972940885249, 0.6158927510313208, 0.5311141636192974, 0.7834480827914172]","[1319.7191282424508, 5421.385783182869, 7756.38932118237, 649.6069658122948]",None,"[10.503785622989126, -3.0, 7.0, 12.77469882689207]",False,278.39954129999387,281.2307620999927,281.2307620999927,282.458991099993,None,0,,3.6317734666517936,4.67421216663206,None,1,['space'],0,[0.345071799994912],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.12092029998894,None,2462.2888266898335,3.0,0.00012014968851597731,1,"[0.42116812540671167, 0.4071644089774898, 0.4440723508118934, 0.47620255796537514]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[-1.0000000000000009, 1.8305100305108448, 5.0, 8.0]",False,284.1272226999863,286.4387260999938,286.4387260999938,287.68579329998465,['space'],1,[0.020704499998828396],2.77521256665932,3.816606866661459,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.9964318999846,None,520.5626320078263,6.0733532745574585,0.00013730522927498414,0,"[0.6358253989043297, 0.7268897386104313, 0.5005303210335297, 0.47107689226281213]","[580.0755269068504, 1066.048242814347, 509.39520360372484, 5546.320602649128]",None,"[11.898771489811134, 12.714371882770156, 12.693760051509344, -2.293277012180223]",False,289.0037375999964,291.88967020000564,291.88967020000564,293.10579619999044,None,0,,3.3702104667027015,4.388360666693188,None,1,['space'],0,[0.37344060000032187],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.4384487000061,None,,,,,"[0.6693449962938434, 0.6693449962938434, 0.6693449962938434, 0.6693449962938434]","[223.28721709268578, 3748.3797500041996, 337.97684829272066, 3398.0808537753705]",None,"[8.0, 0.0, 16.44873585064281, 2.0]",True,294.4289632999862,297.47313810000196,297.47313810000196,298.6845686000015,None,1,,3.700472666649148,4.720873666665284,None,1,['space'],0,[0.5173736999859102],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.1855869999854,None,738.2060706347727,8.0,0.00010468479440052537,0,"[0.6205067836546958, 0.4720777158687004, 0.60250812060363, 0.5777550257879587]","[1860.1627351058637, 1476.4121412695456, 1171.8290930949493, 930.0813675529317]",Major_3rd,"[11.832745505899075, 10.571815435531626, 11.770115939218243, 14.351265054659425]",False,300.18944270000793,302.91601859999355,302.91601859999355,304.1339303999848,None,0,,3.292645966692362,4.317685466667172,None,1,['space'],0,[0.3707243999815546],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5511600000027,None,5278.031643091578,-8.0,5.6727592917143227e-05,0,"[0.7430106201198022, 0.7430106201198022, 0.7430106201198022, 0.7430106201198022]","[238.10181440143464, 1342.5468943418327, 258.73526268483045, 180.3937663011306]",None,"[10.0, 10.503785622989126, 12.0, 6.3554415058480895]",False,305.56091100000776,308.8265689999971,308.8265689999971,310.0605574999936,None,0,,4.005385033320636,5.01978733332362,None,1,['space'],0,[0.3970977999852039],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6150032999867,None,971.3754989794743,8.0,0.0001086111622480559,0,"[0.717686823840085, 0.717686823840085, 0.717686823840085, 0.717686823840085]","[241.26911095036422, 5899.967946782546, 5498.701687457303, 1320.3496801477213]",None,"[10.0, -1.0, -3.0, 10.503785622989126]",False,311.615272199997,314.79497940000147,314.79497940000147,316.00966459998745,None,0,,3.898935866658576,4.91473106664489,None,1,['space'],0,[0.3489611999830231],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.56874399998924,None,,,,,"[0.4512888778163897, 0.5948347302610264, 0.48173148323805937, 0.6093922676384621]","[134.92603443325666, 202.16063224625526, 302.8987059604285, 453.8352747172991]",Perfect_5th,"[7.914518015011773, 6.998853458218864, 15.0, 14.0]",True,317.58204660000047,320.12415329998475,320.12415329998475,321.3487664999848,None,1,,3.1635928666510154,4.199657766643213,None,1,['space'],0,[0.4115686999866739],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8232195999881,None,125.0,-1.0,0.000644124775846567,0,"[0.6772806531250679, 0.6772806531250679, 0.6772806531250679, 0.6772806531250679]","[4300.807694997449, 5337.247880805652, 181.7018543256312, 1688.411044926716]",None,"[-2.4800499017707835, -3.0, 6.3554415058480895, 11.466217611438429]",False,322.896661900013,325.9590295999951,325.9590295999951,327.1927324999997,None,0,,3.73564153330517,4.753548133303411,None,1,['space'],0,[0.46470149999368005],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.6929484999855,None,371.2559410436307,10.581933006357279,0.0002840937609458212,1,"[0.4244293250730662, 0.4244293250730662, 0.4244293250730662, 0.4244293250730662]","[147.33301784052583, 185.62797052181537, 233.87658750970016, 294.6660356810516]",Major_3rd,"[7.3800252127100885, 6.492421165504038, 9.187345341611032, 15.0]",False,328.7083175999869,331.00190199998906,331.00190199998906,332.22951179998927,['space'],1,[0.018780100013827905],2.7344506666704547,3.7556116666819435,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.52265389999957,None,210.01712748801904,1.0,0.00027581094738457224,0,"[0.7096712940998275, 0.7096712940998275, 0.7096712940998275, 0.7096712940998275]","[132.32561555146864, 2660.419296868557, 4279.656153914241, 2335.4197098482928]",None,"[8.0, 8.73208995742255, -2.4800499017707835, 11.0]",False,333.52616280000075,336.69438510001055,336.69438510001055,337.92828459999873,None,0,,3.876209566660691,4.899685666663572,None,1,['space'],0,[0.38485139998374507],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4689381000062,None,,,,,"[0.7703480254226894, 0.5030527801939291, 0.65693698555138, 0.6505886921841559]","[692.9307742306647, 5964.11342269786, 3337.8400816969156, 5589.915659526309]",None,"[13.529967651613134, -1.0, 3.0, -2.293277012180223]",True,339.48188410000876,342.42218409999623,342.42218409999623,343.636971800006,None,1,,3.6199891666765325,4.649106566677801,None,1,['space'],0,[0.4005573999893386],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,1,0,1,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.16870030001155,None,2297.3967099940687,1.0,9.133707849613953e-05,0,"[0.446660803428045, 0.446660803428045, 0.446660803428045, 0.446660803428045]","[1482.451592441521, 6420.958468532322, 1759.6460045267143, 7292.9935069698595]",None,"[10.571815435531626, 1.0, 11.466217611438429, 5.0]",False,345.1842006999941,347.56256510000094,347.56256510000094,348.7799379999924,None,0,,2.8121048666362185,3.848637566639809,None,1,['space'],0,[0.38076069997623563],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.41839420000906,None,4574.032557754226,-9.248489753213747,4.256188720609611e-05,0,"[0.5427557416972976, 0.5427557416972976, 0.5427557416972976, 0.5427557416972976]","[3996.7670707967713, 7233.342682512939, 1090.134568056792, 4236.084920081087]",None,"[-1.31123409020815, 5.0, 12.714371882770156, -2.4800499017707835]",False,352.38442369998666,355.04316910001216,355.04316910001216,356.2788620000065,None,0,,3.2133986666740384,4.244366766652092,None,1,['space'],0,[0.4041066000063438],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.67739999998594,None,125.0,3.0,0.001020868972334765,0,"[0.7977164767132888, 0.7977164767132888, 0.7977164767132888, 0.7977164767132888]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[6.998853458218864, 6.3554415058480895, 6.883672585631613, 7.3800252127100885]",False,357.6897220000101,361.10348729998805,361.10348729998805,362.3380996999913,None,0,,4.21206016666838,5.2516237666714005,None,1,['space'],0,[0.3433999000117183],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.99747319999733,None,,,,,"[0.642732226344614, 0.7814876608333858, 0.5748525224566707, 0.7326110666278636]","[2187.675398263353, 1394.9348652672033, 468.5196948049394, 1531.097590294826]",None,"[11.710482821000681, 10.376196147230004, 13.667846502120748, 10.571815435531626]",True,363.99442689999705,367.0097592000093,367.0097592000093,368.23417020001216,None,1,,3.768837766663637,4.796320866647875,None,1,['space'],0,[0.38903679998475127],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.82802340001217,None,4273.304880013025,-8.480049901770784,3.8704276059168784e-05,0,"[0.6242517200320609, 0.6242517200320609, 0.6242517200320609, 0.6242517200320609]","[6783.448661913516, 6043.365717469551, 5384.026770946894, 4796.622548669859]",Tone,"[3.0, -0.8015363869700387, -3.0, -3.513043538912708]",False,369.8455335999897,372.73690700001316,372.73690700001316,373.9678533000115,None,0,,3.5110938666621223,4.553570166666759,None,1,['space'],0,[0.48579579999204725],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.44205109999166,None,4594.793419988137,2.0,0.00015719631395728225,1,"[0.4101793164106291, 0.6971612586739293, 0.5523755485292701, 0.416417714919508]","[6659.077774033957, 969.5870801239878, 343.3756354923317, 288.0662684093628]",None,"[2.0, 14.0, 16.808184194933794, 14.127790192476375]",False,375.46326260000933,378.14116850000573,378.14116850000573,379.3725720999937,['space'],1,[0.0005980999849271029],3.117363633326022,4.13961513331742,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.63775639998494,None,343.76733465009215,10.808184194933794,0.0003163585645527313,0,"[0.4678549618510621, 0.5170851633510238, 0.4556776416421717, 0.6875105082347901]","[1705.7066073745916, 1129.7888256672816, 237.92339511096185, 710.0667756206026]",None,"[11.466217611438429, 12.0, 10.0, 13.529967651613134]",False,380.645858200005,383.1282361999911,383.1282361999911,384.356492299994,None,0,,3.1573686666379217,4.175547766615637,None,1,['space'],0,[0.4143716999969911],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.8698200999934,None,574.3491774985172,3.0,8.45350024333888e-05,1,"[0.563453959655042, 0.563453959655042, 0.563453959655042, 0.563453959655042]","[4482.703977057047, 127.14644157935906, 125.19028847768438, 156.8538430409442]",None,"[-3.0, 8.438400606540458, 8.438400606540458, 6.883672585631613]",False,385.8927818000084,388.6211677000101,388.6211677000101,389.84830270000384,['space'],1,[0.16337229998316616],3.2793847333232407,4.304416933329776,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,2,0,2,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.2315673000121,None,,,,,"[0.5349173840860129, 0.5349173840860129, 0.5349173840860129, 0.5349173840860129]","[770.6857178646547, 824.4847089679353, 142.88129470008872, 1673.7682097856955]",None,"[14.221370611295878, 14.653733467188017, 7.3800252127100885, 11.0]",True,391.2440676999977,393.8758025999996,393.8758025999996,395.10977410001215,None,1,,3.1690458666416816,4.183872666646494,None,1,['space'],0,[0.4032017999852542],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
