tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.3064994999995,None,353.5533905932738,20.0,0.000886123302070378,1,"[0.7291988070557008, 0.5698495294373873, 0.591521626854144, 0.7572125567545261]","[140.6540404952981, 4008.751340939053, 6060.254140033199, 3437.7119344911334]",None,"[19.577230263869932, 16.867300937553054, 16.53660351984219, 16.0]",False,284.3228121000002,287.23660670000027,287.23660670000027,288.45692150000013,['space'],1,3.6643966333331264,4.691799233333768,None,1,None,1,,[0.5636859999995067],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0535345999997,None,176.7766952966369,18.0,0.0027803154476108384,1,"[0.5904456328575607, 0.7782166001088813, 0.7177568181788151, 0.496499572115334]","[445.44935907016975, 353.55339059327383, 280.6155120773433, 222.72467953508485]",Major_3rd,"[29.0, 31.367258929177495, 29.0, 23.0]",False,290.07815870000013,293.1803073000001,293.1803073000001,294.3930522999999,['space'],1,3.6129034333325762,4.636722433332579,None,1,None,1,,[0.3510714000003645],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1429591999995,None,593.5413130118794,18.0,0.00045159322228785346,1,"[0.4304925508899662, 0.4697193346609832, 0.5687392783874894, 0.6337442233338829]","[373.90759712295426, 419.6970873450671, 471.09405233082185, 528.7851949256172]",Tone,"[31.1577337793156, 30.0, 28.42596580616531, 26.0]",False,304.1123404,306.61508439999943,306.61508439999943,307.84413829999994,['space'],1,3.123521766666272,4.140001466666035,None,1,None,1,,[0.4542641999996704],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.30273380000017,None,353.5533905932738,20.0,0.000886123302070378,1,"[0.5396013773583891, 0.5396013773583891, 0.5396013773583891, 0.5396013773583891]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[23.0, 25.93472087272818, 29.0, 30.319445914765076]",False,309.3319531999996,311.9892294000001,311.9892294000001,313.2059760000002,['space'],1,3.1859642666659056,4.218705466666506,None,1,None,1,,[0.40493489999971644],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.59991809999974,None,,,,,"[0.47749757890555744, 0.6558457047158242, 0.4849997252829391, 0.6537176734925791]","[1419.8375844383186, 3101.687658806052, 3537.963012358038, 1283.0789092720913]",None,"[17.39714282839313, 15.338393759349065, 16.02710471033498, 16.910019972301612]",True,314.61020629999985,317.25517279999985,317.25517279999985,318.5070945999996,None,1,3.3064730666665128,4.323761266666224,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.9788725999997,None,5553.884406153284,10.274006716020569,0.00043184567019611457,1,"[0.6169034627949258, 0.6169034627949258, 0.6169034627949258, 0.6169034627949258]","[1102.0302436046877, 1651.1797129250367, 2473.97424907079, 3706.7731253934385]",Perfect_5th,"[16.52712978726722, 18.3463712165465, 16.330229238830245, 16.506253786942413]",False,319.99063639999986,322.86237749999964,322.86237749999964,324.09596429999965,['space'],1,3.48841956666638,4.505845866666277,None,1,None,1,,[0.4032448999996632],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.536572,None,1071.7734625362941,19.0,0.00041937386126280897,1,"[0.6455824646169486, 0.6455824646169486, 0.6455824646169486, 0.6455824646169486]","[1701.334321901713, 1515.7165665103996, 1350.3499461681913, 1203.0250360821178]",Tone,"[18.593949728891563, 17.90976647246743, 17.0, 16.557281121282692]",False,328.6339988,331.59402919999957,331.59402919999957,332.8227555000003,['space'],1,3.6062575000014476,4.620200500001374,None,1,None,1,,[0.3759812999996939],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.2928519999996,None,3112.059272134118,9.338393759349065,0.00019172901431683176,1,"[0.7328257837847226, 0.4823717244643488, 0.4495350994702147, 0.5929643786264105]","[1003.6242348496589, 295.80687924227163, 565.5676626589294, 224.07349301345786]",None,"[16.907295475076943, 30.0, 25.0, 23.0]",False,334.30658829999993,337.0101007000003,337.0101007000003,338.25978140000007,['space'],1,3.2785145666657627,4.323480566666149,None,1,None,1,,[0.3938962999991418],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.6729513,None,,,,,"[0.7718205384752435, 0.5640371122890702, 0.4330456430817274, 0.6621506047181795]","[2234.7739597697782, 1990.9572560923054, 1773.741267324842, 1580.2238213723226]",Tone,"[17.053352851256424, 18.297056651816593, 18.593949728891563, 18.0]",True,339.6797461999995,342.4865541999998,342.4865541999998,343.7203049999998,None,1,3.4602216666671666,4.468246066667234,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1797223000003,None,1071.7734625362941,22.0,0.0005923813242671316,1,"[0.6259528818414951, 0.5886997389151158, 0.7851311281470347, 0.7282887044318017]","[1561.861346746016, 2597.6518349330418, 3247.9600658335844, 7082.421655691541]",None,"[18.0, 16.0, 15.585569304371509, 19.0]",False,345.2047087000001,348.23438459999943,348.23438459999943,349.4463874000003,['space'],1,3.755276633332869,4.777884333332622,None,1,None,1,,[0.3304089000002932],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0230554,None,231.34497650804622,18.0,0.0016206794627311328,1,"[0.5985280256074494, 0.5985280256074494, 0.5985280256074494, 0.5985280256074494]","[582.9528113798449, 462.68995301609255, 367.23725907643103, 291.4764056899224]",Major_3rd,"[24.811445844059197, 28.42596580616531, 31.1577337793156, 29.123019354804306]",False,351.0335834999996,353.8723173999997,353.8723173999997,355.10590709999997,['space'],1,3.418573566666055,4.449771466666789,None,1,None,1,,[0.7591615000001184],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.5243711000003,None,353.5533905932738,11.0,0.00031440841208643823,0,"[0.5131456880743814, 0.5131456880743814, 0.5131456880743814, 0.5131456880743814]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[19.577230263869932, 19.6209483717776, 23.0, 29.0]",False,358.35161289999996,360.92917380000017,360.92917380000017,362.1618036,None,0,3.0909260333337443,4.111950033334324,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.5029746,None,,,,,"[0.4446452899315023, 0.4446452899315023, 0.4446452899315023, 0.4446452899315023]","[7759.634542480005, 6158.8260178107685, 4888.263449780965, 3879.8172712400014]",Major_3rd,"[21.0, 16.53660351984219, 16.63148241128642, 16.867300937553054]",True,363.5145881999997,365.88080889999947,365.88080889999947,367.1084363,None,1,2.815523266666787,3.829248966666455,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.3801728999997,None,176.7766952966369,11.0,0.0012419212914516222,1,"[0.6853744874769991, 0.6853744874769991, 0.6853744874769991, 0.6853744874769991]","[3040.682614569645, 388.20285053936806, 686.4177138085956, 2626.2092230257085]",None,"[15.338393759349065, 31.0, 22.0, 15.727744022958504]",False,368.4046693,371.4883641999995,371.4883641999995,372.7167830999997,['space'],1,3.7659768333332977,4.7918225333332884,None,1,None,1,,[0.7137506999988545],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.23444459999973,None,1357.556885670567,11.0,0.0001839314987024572,1,"[0.7637923187651293, 0.7637923187651293, 0.7637923187651293, 0.7637923187651293]","[237.78844436721442, 4340.537891889794, 7884.91201947565, 2203.703903897116]",None,"[25.0, 17.0, 21.0, 17.75146695127146]",False,374.2495294999999,377.5762440999997,377.5762440999997,378.7953637999999,['space'],1,4.0712863666667545,5.100145166667062,None,1,None,1,,[0.6173251999989589],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3901429999996,None,353.5533905932738,11.0,0.00031440841208643823,0,"[0.5030177062995023, 0.5030177062995023, 0.5030177062995023, 0.5030177062995023]","[685.593822427869, 348.10210788700954, 2111.7086296204775, 6297.8098840301745]",None,"[22.0, 31.367258929177495, 17.75146695127146, 17.0]",False,384.5474529000003,387.07192059999943,387.07192059999943,388.3054252000002,None,0,3.0421193666661566,4.069373666666252,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.6519668000001,None,,,,,"[0.4613209027463938, 0.48335881118373575, 0.747452950883319, 0.7209173098287363]","[372.42018022694947, 557.9997916057275, 836.055036658575, 1252.6671780839363]",Perfect_5th,"[31.1577337793156, 25.0, 19.0, 16.557281121282692]",True,389.65851380000004,392.3784986999999,392.3784986999999,393.5909208000003,None,1,3.446081966665588,4.47566466666558,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.16541830000006,None,353.5533905932738,20.0,0.000886123302070378,1,"[0.5977225518712811, 0.5140452753563319, 0.4996582504479808, 0.523102999234415]","[890.8987181403395, 707.1067811865477, 561.2310241546866, 445.4493590701697]",Major_3rd,"[18.0, 21.479916871836636, 25.0, 29.0]",False,395.1938517999997,397.8285029999997,397.8285029999997,399.0492869999998,['space'],1,3.142613066666854,4.155551866666428,None,1,None,1,,[0.30105689999891183],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.39677800000027,None,3722.544405615262,10.506253786942413,0.0002650469875769037,1,"[0.5096211449153795, 0.5096211449153795, 0.5096211449153795, 0.5096211449153795]","[920.9531461456749, 283.6725288367656, 1016.9136745086504, 530.0372006274163]",None,"[17.536976808502533, 29.0, 16.907295475076943, 26.0]",False,400.3955310000001,402.9426975999995,402.9426975999995,404.17612779999945,['space'],1,3.069214066666973,4.104853366667157,None,1,None,1,,[0.46792679999998654],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.53756410000005,None,1312.7517263419938,10.910019972301614,0.00018594207186023158,1,"[0.7592374717908253, 0.551147939554614, 0.530625272909242, 0.5764780670839399]","[520.9658678420878, 656.375863170997, 826.9817666520561, 1041.9317356841755]",Major_3rd,"[26.0, 22.575394634166223, 19.0, 16.52712978726722]",False,405.5364214000001,408.41394630000013,408.41394630000013,409.63150099999984,['space'],1,3.4360606666677995,4.455998466667552,None,1,None,1,,[0.444399599999997],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.04296669999985,None,4594.793419988137,10.0,0.0003948592881126174,1,"[0.5148331960719724, 0.5374331555767955, 0.6609365010724837, 0.47091512001892444]","[7293.779908465733, 6498.019170849882, 5789.07694976151, 5157.481233758314]",Tone,"[19.0, 17.240842932260975, 16.27400671602057, 16.36011602406733]",False,413.6054054999995,416.3483679000001,416.3483679000001,417.56177579999985,['space'],1,3.2031089666670596,4.2430532666667204,None,1,None,1,,[0.4099236000001838],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.89199819999976,None,3234.3128552506123,9.585569304371509,0.00021255090611454002,1,"[0.5325928475147174, 0.6997562369467708, 0.4292443477362746, 0.6508957610834485]","[2001.5191663239557, 3727.130160796436, 140.89158258052151, 711.504332081316]",None,"[18.297056651816593, 16.506253786942413, 19.577230263869932, 21.479916871836636]",False,418.89299010000013,421.5734081999999,421.5734081999999,422.80875169999945,['space'],1,3.3438479666665444,4.363398066666377,None,1,None,1,,[0.39557129999957397],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1163101000002,None,,,,,"[0.7135559066198089, 0.46133708387206285, 0.662539171537408, 0.6065835458767681]","[6889.772145275872, 5468.415775616059, 4340.284477406215, 3444.886072637936]",Major_3rd,"[18.357397470519942, 16.27400671602057, 17.0, 16.0]",True,434.0916943000002,436.9554951,436.9554951,438.1934001999998,None,1,3.471964166666112,4.505670466666743,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.63263389999975,None,680.5768606955438,16.0,0.0002948427594126635,1,"[0.6214626347612454, 0.6214626347612454, 0.6214626347612454, 0.6214626347612454]","[135.04355307666515, 202.33671126133913, 303.16252639481814, 454.2305587411698]",Perfect_5th,"[20.0, 21.32939044129742, 30.0, 29.0]",False,439.6391598,442.5170873999996,442.5170873999996,443.75204119999944,['space'],1,3.511702566666827,4.537799166666446,None,1,None,1,,[0.6837211000001844],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.21953179999946,None,125.0,14.0,0.0036221798003749518,1,"[0.512273118609739, 0.512273118609739, 0.512273118609739, 0.512273118609739]","[321.3611954108016, 692.0600239486533, 4972.03821813101, 302.80975161097194]",None,"[31.0, 22.0, 16.63148241128642, 30.0]",False,445.2404389000003,447.8020826000002,447.8020826000002,449.02788710000004,['space'],1,3.071830033333754,4.109466833333499,None,1,None,1,,[0.6364014999999199],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.39778060000026,None,125.0,15.0,0.004064152580820497,1,"[0.5475647248815094, 0.5475647248815094, 0.5475647248815094, 0.5475647248815094]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[30.319445914765076, 25.93472087272818, 21.0, 19.310635395283462]",False,450.4192928000002,453.0976324000003,453.0976324000003,454.3170682,['space'],1,3.2162829666667676,4.2281885666661765,None,1,None,1,,[0.5370649999995294],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.6993653999998,None,4594.793419988137,9.0,0.0003519187109611931,1,"[0.5205927938509732, 0.6551253365181571, 0.6947521549790299, 0.635371635508221]","[385.6789643982164, 5430.152768939248, 1307.566713823102, 4165.990937901624]",None,"[31.0, 16.36011602406733, 16.910019972301612, 17.0]",False,455.72626070000024,458.62347469999986,458.62347469999986,459.86049170000024,['space'],1,3.5269664333345645,4.529458833334502,None,1,None,1,,[0.5916175000002113],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.29528310000023,None,,,,,"[0.7872140934108656, 0.7872140934108656, 0.7872140934108656, 0.7872140934108656]","[3066.8811282277643, 742.5415049280633, 3025.648486175096, 185.86106501852603]",None,"[15.338393759349065, 21.0, 15.338393759349065, 20.0]",True,461.3000788999998,464.69106699999975,464.69106699999975,465.90815810000004,['space'],0,4.175070866666829,5.208450566666215,None,1,None,1,,[0.5177342999995744],0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.5427235999996,None,636.2415201662764,17.0,0.000358343139701607,1,"[0.4766494317706169, 0.4766494317706169, 0.4766494317706169, 0.4766494317706169]","[143.1143256941652, 4631.139134642031, 1193.1444012482248, 6045.516245287873]",None,"[19.577230263869932, 16.900627338425906, 16.557281121282692, 16.53660351984219]",False,467.5377658999996,469.9890760999997,469.9890760999997,471.2184900000002,['space'],1,2.953896266666561,3.9689802666662217,None,1,None,1,,[0.6553075999991052],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.5504941999998,None,921.1798806551083,11.536976808502533,0.00015781641546662472,1,"[0.6847056169473298, 0.5140041254102555, 0.5824504061722395, 0.6593073268724594]","[2321.227844754036, 1842.3597613102168, 1462.2819116038595, 1160.613922377018]",Major_3rd,"[17.0, 18.58621091439418, 17.39714282839313, 16.41519521995837]",False,472.55843970000024,475.3557960999997,475.3557960999997,476.5767436999995,['space'],1,3.4702685666661637,4.503536966665706,None,1,None,1,,[0.427750300000298],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
