tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.9731211999897,None,210.26166959366353,5.0,0.00043627891131893656,1,"[0.7348613034386692, 0.445653368191657, 0.7546739808529038, 0.7788486329911706]","[132.45655175354872, 148.67745239328477, 166.8847977507857, 187.32185191504237]",Tone,"[18.06602173245764, 16.0, 14.0, 12.0]",False,213.97424279991537,216.9553378999699,216.9553378999699,218.19329299998935,['space'],1,[0.24735200009308755],3.750360866775736,4.783623466733843,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.80640140001196,None,659.7539553864473,6.0,9.688084955247381e-05,1,"[0.6803192921517179, 0.6803192921517179, 0.6803192921517179, 0.6803192921517179]","[1047.294122820627, 933.0329915368077, 831.237896142788, 740.5487761432823]",Tone,"[9.272298795104259, 11.190438755645431, 12.459334676748085, 12.654239689947314]",False,219.82721809996292,222.8981246999465,222.8981246999465,224.1359052999178,['space'],1,[0.27580679999664426],3.7416728333337232,4.7690877333516255,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.78016189998016,None,659.7539553864473,7.0,0.00010870210106632774,1,"[0.601194683094166, 0.631846261880793, 0.6641397808792313, 0.7399705283301301]","[415.6189480713939, 466.51649576840373, 523.6470614103134, 587.7739531418044]",Tone,"[14.0, 12.691372772585694, 12.0, 11.795924888873552]",False,229.75739499996416,232.67643049999606,232.67643049999606,233.91228549997322,['space'],1,[0.2726097999839112],3.652077933307737,4.681659133289941,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.48413399991114,None,,,,,"[0.6615598365541522, 0.6615598365541522, 0.6615598365541522, 0.6615598365541522]","[1001.3867150646713, 736.6429801795379, 142.20940880330699, 386.3114360098181]",None,"[10.254190837343113, 12.654239689947314, 17.0, 14.558264051257781]",True,235.49618569994345,238.51204750000034,238.51204750000034,239.73999819997698,None,1,,3.6845224666176364,4.701836566673592,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.23649699997623,None,1125.1081572503783,2.370031608802233,6.474697701254662e-05,1,"[0.5048512414286083, 0.4991141257317957, 0.4165317712021986, 0.5528247276315673]","[2835.0949014563653, 2250.2163145007567, 1785.9978723972529, 1417.5474507281826]",Major_3rd,"[7.529142106080897, 10.35069724881328, 8.34684472884015, 7.067103149845728]",False,241.23894089995883,243.6904605999589,243.6904605999589,244.91969109990168,['space'],1,[0.08481929998379201],3.0161009666044265,4.044705166597851,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.33058559999336,None,4924.577653379667,-8.0,5.874332325816365e-05,1,"[0.5936148187994392, 0.5436338066698911, 0.7459059974854124, 0.591492667739423]","[7817.279747473972, 6964.404506368996, 6204.579047334942, 5527.651519871107]",Tone,"[8.0, 3.8560812483939153, 0.0, -2.0910989360067767]",False,247.12846259993967,250.02438769990113,250.02438769990113,251.25470709998626,['space'],1,[0.31187889992725104],3.487557500018738,4.52479660010431,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.70094659994356,None,7577.354506032289,1.0,0.0001893155210783811,1,"[0.592497342846467, 0.503418656211059, 0.774731072446684, 0.7905661593213453]","[4773.434222332924, 5357.998754669873, 6014.150257005816, 6750.655416319089]",Tone,"[-3.8162840883782856, -3.0, -0.44113974452419136, 3.0]",False,252.71291329991072,255.62244029995054,255.62244029995054,256.86107929993887,['space'],1,[0.29719729989301413],3.683211766765453,4.6956173666985705,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.4533044999698,None,581.8132102883677,5.795924888873552,0.00011436673452886226,1,"[0.7792838758551086, 0.7792838758551086, 0.7792838758551086, 0.7792838758551086]","[4815.099369474091, 1246.2008587453254, 2856.551619309946, 2258.594186919604]",None,"[-3.8162840883782856, 7.65358028324402, 7.529142106080897, 10.35069724881328]",False,258.45790299994405,261.80733799992595,261.80733799992595,263.030866599991,['space'],1,[0.2737146000145003],4.135325366747566,5.175222766702063,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.6822090999922,None,126.95724599712933,12.786162976081553,0.0030738231893148935,1,"[0.516131168918021, 0.516131168918021, 0.516131168918021, 0.516131168918021]","[639.8244266738595, 427.0315721978802, 285.0093807793095, 190.22094013827262]",Perfect_5th,"[12.308239549758483, 13.389643363353557, 13.271798484273098, 11.872930038518033]",False,264.69381560001057,267.26924960000906,267.26924960000906,268.51306759996805,['space'],1,[0.19331359991338104],3.1007576666306704,4.117077166563831,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.8580033999169,None,,,,,"[0.4003504419829936, 0.4003504419829936, 0.4003504419829936, 0.4003504419829936]","[5924.364198506849, 3254.2462076335473, 2849.970101939935, 898.515692538472]",None,"[-1.0, 3.581638272757105, 7.529142106080897, 11.954770458463514]",True,269.86251319991425,272.09005009999964,272.09005009999964,273.3092097999761,None,1,,2.6274970666272566,3.6630452666431665,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.5595533999149,None,406.12619817811805,-5.0,4.2873658564129765e-05,0,"[0.5518540343396645, 0.7352074356029814, 0.7157179704925531, 0.5529816221719079]","[255.84347299919392, 287.174588749259, 322.34257710989505, 361.8173093600948]",Tone,"[12.0, 13.271798484273098, 14.562099795198893, 14.741967372715234]",False,274.58804179995786,277.6135476999916,277.6135476999916,278.82739569991827,None,0,,3.580229033366777,4.612670533359051,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2374444999732,None,1319.5079107728945,3.0,7.455877576898718e-05,0,"[0.5293113460552002, 0.5293113460552002, 0.5293113460552002, 0.5293113460552002]","[286.6733252447628, 3523.940988840135, 1302.9841056755963, 4864.539401111826]",None,"[13.271798484273098, 1.0, 7.208428754134724, -3.8162840883782856]",False,280.25748689996544,282.8690329999663,282.8690329999663,284.1010901000118,None,0,,3.1356581333093345,4.151774233323522,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4487086998997,None,189.4645708137998,6.0,0.000606184672180193,0,"[0.49417282291876763, 0.625605107266404, 0.6001849335925294, 0.6716021749360501]","[146.4397923114629, 270.6540978414937, 5013.174190434214, 177.75263772447028]",None,"[16.979024424982406, 12.409733461880743, -3.8162840883782856, 12.937531404266515]",False,285.48175189993344,288.2320909999544,288.2320909999544,289.46818969992455,None,0,,3.4271504333009943,4.4716349333757535,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.99183730001096,None,320.82928791335,8.562099795198893,0.000260231047996691,0,"[0.723177769266544, 0.723177769266544, 0.723177769266544, 0.723177769266544]","[3925.407780977514, 384.8279501851316, 819.0263663566805, 2899.4352062526937]",None,"[-2.0, 14.558264051257781, 12.459334676748085, 7.0]",False,291.00266030000057,294.1854604999535,294.1854604999535,295.3995836999966,None,0,,3.920115966699086,4.937781266635284,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.9746652999893,None,4924.577653379667,-8.0,5.874332325816365e-05,1,"[0.7460778975426186, 0.7460778975426186, 0.7460778975426186, 0.7460778975426186]","[1717.921320504423, 374.09982011060083, 1891.735438223781, 7857.035697471813]",None,"[8.34684472884015, 14.558264051257781, 9.096228285012417, 8.0]",False,298.4170957999304,301.66685479995795,301.66685479995795,302.88612379995175,['space'],1,[0.19924320001155138],4.0171898999251425,5.039506600005552,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.51573529990856,None,1319.5079107728945,3.0,7.455877576898718e-05,0,"[0.42073370420753753, 0.42073370420753753, 0.42073370420753753, 0.42073370420753753]","[3324.9515845711526, 2639.0158215457895, 2094.588245641254, 1662.475792285576]",Major_3rd,"[3.0, 8.99099984172594, 10.0, 8.0]",False,304.53378309996333,306.82899979990907,306.82899979990907,308.0535151999211,None,0,,2.6923357667401433,3.7233130667591467,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.31368009990547,None,1799.5941080276807,3.0,9.289247278802777e-05,0,"[0.4614633519685544, 0.7368357313988115, 0.712333862580387, 0.5365464071533778]","[1181.1578429908875, 485.4677148976094, 5015.007601876837, 1145.560241932336]",None,"[8.0, 12.137771400097948, -3.8162840883782856, 8.370031608802233]",False,309.325723499991,312.27514309994876,312.27514309994876,313.51170309993904,None,0,,3.4888297667494044,4.527793766697869,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.9003345000092,None,6716.653472107934,-3.0,0.00010097978483259857,1,"[0.5818253633863633, 0.5818253633863633, 0.5818253633863633, 0.5818253633863633]","[1332.7528484162494, 1996.8730245096217, 2991.9289842469093, 4482.828370609605]",Perfect_5th,"[7.208428754134724, 9.785329093629244, 6.0, -3.8006024616724545]",False,314.901709800004,317.6643222999992,317.6643222999992,318.8926251999801,['space'],1,[0.2525632999604568],3.348994666710496,4.384279766702093,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.33704339992255,None,,,,,"[0.7296656242442224, 0.7296656242442224, 0.7296656242442224, 0.7296656242442224]","[827.7230963618641, 1347.2278053828843, 551.1741342912746, 292.5080893122748]",None,"[12.459334676748085, 7.208428754134724, 11.824873454476382, 13.271798484273098]",True,320.3345348999137,323.53876869997475,323.53876869997475,324.75586289993953,['space'],0,[0.018005599966272712],3.9402143666520715,4.96497876662761,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.33228669990785,None,223.60477298989363,5.0,0.00038979170817602635,0,"[0.7125053814663997, 0.7125053814663997, 0.7125053814663997, 0.7125053814663997]","[3606.922723257243, 302.9595127511094, 5950.033364866697, 348.4097061975701]",None,"[0.0, 14.0, -1.0, 14.741967372715234]",False,326.3406801999081,329.5012167999521,329.5012167999521,330.7205178999575,None,0,,3.889743166626431,4.927849166677333,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.31384449999314,None,2143.5469250725882,0.0,7.799382669637754e-05,0,"[0.7584581109991839, 0.7584581109991839, 0.7584581109991839, 0.7584581109991839]","[5966.54763686618, 1343.3559771344562, 778.6974406886674, 706.0890913189224]",None,"[-1.0, 7.208428754134724, 12.654239689947314, 12.572495526117587]",False,333.26710059994366,336.5713268999243,336.5713268999243,337.80500709998887,None,0,,4.069167166715488,5.103227266692556,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.42044799996074,None,353.5533905932738,-1.0,7.897582242723967e-05,0,"[0.4959293280765146, 0.4959293280765146, 0.4959293280765146, 0.4959293280765146]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[17.0, 12.937531404266515, 11.0, 13.0]",False,339.439892699942,341.9443398999283,341.9443398999283,343.17655520001426,None,0,,2.99169976671692,4.023035166668706,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.4803882999113,None,204.64985595301962,5.181050693590538,0.00046543154992702084,1,"[0.5823775057947376, 0.5823775057947376, 0.5823775057947376, 0.5823775057947376]","[1031.3706454926523, 688.357321012333, 459.4233929984891, 306.6283274562028]",Perfect_5th,"[10.0, 12.572495526117587, 13.0, 14.0]",False,346.4678697999334,349.2498123999685,349.2498123999685,350.48994090000633,['space'],1,[0.16770049999468029],3.351698466693051,4.3645428667077795,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8942320999922,None,1787.1028427950503,2.34684472884015,8.542440047778117e-05,0,"[0.67648569350181, 0.67648569350181, 0.67648569350181, 0.67648569350181]","[1094.2467872427658, 462.01061389507674, 1327.1533822843917, 507.4085798414974]",None,"[9.0, 12.691372772585694, 7.208428754134724, 12.137771400097948]",False,351.9093399000121,354.9494026999455,354.9494026999455,356.18757179996464,None,0,,3.748449466773309,4.785444566747174,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.7373895999044,None,,,,,"[0.44042714146925194, 0.44042714146925194, 0.44042714146925194, 0.44042714146925194]","[1543.8935346944854, 140.33105148252633, 249.67965579743196, 6766.532641578605]",None,"[7.239214312468036, 17.0, 11.626746627741383, 3.0]",True,357.7438389000017,360.0956578999758,360.0956578999758,361.3326303999638,None,1,,2.784751066705212,3.8157484667608514,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.60878489993047,None,2143.5469250725882,0.0,7.799382669637754e-05,0,"[0.4647422862891812, 0.4647422862891812, 0.4647422862891812, 0.4647422862891812]","[425.3335804754283, 637.2803136596317, 954.8416039104175, 1430.6459324352597]",Perfect_5th,"[13.389643363353557, 12.0, 11.0, 7.067103149845728]",False,362.6326408999739,365.0639963999856,365.0639963999856,366.3002960999729,None,0,,2.901473533245735,3.9350484332535416,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.61503779992927,None,176.7766952966369,13.0,0.0015634862732566773,1,"[0.42197315036464805, 0.42197315036464805, 0.42197315036464805, 0.42197315036464805]","[4048.9898631278684, 506.0983093252506, 486.2342246702934, 1167.665302909969]",None,"[-2.063256987041779, 12.137771400097948, 12.137771400097948, 8.370031608802233]",False,367.63466300000437,369.9370412999997,369.9370412999997,371.17275819997303,['space'],1,[0.33764959999825805],2.6923143666936085,3.7248354667099193,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.4185916999122,None,659.7539553864473,6.0,9.688084955247381e-05,1,"[0.780796137799481, 0.4650800433909261, 0.7473179085404796, 0.6820456043866145]","[5406.853430736074, 177.3684156775341, 261.9827922259192, 799.4710576597403]",None,"[-3.0, 12.937531404266515, 12.0, 12.459334676748085]",False,372.4439632999711,375.4757239999017,375.4757239999017,376.712054100004,['space'],1,[0.3366260000038892],3.6985617332393304,4.718821133254096,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.20566320000216,None,1923.4571596527421,3.0962282850124176,0.0001019153722292762,0,"[0.6986086822150819, 0.6986086822150819, 0.6986086822150819, 0.6986086822150819]","[855.9458476722108, 2947.262282775831, 4811.603006848825, 621.823556206492]",None,"[12.0, 6.0, -3.8162840883782856, 12.0]",False,378.2313103999477,381.3620724999346,381.3620724999346,382.5829722000053,None,0,,3.8171884666662663,4.860830466612242,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1369067999767,None,341.0725665988702,8.562099795198893,0.0002461477112798274,0,"[0.4799529266443465, 0.5284307281522962, 0.5479170435771835, 0.5296746136392426]","[248.41528472161235, 1389.1385035672922, 547.2963605833498, 702.7555584614031]",None,"[11.626746627741383, 7.067103149845728, 11.824873454476382, 12.572495526117587]",False,384.13541489990894,386.7340119999135,386.7340119999135,387.9556803999003,None,0,,3.1002135667949915,4.117703566793352,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
