tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3176150999998,None,176.7766952966369,-1.0,0.0003119565241000184,1,"[0.5284538921213499, 0.4244878220240065, 0.6847420519370002, 0.7808555799049558]","[452.3596431841172, 316.46247877775295, 193.72976657790807, 737.6834979216494]",None,"[10.0, 13.0, 12.566600393381808, 9.0]",False,282.3230143999999,284.98762309999984,284.98762309999984,286.1931873000003,['space'],1,[0.3342056999995293],3.4644635299982838,4.477031029998216,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,0,0,0,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8444668000002,None,3939.062196172734,1.0,9.298222180348767e-05,1,"[0.5732348147798496, 0.47794912917680993, 0.4109795779683646, 0.7306296267125321]","[1387.8121564613614, 889.4174332746628, 6658.345288689877, 249.40318244914496]",None,"[16.545527686064084, 11.0, -2.0, 13.899582780124295]",False,287.84895460000007,290.34486600000037,290.34486600000037,291.5795927999998,['space'],1,[0.3600939000002654],3.2470209299999624,4.2535974299999,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.1412870000004,None,,,,,"[0.7537895690198265, 0.7537895690198265, 0.7537895690198265, 0.7537895690198265]","[1997.2828170549678, 517.7646128285908, 482.5414315214654, 3304.8717751645268]",None,"[11.053922163742934, 9.0, 9.745531665775763, 7.4017923300165425]",True,293.1426065000005,296.4456418999998,296.4456418999998,297.6548856999998,None,1,,4.0561548299992864,5.071982129999014,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.4330695999997,None,157.13944485779237,4.518628407903087,0.0007345198458097989,1,"[0.7991186519470934, 0.7991186519470934, 0.7991186519470934, 0.7991186519470934]","[249.44332007295853, 222.22873410166912, 197.98329434512732, 176.3830631452754]",Tone,"[13.899582780124295, 13.565784481606322, 13.0, 11.89549327517948]",False,332.4336264000003,335.8610625000001,335.8610625000001,337.0610035999998,['space'],1,[0.21104270000023462],4.251090329998988,5.2737451299990425,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.7371642999997,None,353.5533905932738,-1.0,7.897582242723967e-05,1,"[0.7710359219228315, 0.4260088888269951, 0.5801477069107717, 0.6221293628408064]","[2706.736587868601, 983.5500131435875, 343.3293287506649, 234.51208287793966]",None,"[7.357996047207937, 12.753732655716997, 12.413360172591144, 13.818573845899522]",False,338.7538390999998,341.55298610000045,341.55298610000045,342.77926709999974,['space'],1,[0.3627116999991813],3.419097329999204,4.438784829999349,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2325658,None,353.5533905932738,-1.0,7.897582242723967e-05,1,"[0.5144171542412135, 0.5144171542412135, 0.5144171542412135, 0.5144171542412135]","[1717.0099624131353, 792.988882036396, 465.5656046189981, 3240.0052397013114]",None,"[14.20069527069938, 10.0, 9.745531665775763, 7.4017923300165425]",False,344.2472641000004,346.81371450000006,346.81371450000006,348.0276163999997,['space'],1,[0.48316859999931694],3.0774739299986322,4.080790029998752,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.3791873,None,2639.015821545789,0.0,7.725655650415703e-05,1,"[0.5053089433644996, 0.5053089433644996, 0.5053089433644996, 0.5053089433644996]","[6649.903169142305, 5278.031643091579, 4189.176491282508, 3324.951584571152]",Major_3rd,"[-2.0, 3.424138538578352, 6.4937651097128235, 7.4017923300165425]",False,349.4171864,351.9816900000005,351.9816900000005,353.21045950000007,['space'],1,[0.31013990000019476],3.041184529999555,4.061547429999337,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.53623359999983,None,5611.524475171651,-4.0,8.214766907445893e-05,0,"[0.5864094021020789, 0.7956652182285712, 0.5107214206161288, 0.7701500164879118]","[3535.038904134521, 3967.947009188156, 4453.869927516388, 4999.2999617435635]",Tone,"[7.416849728278493, 7.0, 6.0, 4.7303033788973785]",False,354.5389925999998,357.4679339000004,357.4679339000004,358.66934969999966,None,0,,3.7001204300004247,4.714656430000105,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.28471510000054,None,,,,,"[0.47822312057503913, 0.49006421231132785, 0.5903893828606764, 0.40888533642636493]","[511.5685474692373, 406.0322252032555, 322.2679907103183, 255.7842737346186]",Major_3rd,"[9.0, 11.179917103400358, 13.0, 13.899582780124295]",True,360.2952025000004,362.8738312000005,362.8738312000005,364.09915360000014,None,1,,2.980527940000684,3.9989319400001477,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.3504518999998,None,182.37329255444064,5.999999999999999,0.0006577148681642176,1,"[0.49182703180993825, 0.585513966515729, 0.4088039230545717, 0.6394175956938315]","[995.3854899391392, 396.22942865228225, 5284.432567849289, 281.8481474289147]",None,"[12.753732655716997, 11.179917103400358, 3.424138538578352, 13.618319380339361]",False,365.3661732999999,367.88300359999994,367.88300359999994,369.1155848999997,['space'],1,[0.3713637000005292],3.1639252300001317,4.178914830000394,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.59125010000025,None,8000.0,-10.0,5.740768107484415e-05,1,"[0.4742480533038368, 0.7288602584231666, 0.6189131367732618, 0.4386703198162758]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[7.4017923300165425, 6.998383765704977, 4.0, -1.0]",False,370.6171181999998,373.4867025000003,373.4867025000003,374.7211949000002,['space'],1,[0.27784099999962564],3.297935330000655,4.311071730000549,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.9705063000001,None,1414.213562373095,10.0,0.00015948106227772936,1,"[0.6105207654072062, 0.5196254099996089, 0.46015264244866216, 0.4757452359555969]","[974.9552297801806, 1134.8294112074495, 7876.749070768019, 2746.7454684787285]",None,"[12.753732655716997, 14.764429412170614, -6.0, 7.262032003682652]",False,375.9971059999998,378.6247586999998,378.6247586999998,379.8473697999998,['space'],1,[0.3129820999997719],3.1036814299995967,4.12776962999942,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.1827943999997,None,,,,,"[0.7667033051565163, 0.7667033051565163, 0.7667033051565163, 0.7667033051565163]","[5717.686739385703, 6928.293717020231, 2651.517335461677, 1993.247038076845]",None,"[1.8335357558189784, -3.630994879265149, 7.357996047207937, 11.053922163742934]",True,381.1980030000004,384.51951850000023,384.51951850000023,385.7335763000001,None,1,,4.1065450299993245,5.1412882300001,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.3630081000001,None,6542.660170408685,-8.0,5.468542852576344e-05,0,"[0.6163754510556703, 0.6163754510556703, 0.6163754510556703, 0.6163754510556703]","[804.3473669176548, 569.0582877567938, 317.45092742942626, 194.97757701806083]",None,"[10.0, 8.287388138157038, 13.0, 13.0]",False,387.37477560000025,390.25911280000037,390.25911280000037,391.4999966000005,None,0,,3.498331729999336,4.514671229999294,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.92679880000014,None,5571.41973316592,-4.0,8.308080162470325e-05,1,"[0.5662909405002436, 0.4428845188780567, 0.6365306206849531, 0.6423938182864115]","[1105.5096931729959, 1656.3929968368684, 2481.7853492496547, 3718.476552069624]",Perfect_5th,"[14.0, 15.0, 7.729781002044465, 7.297497051478493]",False,392.92567770000005,395.59233440000025,395.59233440000025,396.8130219000004,['space'],1,[0.41579910000064046],3.3477779299992108,4.377762529999018,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.3405478000004,None,5480.004890834683,-3.0,9.560470849142139e-05,1,"[0.6264434327105219, 0.7602972921821323, 0.7756834892225658, 0.711021726127773]","[140.7997799700278, 4082.3963357034295, 847.4078411928572, 187.05727700398415]",None,"[9.926484340641395, 6.998383765704977, 10.945713403216956, 12.566600393381808]",False,398.3566314999998,401.54851830000007,401.54851830000007,402.78325940000013,['space'],1,[0.41189619999977367],3.912792529999024,4.930951729998924,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.33090249999987,None,,,,,"[0.7568814096933384, 0.7568814096933384, 0.7568814096933384, 0.7568814096933384]","[6364.6189186776455, 4844.604097730296, 7145.272621832256, 291.0091303335941]",None,"[-1.0, 5.0, -4.0, 13.618319380339361]",True,404.34155400000054,407.6384783000003,407.6384783000003,408.8589784000005,None,1,,4.059169529999963,5.064969030000611,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.44476099999974,None,203.0630990890589,-5.0,0.00014589441197552095,0,"[0.7648974457879715, 0.4564678949800811, 0.44003177840053687, 0.44468314897910854]","[127.92173649959686, 143.58729437462938, 161.1712885549474, 180.90865468004728]",Tone,"[9.102958615505726, 9.926484340641395, 11.0, 12.0]",False,410.5537854000004,413.24585670000033,413.24585670000033,414.4490705999997,None,0,,3.161792300000343,4.189727599999969,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.77546729999995,None,1414.213562373095,10.0,0.00015948106227772936,1,"[0.43511446277957616, 0.43511446277957616, 0.43511446277957616, 0.43511446277957616]","[1625.3518795189264, 218.11356753317156, 7471.006379903514, 136.56181992778633]",None,"[15.461311896220947, 13.565784481606322, -5.123307360784905, 9.452158704192678]",False,415.80311729999994,418.12956680000025,418.12956680000025,419.3482709,['space'],1,[0.3477539999998953],2.7763504299991837,3.7812383299997236,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.6282627999999,None,486.2935486815144,3.0940458950170058,0.00010301698896218449,1,"[0.5374531368688088, 0.5374531368688088, 0.5374531368688088, 0.5374531368688088]","[138.26631552711711, 5276.123884268808, 921.8427334439933, 728.3262797725188]",None,"[9.452158704192678, 3.424138538578352, 11.810490103672866, 9.0]",False,420.6253807000003,423.258519,423.258519,424.4747868000004,['space'],1,[0.47368869999945673],3.19609052999931,4.2148795299990525,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.87657579999996,None,,,,,"[0.611804543695742, 0.5441506355848444, 0.7770980424136757, 0.7175538359805218]","[1671.5373047209, 168.79515196008467, 424.8529763289128, 1957.8112602561291]",None,"[15.0, 11.19510911771042, 10.466518661113334, 12.0]",True,425.8897681999997,428.8673082000005,428.8673082000005,430.096818,None,1,,3.7127381300006164,4.724544030000288,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.64277610000045,None,125.0,-4.0,0.00045600541967795504,0,"[0.5066495152177776, 0.7667665717804866, 0.4014337439522066, 0.7087215160535936]","[2747.299279302212, 1333.78200139575, 223.0734651474537, 1200.7692848822905]",None,"[7.262032003682652, 16.310816631830267, 13.565784481606322, 15.663953319519575]",False,431.6565977,434.37161190000006,434.37161190000006,435.6017987000005,None,0,,3.419808130000092,4.427842629999759,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,1,0,1,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.1348274000002,None,7084.019336188449,-10.0,4.8627441425912866e-05,0,"[0.5606588751896465, 0.5647552425683232, 0.5298532695623166, 0.5562217267095055]","[128.64779296239047, 175.23130720090586, 429.5617603187338, 1970.158068438758]",None,"[9.102958615505726, 11.89549327517948, 10.466518661113334, 11.053922163742934]",False,437.14239819999966,439.83310900000015,439.83310900000015,441.0541361000005,None,0,,3.258023129999856,4.29273633000048,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,2,0,2,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.69981430000007,None,125.0,-4.0,0.00045600541967795504,0,"[0.6706240267413808, 0.6706240267413808, 0.6706240267413808, 0.6706240267413808]","[843.6079245334361, 4017.0387383681973, 1308.2508829243563, 157.97636909766422]",None,"[10.945713403216956, 6.998383765704977, 16.310816631830267, 11.0]",False,459.7011543999997,462.7392126000004,462.7392126000004,463.9476190000005,None,0,,3.729206930000146,4.7387939299997015,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,2,0,2,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.4987437,None,2498.969129679555,1.7297810020444646,0.00010479570882777726,1,"[0.7085737945906071, 0.6481665682376666, 0.658339714991159, 0.40263417222363385]","[6297.007619041485, 4997.93825935911, 3966.8662252893814, 3148.5038095207424]",Major_3rd,"[-1.0, 4.7303033788973785, 7.0, 7.4017923300165425]",False,465.49438290000035,468.5450885999999,468.5450885999999,469.75463860000036,['space'],1,[0.4020090999997592],3.4700776299996505,4.501660129999436,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0282679000002,None,307.7861033362292,-5.0,5.975641567313955e-05,0,"[0.7561913166570274, 0.7084868870206269, 0.688705468390146, 0.7356247931280131]","[488.57998421712324, 435.2752816480623, 387.78619045843385, 345.4782199919442]",Tone,"[9.094045895017006, 10.466518661113334, 11.833242802693402, 12.413360172591144]",False,472.5635430000002,475.73226260000047,475.73226260000047,476.94199000000026,None,0,,3.9230484500003513,4.944460450000406,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.5482972,None,,,,,"[0.43114542818289486, 0.43114542818289486, 0.43114542818289486, 0.43114542818289486]","[1204.8070490778132, 956.2559885624114, 758.9808810974312, 602.4035245389066]",Major_3rd,"[15.663953319519575, 12.0, 9.457909470134442, 8.241478389069105]",True,478.5555605999998,480.8828160000003,480.8828160000003,482.10401530000036,None,1,,2.7653474300004746,3.7899134300005244,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.3666393000003,None,870.5505632961246,2.0,5.082691253078812e-05,1,"[0.43409766631769225, 0.4511345107103595, 0.4277303893857043, 0.4374890963657436]","[1789.8741871778127, 5637.994424342622, 214.24213367376072, 3563.8442006616956]",None,"[14.0, 1.8335357558189784, 13.565784481606322, 7.416849728278493]",False,483.3828953000002,485.7094710000001,485.7094710000001,486.9350973999999,['space'],1,[0.5768399000003228],2.7733890299996347,3.8039636299999984,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,2,0,2,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.2244504,None,127.734302759996,3.1029586155057256,0.0009982464882942591,1,"[0.5170317511106038, 0.7860934266458722, 0.5534918926306256, 0.6525182883841291]","[260.2672408967582, 3604.8156551840393, 4916.182963017551, 720.3358143980705]",None,"[13.823623790394164, 7.416849728278493, 4.7303033788973785, 9.0]",False,488.2228144999999,491.10960520000026,491.10960520000026,492.3367997000005,['space'],1,[0.2873239999994439],3.5531164300000455,4.569955930000106,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
