tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_late.rt,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_both,Audiogram_none,Audiogram_time,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.648916599981,None,1168.9658742978552,8.273568653459192,0.00013251577488585463,0,"[0.6770071378166245, 0.6770071378166245, 0.6770071378166245, 0.6770071378166245]","[2924.575645764545, 1480.9652599635351, 489.31117293966787, 235.0247041275754]",None,"[18.0, 16.799106454687937, 29.379301110301753, 16.67353767314307]",False,317.6457356000319,320.7092311999877,320.7092311999877,321.9351795000257,None,0,3.724897966720164,4.763158766727429,None,1,,"['space', 'space', 'space']",0,"[-2.6696933999774046, -1.7102863999898545, -0.8769478999893181]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,0,0,0,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.44287790003,None,353.5533905932738,18.0,0.0007038727582816146,1,"[0.46381699032458873, 0.46381699032458873, 0.46381699032458873, 0.46381699032458873]","[1267.19409147552, 215.35272602275148, 155.59285823898242, 7602.578629693957]",None,"[15.0, 15.82279187518521, 16.0, 15.0]",False,324.0175640999805,326.42888399999356,326.42888399999356,327.66146889998345,['space'],1,2.8799540333566256,3.8923575333319604,None,1,,"['space', 'space', 'space']",0,"[-1.9741119999671355, -1.2533371999743395, -0.2766954000107944]",[0.40721779997693375],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,0,0,0,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.959290400031,None,,,,,"[0.5446672839495521, 0.5446672839495521, 0.5446672839495521, 0.5446672839495521]","[960.7762876459797, 855.9543630834372, 762.5686448576647, 679.3714281977091]",Tone,"[14.79019500895358, 16.0, 18.496205326765622, 21.0]",True,328.9518885000143,331.60726289998274,331.60726289998274,332.81998819997534,None,1,3.2078838666784577,4.23735616664635,None,1,,"['space', 'space', 'space', 'space']",0,"[-2.1761185999494046, -1.4084065000060946, -0.43123339995509014, 0.4008352000382729]",,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.23240490001626,None,3185.285526886326,12.242212058307176,0.0002850760634072441,1,"[0.4266202659625938, 0.4266202659625938, 0.4266202659625938, 0.4266202659625938]","[804.6952594180946, 2911.8869119637548, 458.157453403785, 3458.431989723987]",None,"[17.0, 18.0, 30.282871582023972, 18.14131397789337]",False,334.23196720000124,336.5254376999801,336.5254376999801,337.76787610002793,['space'],1,2.730674466700293,3.7658639667206444,None,1,,"['space', 'space']",0,"[-1.8937709999736398, -0.5661210999824107]",[0.19710519997170195],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8255276000127,None,189.4645708137998,16.0,0.001916924246771917,1,"[0.5899907701509958, 0.5899907701509958, 0.5899907701509958, 0.5899907701509958]","[749.9015725081377, 1487.5583539843158, 367.24662981938394, 165.92656740611125]",None,"[19.0, 16.799106454687937, 28.0, 15.593117235502163]",False,348.83928040001774,351.6285085999989,351.6285085999989,352.84510640002554,['space'],1,3.382549433328677,4.421232833352406,None,1,,"['space', 'space']",0,"[-1.8761510000331327, -0.7411811000201851]",[0.3767915000207722],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.29401489999145,None,1314.7893529545324,9.401470255701224,0.0001561475138205453,1,"[0.44666685347048607, 0.44666685347048607, 0.44666685347048607, 0.44666685347048607]","[1339.1287218558916, 483.8033024057741, 216.14946802512893, 3711.5625362595197]",None,"[15.401470255701224, 30.0, 15.82279187518521, 17.730040329576703]",False,354.2968140000012,356.6509624000173,356.6509624000173,357.8900101999752,['space'],1,2.813377266691532,3.8259296666947193,None,1,,"['space', 'space']",0,"[-1.9235159999807365, -1.1085418000002392]",[0.22503329999744892],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.1667232000036,None,,,,,"[0.43512753862870995, 0.6861279109328107, 0.4372005643403613, 0.5468026988382869]","[600.3805632028206, 756.4321095269729, 953.0447376094173, 1200.7611264056409]",Major_3rd,"[25.0, 18.496205326765622, 14.79019500895358, 14.7385252899293]",True,359.18463470001006,361.7936010999838,361.7936010999838,363.0240534999757,None,1,3.1488661667099223,4.174958866671659,None,1,,"['space', 'space', 'space']",0,"[-2.121687699982431, -1.338574699999299, -0.05875879997620359]",,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.3929064000258,None,529.933734546794,22.0,0.0008406477485374522,1,"[0.7532539617964127, 0.7773739987334376, 0.46346617318137207, 0.4138317398403788]","[4998.025947116702, 954.247135011178, 707.6613630252506, 1688.3613525840371]",None,"[13.816603791135027, 14.79019500895358, 20.28160917266453, 17.633147810913545]",False,364.40694200003054,367.4338499000296,367.4338499000296,368.6471482000197,['space'],1,3.4446659666718915,4.477851166680921,None,1,,"['space', 'space', 'space']",0,"[-2.530627700034529, -1.1225416000233963, -0.03466980002122]",[0.7959723999956623],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.9301146999933,None,3031.4331330207992,16.0,0.0003646844836013305,0,"[0.6853894189755365, 0.42745086993777465, 0.7638586399498074, 0.6115478424441214]","[3211.935475057417, 895.5561199807295, 143.11370102794334, 2842.117640179493]",None,"[18.242212058307175, 15.0, 16.48237047555321, 17.869204681409798]",False,370.54999620001763,373.4453044999973,373.4453044999973,374.66190379997715,None,0,3.5190186667023227,4.5509938666946255,None,1,,"['space', 'space', 'space']",0,"[-2.382103299954906, -0.8942444999702275, 0.3703397000208497]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.1375817999942,None,5259.59266532655,7.000000000000001,0.0003205249423964295,1,"[0.6421493816291491, 0.5480819384581789, 0.5042343890747467, 0.6991244963976819]","[6395.252682890694, 5097.160519099886, 4610.5560202925735, 2477.3842687258198]",None,"[12.789279036862018, 13.0, 14.894798918563994, 17.495035524627113]",False,376.15350190002937,378.88771079998696,378.88771079998696,380.1125834999839,['space'],1,3.4209881666465662,4.456314566603396,None,1,,"['space', 'space', 'space', 'space']",0,"[-3.760168199951295, -2.144434799964074, -1.2647911999956705, 0.3034612000337802]",[0.8499406999908388],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.65328899997985,None,6484.527740627056,6.789279036862018,0.00029629771110330433,0,"[0.6411414085422273, 0.49962450598935365, 0.7181905144066199, 0.5650646903746157]","[4084.996499521635, 4585.253538189673, 5146.7730784941805, 5777.057451870115]",Tone,"[17.0, 14.894798918563994, 13.0, 12.460225176586967]",False,381.6652586000273,384.5521633999888,384.5521633999888,385.78054280002834,None,0,3.4511903667007573,4.477974266686942,None,1,,"['space', 'space']",0,"[-0.8336534000118263, 0.2545949000050314]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.1868390000309,None,870.5505632961246,17.0,0.0002858207334789734,0,"[0.7792761308132253, 0.7792761308132253, 0.7792761308132253, 0.7792761308132253]","[345.47821999194434, 435.27528164806245, 548.4124898473134, 690.9564399838885]",Major_3rd,"[27.0, 30.56888273247342, 27.0, 21.0]",False,387.2169517999864,390.5876561999903,390.5876561999903,391.8294010999962,None,0,4.12577036669245,5.154448366665747,None,1,,"['space', 'space', 'space', 'space']",0,"[-2.837198900000658, -1.8759960999595933, -0.8046396999852732, 0.3949568000389263]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.4220811999985,None,812.2523963562351,18.0,0.0003075345832776403,0,"[0.46891801662202753, 0.46891801662202753, 0.46891801662202753, 0.46891801662202753]","[526.3665821051626, 508.6783514477036, 1951.7493278109434, 2810.193645428921]",None,"[28.0, 29.0, 17.68494805930083, 17.869204681409798]",False,393.4310918999836,395.87456879997626,395.87456879997626,397.11176840000553,None,0,2.8950863666832447,3.933165766648017,['space'],0,[-0.030523399997036904],"['space', 'space', 'space']",0,"[-2.027482399949804, -1.098237399943173, 0.0518279000534676]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.42700959998183,None,340.7119177315203,21.0,0.0010316521195995344,0,"[0.5303311188132565, 0.5303311188132565, 0.5303311188132565, 0.5303311188132565]","[267.2963367041021, 4992.341811146909, 4698.229174677306, 715.636653309336]",None,"[19.538121259105882, 13.816603791135027, 14.894798918563994, 20.0]",False,398.4223303999752,401.050848999992,401.050848999992,402.2760578999878,None,0,3.1675509667256847,4.186713266710285,['space'],0,[-0.05376780004007742],"['space', 'space']",0,"[-1.4268997000181116, 0.07678920001490042]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.6547495999839,None,,,,,"[0.4585381980249615, 0.4585381980249615, 0.4585381980249615, 0.4585381980249615]","[2336.1779220961093, 2622.271055651134, 2943.3997403485537, 3303.8545015449145]",Tone,"[17.481046052572484, 17.634980621918327, 18.0, 18.242212058307175]",True,403.669261300005,406.06887249997817,406.06887249997817,407.2968323000241,None,1,2.8665039666811936,3.8964362666592933,None,1,,"['space', 'space', 'space']",0,"[-1.8380510000279173, -0.7179504000232555, -0.25360080000245944]",,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.59988739999244,None,435.2752816480623,17.0,0.0005292030719125924,0,"[0.4443626039109063, 0.7407688531659424, 0.449030020947475, 0.7626492451561914]","[274.2062449236566, 307.7861033362292, 345.4782199919442, 387.78619045843385]",Tone,"[20.0, 23.567420424198872, 27.0, 29.1779254713205]",False,408.6292474999791,411.2967973999912,411.2967973999912,412.515593899996,None,0,3.4222339666448534,4.456328966654837,None,1,,"['space', 'space', 'space', 'space']",0,"[-2.2024182000313886, -1.5295242000138387, -0.3454127000295557, 0.3424269999959506]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.13505039998563,None,353.5533905932738,19.0,0.0007897582242723967,1,"[0.5392516898109792, 0.5392516898109792, 0.5392516898109792, 0.5392516898109792]","[400.08010115165604, 4825.209984716361, 1230.5254452032498, 230.18906161513084]",None,"[30.0, 14.0, 14.7385252899293, 16.67353767314307]",False,414.20417380001163,416.8519074000069,416.8519074000069,418.07047739997506,['space'],1,3.1761313333408907,4.200069733313285,None,1,,"['space', 'space', 'space']",0,"[-2.2041641999967396, -1.372184699983336, -0.5241446999716572]",[0.05755259998841211],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.4647848000168,None,476.26375779273366,24.0,0.00115154444960222,1,"[0.5565940552320356, 0.5565940552320356, 0.5565940552320356, 0.5565940552320356]","[2400.2189349803944, 1601.9539465726923, 1069.1759862151018, 713.5893587607346]",Perfect_5th,"[17.495035524627113, 17.32461680880577, 14.089441365949824, 20.0]",False,419.48135920002824,422.1870796000003,422.1870796000003,423.40149499999825,['space'],1,3.268739966675639,4.296191266621463,None,1,,"['space', 'space', 'space']",0,"[-2.3086876000161283, -1.41176639997866, -0.06851359998108819]",[0.05569820001255721],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.8208018000005,None,,,,,"[0.7703978421979399, 0.7703978421979399, 0.7703978421979399, 0.7703978421979399]","[140.09324080030646, 157.24934602301022, 176.50642303229742, 198.12176113659325]",Tone,"[16.48237047555321, 16.0, 15.301736209859286, 15.349362697800428]",True,424.8205384000321,428.1638134000241,428.1638134000241,429.3879369000206,None,1,4.099109366652556,5.113439466687851,None,1,,"['space', 'space', 'space']",0,"[-4.36490899999626, -2.476494000002276, 0.14748869999311864]",,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.9703087999951,None,933.0329915368076,16.0,0.00026594295347594297,0,"[0.5276408859880385, 0.7879503487604264, 0.49154422485211574, 0.6574807862901554]","[1010.7840709624512, 743.8717897805411, 1181.8180252887921, 140.1246910981015]",None,"[14.255459156384784, 19.0, 14.273568653459192, 16.48237047555321]",False,430.997909000027,433.83305570000084,433.83305570000084,435.0682437000214,None,0,3.472490566666238,4.495734966651071,None,1,,"['space', 'space', 'space']",0,"[-2.1458452999941073, -0.6419069999828935, 0.2857660000445321]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.54089489998296,None,941.1603933959002,8.79019500895358,0.00011659283570300239,0,"[0.7514000718963291, 0.4735886876825821, 0.5899331295342806, 0.6656474231089434]","[7772.540627742809, 448.25552079581655, 3674.904056606747, 1998.5059878417176]",None,"[15.0, 30.56888273247342, 17.730040329576703, 17.68494805930083]",False,436.56384060002165,439.4140621999977,439.4140621999977,440.64435620000586,None,0,3.5035105666611344,4.520639666647185,None,1,,"['space', 'space', 'space']",0,"[-3.4393110000528395, -1.487169400032144, 0.0490651999716647]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.12374890001956,None,353.5533905932738,14.0,0.00044411368641731654,0,"[0.6659238903995448, 0.5561202569080309, 0.402022289039336, 0.48646018542943703]","[413.9624607038004, 6966.154818677717, 136.01173559845907, 4128.638474777603]",None,"[30.194537947803656, 13.552112816577587, 16.957541303895, 17.0]",False,442.9600840000203,445.6085060000187,445.6085060000187,446.83295790001284,None,0,3.1440665333066136,4.160863133263774,['space'],0,[-0.0316298000398092],"['space', 'space', 'space']",0,"[-2.1938565999735147, -1.1850668999832124, -0.03349729999899864]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.1705382000073,None,4509.605082669206,9.0,0.0003353988823915399,0,"[0.5662130984539556, 0.5958737606474784, 0.6617885280346048, 0.5148092779006825]","[1013.2585132081583, 4625.67193743967, 7848.397859858328, 1505.726234862856]",None,"[14.255459156384784, 14.894798918563994, 15.678064134582272, 16.799106454687937]",False,448.16017039999133,451.01579979999224,451.01579979999224,452.26017710001906,None,0,3.3682134666014463,4.390708166640252,None,1,,"['space', 'space']",0,"[-2.288671499991324, -0.7371936999843456]",,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.5970079000108,None,406.12619817811805,15.0,0.00042873658564129775,1,"[0.6509336925370901, 0.6509336925370901, 0.6509336925370901, 0.6509336925370901]","[161.17128855494758, 203.06309908905908, 255.84347299919395, 322.34257710989505]",Major_3rd,"[15.593117235502163, 15.349362697800428, 18.0, 25.0]",False,453.62625809997553,456.59368619997986,456.59368619997986,457.8084780999925,['space'],1,3.632344566693064,4.670805366651621,None,1,,"['space', 'space', 'space']",0,"[-3.914752500015311, -1.994320500001777, -0.2511565000168048]",[0.6221492000040598],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.69986539997626,None,164.93848884661182,12.0,0.0015651004536898975,0,"[0.7847896581292771, 0.5666769011580779, 0.6162972540007845, 0.6452860510708673]","[3439.6727553338824, 945.399515453528, 2141.7525860754317, 1238.613320965635]",None,"[18.14131397789337, 14.79019500895358, 17.568232151664297, 14.7385252899293]",False,484.7139882000047,487.69609430001583,487.69609430001583,488.9339850000106,None,0,3.654222433338873,4.687953833374195,None,1,,['space'],0,[0.5346405999734998],,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.4475737999892,None,314.60668113454346,18.0,0.0007866853858884135,1,"[0.7079883077249148, 0.7079883077249148, 0.7079883077249148, 0.7079883077249148]","[499.4069765891983, 444.9210352736592, 396.37957999897566, 353.13405971809345]",Tone,"[29.379301110301753, 30.56888273247342, 30.0, 27.619031884387162]",False,490.4605657000211,493.6088536999887,493.6088536999887,494.8430357000325,['space'],1,3.8710153666324914,4.911574366677087,None,1,,None,1,,[0.09210629999870434],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.41687110002385,None,,,,,"[0.7084920038535765, 0.6403261835399023, 0.48571092701999286, 0.4873009981710918]","[960.8065285117384, 1078.468864022304, 1210.5403701483579, 1358.7856234379124]",Tone,"[14.79019500895358, 14.089441365949824, 14.7385252899293, 16.0]",True,496.42918620002456,499.29755090002436,499.29755090002436,500.5360832000151,['space'],0,3.350176666630432,4.370653766614851,None,1,,None,1,,[0.2282513999962248],0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.8396709000226,None,125.0,14.0,0.0036221798003749518,0,"[0.7123115260830214, 0.7123115260830214, 0.7123115260830214, 0.7123115260830214]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[24.0, 17.918162811098448, 15.349362697800428, 16.0]",False,501.84498270001495,505.0177440000116,505.0177440000116,506.25109610002255,None,0,3.855779766687192,4.871630966663361,None,1,,['space'],0,[0.6216295000049286],,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
