tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.9679970999714,None,992.4869552171766,30.0,0.0013863080273261797,1,"[0.696292930494278, 0.586903100912936, 0.6003544956486104, 0.5041381030108593]","[1575.4748367764616, 1403.58851254651, 1250.4552066241913, 1114.028940673405]",Tone,"[43.51466302373089, 43.0, 41.24673339425587, 39.0]",False,342.98934209998697,345.89476159994956,345.89476159994956,347.11259340005927,['space'],1,3.424338440177962,4.452762740198523,None,1,None,1,,[0.32475099992007017],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.477520299959,None,353.5533905932738,24.0,0.0014044107891325048,1,"[0.6416395447119846, 0.6416395447119846, 0.6416395447119846, 0.6416395447119846]","[1791.7351108647713, 662.8186260896084, 281.74811418416004, 198.7168439394224]",None,"[43.33907123251382, 34.77164448763786, 22.622938488500367, 21.51025092793338]",False,348.483540300047,351.42443160002586,351.42443160002586,352.63665260002017,['space'],1,3.5909956402610987,4.6113485402893275,None,1,None,1,,[0.3376171999843791],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.19257970002946,None,4000.0,39.0,0.007481178280472167,1,"[0.664178007996729, 0.7657841253177423, 0.6591306819726499, 0.5666945769441682]","[6349.6042078728005, 5656.854249492382, 5039.684199579494, 4489.8481932374925]",Tone,"[40.0, 37.95896922020435, 37.44107461450291, 38.15120362747138]",False,363.19815519999247,366.2991546000121,366.2991546000121,367.51131289999466,['space'],1,3.682712940266356,4.686704240157269,None,1,None,1,,[0.2514751999406144],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.93388130003586,None,,,,,"[0.5376619952182407, 0.4370041036213021, 0.6001088495524151, 0.6507609269010382]","[2588.2782438162985, 3261.0262423690892, 4108.635607020396, 5176.556487632596]",Major_3rd,"[43.605416509454585, 43.7732142657211, 40.0, 37.363495548070134]",True,368.9320517999586,371.53445929999,371.53445929999,372.735657799989,None,1,3.2568590401206166,4.281330640194938,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2463201000355,None,547.9989238029564,29.0,0.0018025488866907455,1,"[0.48800493495781877, 0.6270551759294002, 0.5251769758524228, 0.4155132199305788]","[498.45691878087445, 554.1442448415307, 1349.8380326279907, 3914.2550094421076]",None,"[33.55222024559278, 35.0, 42.41586704910984, 41.0]",False,374.23593470000196,376.90278210002,376.90278210002,378.11831259995233,['space'],1,3.087652540067211,4.097602640162222,None,1,None,1,,[0.512895500054583],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.36302389996126,None,125.0,23.0,0.01020868972334765,1,"[0.48889792163769613, 0.6729900540446416, 0.7276862412821246, 0.4956766374224697]","[5488.204202753868, 178.14628614424325, 235.42350105652062, 257.138162896976]",None,"[37.95896922020435, 22.08165514605822, 21.415962982174147, 21.633804144956393]",False,380.19535609998275,383.0979572000215,383.0979572000215,384.31823640002403,['space'],1,3.3997612803941593,4.404185780324042,None,1,None,1,,[0.5030550999799743],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.6550925000338,None,137.35852417945182,17.609039372773694,0.004652600369650302,1,"[0.5518033920740809, 0.5518033920740809, 0.5518033920740809, 0.5518033920740809]","[1343.949812494855, 264.6767239797444, 336.79992430600237, 436.3948969204774]",None,"[42.41586704910984, 22.0, 25.0, 30.304489664930905]",False,385.6676522999769,388.34212449996267,388.34212449996267,389.56348560005426,['space'],1,3.250149440136738,4.252402040176094,None,1,None,1,,[0.3418902000412345],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.9587041999912,None,176.7766952966369,24.0,0.005547458636343739,1,"[0.40242372102099494, 0.40242372102099494, 0.40242372102099494, 0.40242372102099494]","[445.44935907016975, 353.55339059327383, 280.6155120773433, 222.72467953508485]",Major_3rd,"[31.0, 25.508643194256045, 22.622938488500367, 21.381870299461333]",False,390.98764800000936,393.2235648999922,393.2235648999922,394.42798240005504,['space'],1,2.6248747401405126,3.650146740139462,None,1,None,1,,[0.47378969995770603],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.67955750005785,None,3144.137757000403,38.0,0.005438323600001681,1,"[0.562430640145597, 0.562430640145597, 0.562430640145597, 0.562430640145597]","[623.8759478744219, 934.757747793394, 1400.5541486841503, 2098.4601925224583]",Perfect_5th,"[35.20851958385715, 34.80359918411726, 43.0, 42.843714326279006]",False,395.6725271999603,398.384137099958,398.384137099958,399.5898643999826,['space'],1,3.294391540228389,4.326385940192267,None,1,None,1,,[0.29333280003629625],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0310715000378,None,,,,,"[0.4436985503142754, 0.4436985503142754, 0.4436985503142754, 0.4436985503142754]","[421.379033991592, 334.4487609177984, 265.452157455187, 210.68951699579594]",Major_3rd,"[29.0, 24.33777877591176, 22.0, 21.381870299461333]",True,401.04612690000795,403.39681489998475,403.39681489998475,404.6155291000614,None,1,2.82535694015678,3.839564940193668,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9109914000146,None,4492.606364183089,32.15120362747138,0.004773448997537598,1,"[0.48052483468642954, 0.6992827897761291, 0.759309197690303, 0.6644562264882499]","[1024.2240115817278, 1523.413804567662, 875.7325445857964, 1227.4691758040733]",None,"[37.0, 43.49534248380189, 33.83510414802811, 41.24673339425587]",False,405.9148404999869,408.86892140004784,408.86892140004784,410.07891479996033,['space'],1,3.628067840123549,4.6438666401663795,None,1,None,1,,[0.30173869989812374],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.5955306000542,None,501.5181080824019,27.552220245592782,0.0016987873669441148,1,"[0.784488224405187, 0.669348226343663, 0.4682740256789978, 0.7590656815899061]","[199.02759308777652, 250.75905404120098, 315.93661063823515, 398.055186175553]",Major_3rd,"[21.51025092793338, 21.633804144956393, 24.0, 28.0]",False,411.6011266000569,414.546089499956,414.546089499956,415.76085399999283,['space'],1,3.7135660401545465,4.74695344013162,None,1,None,1,,[0.3293024000013247],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3857277999632,None,125.0,22.0,0.00909850429304992,1,"[0.6872698359647694, 0.6872698359647694, 0.6872698359647694, 0.6872698359647694]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[21.51025092793338, 22.08165514605822, 22.78182025365567, 23.165536251453887]",False,417.38901869999245,420.4876002999954,420.4876002999954,421.7150236000307,['space'],1,3.774633140186779,4.79296994023025,None,1,None,1,,[0.22829310002271086],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.23196740006097,None,,,,,"[0.7556440872881222, 0.7556440872881222, 0.7556440872881222, 0.7556440872881222]","[378.7896534878751, 7545.965550897801, 1512.3485503183138, 2287.7521240813257]",None,"[26.91762810907877, 44.0, 43.49534248380189, 42.965464858798846]",True,423.2366943999659,426.53836979996413,426.53836979996413,427.75222769996617,None,1,4.065079340245575,5.082658640225418,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.3511166999815,None,1624.5047927124701,40.0,0.005785700826325816,1,"[0.7314133199177074, 0.5202217193026293, 0.4785864870351852, 0.5515004514306862]","[4093.4955679870973, 3249.0095854249403, 2578.7406168791567, 2046.7477839935486]",Major_3rd,"[40.0, 43.7732142657211, 43.605416509454585, 42.90010724484241]",False,429.36388520000037,432.1268070000224,432.1268070000224,433.329475000035,['space'],1,3.311572340200655,4.320054040174,None,1,None,1,,[0.2410082999849692],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.7275235999841,None,1463.3406443404513,37.15895965915695,0.0035483378221306074,1,"[0.7708880698081558, 0.4949627323040943, 0.5311700237135673, 0.4405558269163932]","[921.8468404856307, 1034.7380927990248, 1161.4542391069274, 1303.688304245566]",Tone,"[34.80359918411726, 37.0, 40.0, 42.41586704910984]",False,434.720915999962,437.55775429995265,437.55775429995265,438.77900850004517,['space'],1,3.2721957401372492,4.275859940215014,None,1,None,1,,[0.30706250004004687],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0327051000204,None,287.17458874925893,21.0,0.0014373014543855396,1,"[0.7004034893476239, 0.6450395251893603, 0.7332143970200271, 0.7099701276893517]","[215.0720452091053, 232.5132250176762, 332.1354056583464, 3589.2990144892838]",None,"[21.381870299461333, 21.415962982174147, 24.33777877591176, 43.0]",False,440.10980720003136,443.2066488000564,443.2066488000564,444.4163605000358,['space'],1,3.817128120106645,4.825531620183028,None,1,None,1,,[0.3007191000506282],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.96827690000646,None,,,,,"[0.4611927449552513, 0.4611927449552513, 0.4611927449552513, 0.4611927449552513]","[3213.558677480283, 1279.346705409374, 2348.4157982806382, 2548.482095508905]",None,"[43.7732142657211, 42.0, 43.00000000000001, 43.24799782389515]",True,445.9738804999506,448.38659420004115,448.38659420004115,449.59378840005957,None,1,2.8810216401470825,3.9023877400904894,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.9001636999892,None,574.3491774985172,21.0,0.0006714853925532657,0,"[0.4523741168003295, 0.4523741168003295, 0.4523741168003295, 0.4523741168003295]","[4191.833497166996, 2290.252915897165, 6000.9705969395245, 350.73594509210324]",None,"[40.0, 42.965464858798846, 39.0, 25.508643194256045]",False,450.91884729999583,453.30239530000836,453.30239530000836,454.515714499983,None,0,2.8342432400677353,3.855568940169178,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.8246655999683,None,192.94130251326266,15.759269502676142,0.0017868168158048613,1,"[0.7948754353928017, 0.5155804173588749, 0.6606977577276046, 0.5560060563712642]","[3606.1878583650946, 224.8628573001621, 1467.082308196196, 785.6053824695017]",None,"[43.0, 21.381870299461333, 43.49534248380189, 33.45210865578541]",False,455.81850769999437,458.80437609995715,458.80437609995715,460.01774669997394,['space'],1,3.553649140172638,4.5711902402108535,None,1,None,1,,[0.2984520000172779],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.4256747000618,None,3047.4596626679913,38.0,0.004711579520991898,1,"[0.4621333211752225, 0.4621333211752225, 0.4621333211752225, 0.4621333211752225]","[1919.7792888504657, 2154.8793928650052, 2418.7703371749117, 2714.977907055304]",Tone,"[43.0, 42.843714326279006, 43.24799782389515, 43.605416509454585]",False,461.42214499996044,463.82551590004005,463.82551590004005,465.06008409999777,['space'],1,2.8731167401419953,3.882052340079099,None,1,None,1,,[0.6214437999296933],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.3429009000538,None,1148.6983549970344,32.0,0.0020013670815014115,0,"[0.6705470365582396, 0.6705470365582396, 0.6705470365582396, 0.6705470365582396]","[723.6346187201885, 812.252396356235, 911.7224885582162, 1023.3738919967743]",Tone,"[34.0, 33.45210865578541, 34.80359918411726, 37.0]",False,466.9038137999596,469.93589139997493,469.93589139997493,471.1490528000286,None,0,3.722261840244755,4.7492242401931435,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.36030030006077,None,4310.034646146781,33.323092750822866,0.004880554429791785,1,"[0.649647073379231, 0.649647073379231, 0.649647073379231, 0.649647073379231]","[6841.753531312787, 6095.309450878702, 5430.303376456531, 4837.850317198279]",Tone,"[42.0, 39.141408306701194, 37.363495548070134, 37.44107461450291]",False,481.34202240000013,484.3180204000091,484.3180204000091,485.53026669996325,['space'],1,3.652724640094675,4.6767059401609,None,1,None,1,,[0.26575480005703866],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0545392000349,None,307.7861033362292,28.0,0.002669221040694409,1,"[0.6843205204456062, 0.5164529607125765, 0.5745445240238968, 0.605009085727245]","[193.89309522921687, 217.63764082403108, 244.28999210856156, 274.2062449236566]",Tone,"[21.75926950267614, 21.381870299461333, 21.633804144956393, 22.041006007444324]",False,487.08689360006247,489.87922330002766,489.87922330002766,491.0920758000575,['space'],1,3.4104640401201323,4.441457340144552,None,1,None,1,,[0.2828770999331027],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.57405020005535,None,3792.040161072063,36.0,0.005065934589461021,1,"[0.5792291382013041, 0.5792291382013041, 0.5792291382013041, 0.5792291382013041]","[3552.4440676094237, 995.5736585978235, 493.70683116120193, 128.391663537822]",None,"[43.0, 36.25469760911161, 33.55222024559278, 24.0]",False,492.59388359996956,495.356338600046,495.356338600046,496.5628992000129,['space'],1,3.360088740242645,4.384725440177135,None,1,None,1,,[0.35295460000634193],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.01667659997474,None,,,,,"[0.4751431774902348, 0.4751431774902348, 0.4751431774902348, 0.4751431774902348]","[5486.053401563495, 222.65731993660373, 954.0367702755117, 7722.120737827651]",None,"[37.95896922020435, 21.381870299461333, 35.0, 44.0]",True,498.00706360000186,500.44804869999643,500.44804869999643,501.6676067999797,None,1,2.9228019402362406,3.931231840280816,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.9709376000101,None,535.8867312681471,21.0,0.0007388082491012499,0,"[0.7736690522481378, 0.7736690522481378, 0.7736690522481378, 0.7736690522481378]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[21.381870299461333, 22.041006007444324, 25.0, 30.0]",False,502.9805310999509,506.3230561000528,506.3230561000528,507.54193479998503,None,0,4.110696040210314,5.11509034014307,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1355031999992,None,1148.6983549970344,31.0,0.0017837202889381294,0,"[0.70171461692569, 0.70171461692569, 0.70171461692569, 0.70171461692569]","[970.5958194602915, 201.53276620445519, 1200.8841043776547, 136.1208871735172]",None,"[36.0, 21.51025092793338, 41.0, 23.609039372773694]",False,509.15005880000535,512.2733283999842,512.2733283999842,513.4873862999957,None,0,3.8239452401176095,4.864684940199368,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0597922999877,None,435.2752816480623,19.0,0.0006662271952302989,0,"[0.4382391468002811, 0.4701267593341932, 0.69307591487176, 0.7224705978074228]","[148.92248915528302, 2599.1349374968718, 2093.4849380722103, 2133.244369662861]",None,"[23.0, 43.605416509454585, 42.843714326279006, 42.843714326279006]",False,515.0950176999904,517.7132984000491,517.7132984000491,518.918569499976,None,0,3.344650440150872,4.353461840189993,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,2,0,2,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.5076152000111,None,,,,,"[0.7427483603007649, 0.7427483603007649, 0.7427483603007649, 0.7427483603007649]","[4256.478278204637, 445.6038189946028, 677.7175886314768, 1644.2655307389025]",None,"[39.323092750822866, 31.0, 34.77164448763786, 43.51466302373089]",True,520.4965435999911,523.7534066999797,523.7534066999797,524.9704149999889,None,1,4.008979040198028,5.034679940203205,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
