tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.8224690000061,None,1414.213562373095,-8.0,2.007747620013617e-05,0,"[0.7787870898310376, 0.5714078629197077, 0.6617193473257261, 0.5274689602119729]","[1555.491938887656, 1405.2312859601857, 148.80120895223118, 6151.443353928001]",None,"[-2.5412642016218587, -1.7074087051123037, 10.0, -4.306355949430751]",False,264.85661580006126,267.8849116000347,267.8849116000347,269.10673350002617,None,0,3.5574335333658382,4.574751733336598,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.78303709998727,None,7500.437132280617,-14.0,3.320038416628402e-05,0,"[0.6621764677017572, 0.5638689693655276, 0.7377268702997423, 0.721311377002873]","[2976.5504485009, 3750.2185661403096, 4724.979313186745, 5953.100897001799]",Major_3rd,"[9.206231582890727, 3.0, -3.0, -4.306355949430751]",False,308.7474692000542,311.75560779997613,311.75560779997613,312.9970394000411,None,0,3.7169368667528033,4.74409366666805,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.53684640000574,None,125.0,1.0,0.0008109050486794653,1,"[0.6403218368138682, 0.7957231703836011, 0.5924839300945938, 0.6314374112297991]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[6.0, 2.0, 8.0, 10.543619371000801]",False,315.2992989999475,318.34464869997464,318.34464869997464,319.58484090003185,['space'],1,3.684425266692415,4.710975166643038,None,1,None,1,,[0.2686259000329301],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0608661000151,None,2513.239087743114,3.0,0.00012016838626898615,1,"[0.41182725611179377, 0.4678408079789821, 0.7700720583024293, 0.795808238185299]","[3395.5684883430026, 159.97058268401966, 129.42835973331654, 125.07196139002963]",None,"[6.0, 10.245471099602025, 9.490574947021436, 9.490574947021436]",False,321.0484772999771,323.7243733999785,323.7243733999785,324.9510505000362,['space'],1,3.483972266782075,4.515502266702242,None,1,None,1,,[0.2849396999226883],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.6085518000182,None,,,,,"[0.5830220679734175, 0.5830220679734175, 0.5830220679734175, 0.5830220679734175]","[415.9046346625596, 466.8371681246981, 524.0070039601958, 588.1779749936192]",Tone,"[2.5993568148196537, 1.5121754791380786, 2.0, 4.0]",True,326.625199800008,329.39520539995283,329.39520539995283,330.61492870002985,None,1,3.369305166648701,4.400243266718462,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0646654999582,None,602.740198495391,-1.0,4.939062148822942e-05,1,"[0.7236058169223929, 0.7236058169223929, 0.7236058169223929, 0.7236058169223929]","[664.7263817585886, 3304.900776113754, 727.643844832088, 1554.2068282106477]",None,"[8.0, 7.0, 11.0, -2.5412642016218587]",False,332.08732160006184,335.29180979996454,335.29180979996454,336.51665360003244,['space'],1,3.9254736666334793,4.942367766634561,None,1,None,1,,[0.38842549989931285],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.07956630003173,None,164.93848884661182,-4.0,0.0002480517054570919,1,"[0.729961136342492, 0.729961136342492, 0.729961136342492, 0.729961136342492]","[1050.970441627106, 2002.3855604990229, 1269.1091899877215, 159.80592905941708]",None,"[9.0, 2.620414932981827, 2.0, 10.245471099602025]",False,338.69121019996237,341.9082094000187,341.9082094000187,343.13111119996756,['space'],1,3.9294146000174806,4.961585300043225,None,1,None,1,,[0.509256099932827],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.700919099967,None,125.0,-3.0,0.0005116464961403772,0,"[0.4802375773864269, 0.5285015904957826, 0.7437746458313405, 0.7864509837825056]","[3766.5461446649456, 1777.21175554013, 319.67618487027096, 1040.4453927973386]",None,"[3.0, -1.0, 6.0, 10.0]",False,344.7233969999943,347.5231272999663,347.5231272999663,348.7328124999767,None,0,3.5579491667449474,4.589033266645856,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.36517090001144,None,444.0037595234091,-4.1189046615817055,4.624642920317952e-05,1,"[0.6362550007669026, 0.5902437459864636, 0.4277926078570991, 0.40306016244476023]","[3758.0288689855915, 480.6805569052902, 506.4201716225823, 4960.062627801343]",None,"[3.0, 1.5121754791380786, 1.6183389177672183, -3.1701608221140987]",False,350.36899019998964,353.0637522999896,353.0637522999896,354.2993794999784,['space'],1,3.0953264667186886,4.125433766748756,None,1,None,1,,[0.5992337999632582],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.5455119999824,None,4594.793419988137,-6.0,6.258097977097286e-05,1,"[0.6264894806233927, 0.5821918069726472, 0.5881848459253105, 0.7224079945822556]","[291.73851505684036, 472.7263497810089, 2333.911767620229, 617.759486421097]",None,"[7.863398994928131, 1.5121754791380786, 7.0, 5.458044982307854]",False,356.2640741999494,359.1049459000351,359.1049459000351,360.3247579999734,['space'],1,3.548369966680184,4.575319566647522,None,1,None,1,,[0.30972210003528744],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.88715409999713,None,,,,,"[0.5490553406059667, 0.505945663115271, 0.7953844373425393, 0.5619236493037144]","[179.60970878567295, 226.29405286455747, 285.11264067007914, 359.2194175713458]",Major_3rd,"[10.41839078124893, 10.096333932716702, 8.0, 4.607193576852355]",True,361.87652429996524,364.76246120000724,364.76246120000724,365.99260580004193,['space'],0,3.450465066707693,4.484337766771205,None,1,None,1,,[0.48481539997737855],0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.39460750005674,None,230.57867742597438,4.096333932716702,0.00032938043316931785,1,"[0.5224855390032936, 0.5224855390032936, 0.5224855390032936, 0.5224855390032936]","[145.25546467295243, 163.04374640493197, 183.0104175537139, 205.42224814929534]",Tone,"[9.883499719674859, 10.245471099602025, 10.41839078124893, 10.567047562418644]",False,367.3888956999872,369.9798278999515,369.9798278999515,371.1897375000408,['space'],1,3.127668766770512,4.15091476670932,None,1,None,1,,[0.39814569998998195],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.5776455999585,None,4784.3299543741705,-9.0,4.893114143458337e-05,1,"[0.4366522444175372, 0.42593000083902843, 0.7673729915714592, 0.47810028605987026]","[234.07779888298506, 268.85292308378536, 221.05406809809855, 555.7231635459575]",None,"[10.096333932716702, 8.785576129843362, 10.432425410968461, 3.0]",False,372.58652829995845,375.23729950003326,375.23729950003326,376.47712609998416,['space'],1,3.125963866827078,4.1533139668172225,None,1,None,1,,[0.4497046999167651],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.7851079000393,None,1414.213562373095,-8.0,2.007747620013617e-05,0,"[0.7688474232758157, 0.7688474232758157, 0.7688474232758157, 0.7688474232758157]","[3563.594872561358, 2828.4271247461907, 2244.9240966187463, 1781.7974362806788]",Major_3rd,"[5.0, 9.878919472691907, 6.0, -1.0]",False,377.87451890006196,381.2086546999635,381.2086546999635,382.4402396000223,None,0,4.1086799333570525,5.127532233367674,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.05680350004695,None,,,,,"[0.6591499547043623, 0.4349484491895229, 0.40199387799777847, 0.41295014568770166]","[1357.3560795407775, 1710.1614968162053, 2154.668468558461, 2714.7121590815545]",Major_3rd,"[-1.0, -1.2910851296111083, 5.0, 9.67595133734369]",True,384.07193410000764,386.58154060004745,386.58154060004745,387.81083189998753,None,1,2.9353491666261107,3.968669066671282,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.07482069998514,None,3486.143143737776,-0.38289971238194065,7.168895179226003e-05,1,"[0.5713439462234798, 0.6276113569523979, 0.5159178502559986, 0.40706641230909946]","[2196.1325648709562, 2465.0754571239704, 2766.953646840536, 3105.800458009717]",Tone,"[6.0, 8.659301605231226, 9.878919472691907, 9.0]",False,389.069554900052,391.8214236999629,391.8214236999629,393.0508863000432,['space'],1,3.151695266715251,4.186425466672517,None,1,None,1,,[0.4674929999746382],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.3001207000343,None,267.9433656340732,-2.0,0.00011793657968902869,1,"[0.7867368405336067, 0.786383467984269, 0.5167067338984617, 0.4804778472412632]","[425.3335804754277, 378.9291416275994, 337.5874865420474, 300.75625902052906]",Tone,"[2.0, 3.5416604876652187, 5.0, 7.0]",False,395.1357216000324,398.2545921000419,398.2545921000419,399.49870390002616,['space'],1,3.58267493348103,4.6133859334513545,None,1,None,1,,[0.5060858000069857],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.7965659999754,None,350.301191282437,-1.3928064231476451,7.620302542043277e-05,1,"[0.421140786837499, 0.421140786837499, 0.421140786837499, 0.421140786837499]","[1039.3510751121669, 1067.6078673977845, 689.2779275232072, 4415.044023583866]",None,"[10.0, 8.709070939796105, 9.0, -2.0]",False,400.78210369998123,403.0842873000074,403.0842873000074,404.3000162000535,['space'],1,2.7172564667416736,3.7337704667588696,None,1,None,1,,[0.40519409999251366],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.5602711000247,None,,,,,"[0.7806765319133213, 0.7806765319133213, 0.7806765319133213, 0.7806765319133213]","[161.39396337564924, 241.8177174909112, 362.31719743079833, 542.862420984691]",Perfect_5th,"[10.245471099602025, 10.0, 4.0, 2.3060730557172535]",True,405.5698483999586,408.93814590002876,408.93814590002876,410.18127539998386,None,1,4.1597236667294055,5.185778766754083,None,1,['space'],0,[0.6147200000705197],,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.79850849998184,None,1319.5079107728945,-7.0,2.3577555098377164e-05,1,"[0.5968842280739296, 0.5968842280739296, 0.5968842280739296, 0.5968842280739296]","[742.6593134773482, 6211.307781466029, 436.0327796507109, 4199.363667553816]",None,"[11.0, -4.306355949430751, 1.8810953384182945, 0.0]",False,411.8207151000388,414.6289477000246,414.6289477000246,415.86369090003427,['space'],1,3.414812866714783,4.441657366696745,None,1,None,1,,[0.14606410008855164],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3086293999804,None,1096.537234763642,2.0,6.0542124055483047e-05,1,"[0.6971977070597657, 0.6971977070597657, 0.6971977070597657, 0.6971977070597657]","[1449.3542632355056, 476.8052617744863, 369.97937999120325, 4720.4115688198135]",None,"[-2.0, 1.5121754791380786, 4.0, -2.3823907161649984]",False,417.3214430999942,420.44560420000926,420.44560420000926,421.6860609999858,['space'],1,3.828568566706963,4.857135566766374,None,1,None,1,,[0.3227614000206813],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0773259999696,None,707.1067811865476,1.0,4.982092697845807e-05,1,"[0.7350176646511363, 0.791867715573157, 0.6553253328769333, 0.7687314124121737]","[5866.279754769134, 1145.372352009101, 3933.503617722677, 1198.2012445382031]",None,"[-4.0, 5.699398071375852, 1.0, 4.0]",False,450.0772201999789,453.28609169996344,453.28609169996344,454.52037789998576,['space'],1,3.955010766745545,4.97631866671145,None,1,None,1,,[0.3537925999844447],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1107264000457,None,,,,,"[0.634186759027061, 0.634186759027061, 0.634186759027061, 0.634186759027061]","[4519.139618805955, 3586.8434924418707, 2846.879566573758, 2259.5698094029776]",Major_3rd,"[-2.0, 5.0, 9.878919472691907, 6.0]",True,456.11947609996423,459.05903550004587,459.05903550004587,460.2817882000236,None,1,3.552208366803825,4.569109366741031,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.72785499994643,None,217.63764082403114,-6.0,0.00011571748233929631,0,"[0.41014500210948457, 0.41014500210948457, 0.41014500210948457, 0.41014500210948457]","[1348.5398442657065, 1437.2689183511477, 861.2435015032286, 311.3840458246619]",None,"[0.0, -2.0, 13.68805040169973, 6.8241492997937545]",False,461.73706069996115,463.9851539999945,463.9851539999945,465.22487779997755,None,0,2.6588651333004236,3.687642233329825,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.4683804999804,None,2526.228614699849,3.0,0.0001190281740668706,1,"[0.6462570564049774, 0.6569535825321711, 0.5388045245342923, 0.7427609781013531]","[6365.697217014211, 5052.457229399699, 4010.137960486708, 3182.848608507105]",Major_3rd,"[-5.0, -3.1701608221140987, 0.9066411805858392, 8.0]",False,466.4686318000313,469.3460838999599,469.3460838999599,470.57203729997855,['space'],1,3.6115413666702807,4.625167366699316,None,1,['space'],0,[-3.4092445999849588],[0.3046384999761358],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.13299579999875,None,6470.966671741102,-11.13947932704697,3.7494868875056936e-05,1,"[0.5344444770857241, 0.5344444770857241, 0.5344444770857241, 0.5344444770857241]","[3181.3133884572303, 691.857893213216, 2328.1760839605363, 126.64982964806731]",None,"[8.0, 9.0, 7.0, 9.490574947021436]",False,472.15058689995203,474.78162579995114,474.78162579995114,476.0166850000387,['space'],1,3.158941866713576,4.188781666685827,None,1,None,1,,[0.003994600032456219],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.3817524999613,None,,,,,"[0.7387032645941131, 0.7817196884715936, 0.5551489533103775, 0.5514547369732206]","[287.60462079998933, 256.22658800194887, 228.2719388044091, 203.36717766825805]",Tone,"[7.863398994928131, 9.542511536681426, 10.096333932716702, 10.567047562418644]",True,477.4004645999521,480.4928066000575,480.4928066000575,481.7036421999801,None,1,3.6602560667088255,4.683518666657619,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.120384800015,None,6376.0830071612545,-11.0,3.729121824097483e-05,0,"[0.408819378998676, 0.408819378998676, 0.408819378998676, 0.408819378998676]","[4016.6805982997334, 4508.571531772037, 5060.700436502168, 5680.444177836362]",Tone,"[0.9066411805858392, -2.0, -3.1701608221140987, -3.8431547423451313]",False,483.11447509995196,485.36949419998564,485.36949419998564,486.6005966999801,None,0,2.669609966687858,3.692365466733463,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.8519956000382,None,353.5533905932738,0.0,8.861233020703779e-05,0,"[0.7795186854487344, 0.7795186854487344, 0.7795186854487344, 0.7795186854487344]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[10.432425410968461, 9.542511536681426, 8.0, 6.8241492997937545]",False,488.5034642999526,491.8699003000511,491.8699003000511,493.10540879995096,None,0,4.135057200095616,5.158187700086273,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,2,0,2,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.70089860004373,None,125.0,-5.0,0.00040641525808204974,1,"[0.62732930501724, 0.62732930501724, 0.62732930501724, 0.62732930501724]","[2628.4745084103, 225.3639901083764, 694.7942263691941, 3002.7465490067816]",None,"[9.67595133734369, 10.432425410968461, 9.0, 9.206231582890727]",False,494.73145880002994,497.6528554999968,497.6528554999968,498.87416939996183,['space'],1,3.528652933309786,4.563752533285879,None,1,None,1,,[0.46044060005806386],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
