tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_none,Audiogram_time,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.1354223000817,None,1650620781.790404,1650620783.4375513,1.6471471786499023,125.0,-1.0,0.000644124775846567,0,"[0.5036060893416635, 0.743547099821094, 0.6981398028750261, 0.5014676078225826]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[8.973732267488668, 7.250110335393013, 5.0, 3.0]",False,682.791007099906,685.7616024999879,685.7616024999879,686.9663982999045,None,0,3.4669523204211146,4.4991904203779995,None,1,,,,"{'estimation': [[125.0, -1.3076859989447582], [126.98898505576344, -1.0], [133.9716828170366, -0.008276326403351198], [134.02372354376385, 0.0], [140.37237722846228, 1.0], [143.5872943746293, 1.473609963056166], [146.9866417211238, 2.0], [153.491165163705, 3.0], [153.89305166811442, 3.058551717511732], [160.33515501457876, 4.0], [164.93848884661162, 4.64669066373087], [167.6914681598439, 5.0], [175.59850912937335, 6.0], [176.77669529663666, 6.140117390572066], [185.0841620732505, 7.0], [189.46457081379947, 7.423608135089216], [197.26909092282744, 8.0], [203.0630990890585, 8.40084374449584], [217.63764082403046, 8.991922213244093], [218.30726331578296, 9.0], [233.25824788420132, 9.17314106170129], [246.34738107307632, 9.0], [249.99999999999937, 8.952907014232862], [267.94336563407256, 8.426536241471608], [279.29567331847977, 8.0], [287.17458874925757, 7.711393402909616], [306.78738772997605, 6.999999999999999], [307.78610333622805, 6.964623859630008], [329.87697769322244, 6.30822801601484], [344.48713113388436, 6.0], [353.55339059327247, 5.812730195331841], [378.929141627598, 5.497131556581964], [406.12619817811606, 5.301006079764141], [435.2752816480601, 5.130553829213162], [452.2590261191744, 5.0], [466.5164957684015, 4.892170036816417], [499.99999999999693, 4.532386995627508], [535.8867312681438, 4.03381897472644], [537.8953053245591, 4.0], [574.3491774985143, 3.423403713343083], [600.1255479197391, 3.0], [615.5722066724546, 2.7554263337662284], [659.7539553864432, 2.0922100389849065], [666.3762835949191, 2.0], [707.1067811865431, 1.4532043280518883], [745.3849060990707, 1.0], [757.8582832551941, 0.8552200197537104], [812.2523963562301, 0.2912524898032133], [842.3674612679868, 0.0], [870.5505632961181, -0.261679593032437], [933.0329915368008, -0.7886963800614735], [960.7999321743226, -1.0], [999.9999999999926, -1.2921310010528364], [1071.773462536285, -1.7269051583885393], [1130.5281031988538, -2.0], [1148.698354997026, -2.0846145754531253], [1231.1444133449063, -2.35007904959176], [1319.5079107728832, -2.539969665722892], [1414.2135623730828, -2.699694561332041], [1515.7165665103846, -2.885750521800222], [1561.7089690724968, -3.0], [1624.5047927124563, -3.1522608334524627], [1741.1011265922318, -3.5212026337294104], [1865.028211698999, -4.0], [1866.065983073597, -4.0041120123903555], [1999.9999999999802, -4.574629539545752], [2099.60007536077, -5.0], [2143.5469250725646, -5.185948250577291], [2297.396709994046, -5.7738363466278795], [2366.6623742524794, -6.0], [2462.2888266898062, -6.297381768188678], [2639.01582154576, -6.703306496429736], [2828.427124746159, -6.983596773094173], [2848.418864643543, -7.0], [3031.4331330207615, -7.142610830123669], [3249.0095854249043, -7.194204850472114], [3482.2022531844555, -7.172526065655587], [3732.1319661471844, -7.113748283633878], [3999.9999999999504, -7.051194519880868], [4287.093850145118, -7.01099017758718], [4594.793419988081, -7.008481851728653], [4924.577653379601, -7.04597335109372], [5278.031643091506, -7.112547246600043], [5656.854249492303, -7.186120245500566], [6062.866266041508, -7.237033879436574], [6498.019170849792, -7.232354580458316], [6964.404506368894, -7.140226112237132], [7301.9282327802775, -7.0], [7464.2639322943505, -6.934886443232771], [7999.999999999882, -6.6145169988832775]], 'plus_line': [[125.0, -4.339806584216619], [126.97310406666034, -4.0], [132.82319251133893, -3.0], [133.9716828170366, -2.8221246003715046], [139.12882174394537, -2.0], [143.5872943746293, -1.270644530048568], [145.41653104025866, -1.0], [151.81083849104454, 0.0], [153.89305166811442, 0.31743816660086743], [158.83179741316636, 1.0], [164.93848884661162, 1.9083305629339689], [165.6715195725987, 2.0], [173.50501066215332, 3.0], [176.77669529663666, 3.4150395480720883], [182.2625048061589, 4.0], [189.46457081379936, 4.770622320923011], [192.27059185621323, 5.0], [203.0630990890585, 5.837253085651855], [206.3792636417035, 6.0], [217.6376408240306, 6.485001406883983], [233.25824788420147, 6.671353607802086], [249.99999999999937, 6.416628043688018], [263.29808497537124, 6.0], [267.94336563407256, 5.8418415824261585], [287.1745887492579, 5.104300944807038], [289.999788179958, 5.0], [307.78610333622805, 4.3396053153396466], [319.5166275894711, 4.0], [329.87697769322244, 3.689558809952335], [353.55339059327247, 3.2012875939946976], [368.3400442835531, 3.0], [378.929141627598, 2.840188542834231], [406.12619817811606, 2.5641077763225226], [435.2752816480601, 2.3317159171262087], [466.5164957684015, 2.071519447394337], [473.2052479816568, 2.0], [499.9999999999975, 1.694035555729457], [535.8867312681438, 1.227947610957456], [551.111369438879, 1.0], [574.3491774985143, 0.6410170853775752], [615.5722066724546, 0.011985055101136233], [616.3458621365602, 0.0], [659.7539553864432, -0.6822967527058654], [683.1678529680383, -1.0], [707.1067811865431, -1.3378252977721625], [757.8582832551941, -1.9159469714133297], [766.3061029389775, -2.0], [812.2523963562301, -2.470361293986823], [870.5505632961181, -2.9508403203989664], [876.6021840550403, -3.0], [933.0329915368008, -3.473585010737292], [999.9999999999926, -3.961812728193988], [1005.7063025682354, -4.0], [1071.773462536285, -4.469690947996234], [1148.698354997026, -4.852665889234677], [1196.8660132575906, -5.0], [1231.1444133449063, -5.115616944965509], [1319.5079107728832, -5.259171030879525], [1414.2135623730828, -5.34348657414712], [1515.7165665103846, -5.482822246494115], [1624.5047927124563, -5.76118671917575], [1686.6495526776791, -6.0], [1741.1011265922318, -6.23183468869345], [1866.065983073597, -6.8319914449173424], [1900.1294718779, -7.0], [1999.9999999999802, -7.520762656428527], [2105.661892226054, -8.0], [2143.5469250725646, -8.181399845135928], [2297.396709994046, -8.771532354022431], [2379.464720873631, -9.0], [2462.2888266898062, -9.240988321891873], [2639.01582154576, -9.563824903469708], [2828.427124746159, -9.73851178002732], [3031.4331330207615, -9.81022863277753], [3249.0095854249043, -9.821021801435961], [3482.202253184451, -9.803361273815305], [3732.1319661471844, -9.778622843337294], [3999.999999999946, -9.761641399161107], [4287.093850145118, -9.763423225230852], [4594.793419988081, -9.78902287342223], [4924.577653379601, -9.834597505096813], [5278.031643091506, -9.887313940664006], [5656.854249492303, -9.927554571269116], [6062.866266041508, -9.932093715736842], [6498.019170849792, -9.880148383765128], [6964.404506368894, -9.764253544304378], [7464.2639322943505, -9.600276163777815], [7999.999999999882, -9.424244157806317]], 'minus_line': [[125.0, 1.6214275886197411], [127.80484965561298, 2.0], [133.9716828170366, 2.7493887390862044], [135.55366374580785, 3.0], [142.1356591104018, 4.0], [143.5872943746293, 4.200128443355577], [148.3649484881129, 5.0], [153.89305166811442, 5.818201520563889], [155.08549343989543, 6.0], [161.5396192562362, 7.0], [164.93848884661162, 7.4623472428248965], [168.98538394500497, 8.0], [176.77669529663666, 8.933190895458699], [177.42736321112616, 9.0], [187.53792878727234, 10.0], [189.46457081379947, 10.174196619788464], [202.10818907940512, 11.0], [203.0630990890585, 11.060305809566024], [217.63764082403046, 11.600589585424846], [233.25824788420132, 11.74108680766535], [249.99999999999937, 11.537367499763963], [267.8707635908474, 10.999999999999998], [267.9433656340722, 10.998029702574096], [287.1745887492579, 10.30183841825843], [294.7231255037676, 10.0], [307.78610333622805, 9.525910669378945], [324.0416478122815, 9.0], [329.87697769322244, 8.828165082437408], [353.55339059327247, 8.356934177497111], [378.929141627598, 8.08112314370163], [397.229736781257, 8.0], [406.12619817811606, 7.966072345669465], [435.2752816480601, 7.885213737828537], [466.5164957684015, 7.705443893503547], [499.9999999999975, 7.3434997329805665], [521.0436631966411, 7.0], [535.8867312681438, 6.786824555273997], [574.3491774985143, 6.1155922394885], [580.5298812548659, 6.0], [615.5722066724546, 5.418307445597079], [641.2914663182877, 5.0], [659.7539553864432, 4.7269417746295375], [707.1067811865431, 4.0841452076912415], [713.5975241734836, 4.0], [757.8582832551941, 3.4921805220936597], [800.6360845339796, 3.0], [812.2523963562301, 2.878998359272625], [870.5505632961181, 2.3012528415145375], [902.1429154047729, 2.0], [933.0329915368008, 1.7384286630205947], [999.9999999999926, 1.2664331903065702], [1047.0172541406353, 1.0], [1071.773462536285, 0.8740452584682791], [1148.698354997026, 0.5914592266817524], [1231.1444133449063, 0.348021335185673], [1319.5079107728832, 0.11153973336661482], [1361.9966701874946, 0.0], [1414.2135623730846, -0.11316057431571142], [1515.7165665103846, -0.32275637333035023], [1624.5047927124563, -0.5529784428164913], [1741.1011265922318, -0.8513603653553519], [1786.2229430094203, -1.0], [1866.065983073597, -1.2344472489941045], [1999.9999999999802, -1.722779773516189], [2064.558452804088, -2.0], [2143.5469250725646, -2.3073061184333987], [2297.396709994046, -2.9315194588621596], [2314.811461392213, -3.0], [2462.2888266898062, -3.503679433339131], [2630.44536075998, -4.0], [2639.015821545763, -4.022287632771512], [2828.427124746159, -4.374074352627501], [3031.4331330207615, -4.586584494924242], [3249.0095854249043, -4.658102337378167], [3482.2022531844555, -4.6178129422148135], [3732.1319661471844, -4.520240294540546], [3999.9999999999504, -4.418617847650022], [4287.093850145118, -4.349663721361518], [4594.793419988081, -4.332617116231256], [4924.577653379601, -4.371758705280533], [5278.031643091506, -4.457763778115686], [5656.854249492303, -4.568636317227209], [6062.866266041501, -4.67070543032642], [6498.019170849792, -4.7182846936634], [6964.404506368894, -4.653835507205617], [7464.2639322943505, -4.4183861332729695], [7958.553330555563, -4.0], [7999.999999999892, -3.9598741263299724]]}",,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.3108949000016,None,1650620788.9664526,1650620791.0069237,2.040471076965332,8000.0,-2.0,0.00014420157515633036,0,"[0.46124188738519684, 0.7172056875334301, 0.7601465610930719, 0.6607429949959793]","[4081.435436537225, 318.9269637148596, 1923.3083651621168, 1489.0196610961395]",None,"[-1.7450720210032946, 7.234734021061623, 2.0, 6.0]",False,690.3605981001165,693.3359058999922,693.3359058999922,694.5374431000091,None,0,3.6385097003076226,4.659889700356871,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.0350073000882,None,,,,125.44994709722046,-1.4221958242828523,0.0006101637005536372,0,"[0.5510211332422922, 0.5510211332422922, 0.5510211332422922, 0.5510211332422922]","[528.7211870442289, 440.8822396523769, 364.42118890334746, 603.4039176149478]",None,"[9.0, 8.715675910554989, 7.337220816308567, 7.334255130632958]",False,696.0293117999099,698.7027098000981,698.7027098000981,699.9113477999344,None,0,3.2393934603314847,4.271581060253084,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.3178832000121,None,,,,3277.135200925115,-3.0,5.044181510940428e-05,0,"[0.4489980634046719, 0.4890455681560544, 0.4761089041020137, 0.44793624082400757]","[378.85932431793077, 182.87960304563157, 3385.140237150174, 2608.438272944807]",None,"[7.693636570531561, 8.0, -1.0, 0.0]",False,701.3225875999779,703.7731594999786,703.7731594999786,705.0073462000582,None,0,2.8791380601469427,3.910953560145572,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.2583641998935,None,,,,,,,,"[0.6375368154367513, 0.6375368154367513, 0.6375368154367513, 0.6375368154367513]","[4552.988219746406, 3038.7550656420885, 2028.1256843400693, 1353.6114963614996]",Perfect_5th,"[-1.825371943492379, -0.41565361304880266, 1.7287990404199483, 6.146476095889664]",True,706.2703025999945,709.2120407999028,709.2120407999028,710.4457700999919,None,1,3.5657936602365226,4.5892394601833075,['space'],0,[-3.0191497998312116],,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.8788151000626,None,1650620812.5379448,1650620815.0819676,2.544022798538208,435.2752816480623,-3.0,5.2920307191259255e-05,0,"[0.42579394184524094, 0.42579394184524094, 0.42579394184524094, 0.42579394184524094]","[940.5522889408984, 255.40910622002355, 1526.7797495184739, 826.7369909560559]",None,"[2.8793151476970755, 8.840291789389005, 5.809690816193903, 3.2260249263326117]",False,714.4371635999996,716.7516457999591,716.7516457999591,717.9853676999919,None,0,2.752132360357791,3.7697509604040533,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.2192444000393,None,,,,1331.1357662292874,3.894605313449354,8.219535796111306e-05,1,"[0.6279334595489043, 0.6279334595489043, 0.6279334595489043, 0.6279334595489043]","[3354.2519442804405, 2662.2715324585747, 2113.046315624866, 1677.1259721402203]",Major_3rd,"[-1.0, -0.03000906409819315, 1.0, 5.0]",False,719.2244029000867,722.1448077999521,722.1448077999521,None,['space'],1,3.5275353600736707,None,['space'],0,[-2.7191609998699278],[0.33275529998354614],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.1176565999631,None,1650620824.7725194,1650620826.9368544,2.164335012435913,125.0,3.0,0.001020868972334765,1,"[0.5805782597817912, 0.4891867728881578, 0.6103230663046169, 0.5932107362853292]","[661.656030438572, 415.78167017106347, 1828.0116903985804, 5999.283560062641]",None,"[6.218559537063877, 8.211586807684622, 3.0, -1.0]",False,726.2914009001106,728.9876168000046,728.9876168000046,None,['space'],1,3.2906464801635593,None,None,1,,[0.32837490015663207],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9520443000365,None,,,,4110.398670079432,-3.913313552744004,5.833477957255329e-05,1,"[0.6670919329385852, 0.6670919329385852, 0.6670919329385852, 0.6670919329385852]","[4469.448409588645, 968.890916199042, 3764.832927537241, 1424.465636171409]",None,"[-1.825371943492379, 3.0, -1.4686279785677971, 6.208779135391241]",False,730.9585233998951,733.9773369000759,733.9773369000759,None,['space'],1,3.6860965602099895,None,None,1,,[0.4410703999456018],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.1217761998996,None,,,,1746.649851912369,1.743039101522775,7.745527361888651e-05,0,"[0.7801332519495457, 0.5281857647695518, 0.6109484078570344, 0.42463271224842686]","[1200.752094539623, 628.0874075546359, 4496.679078806965, 5807.881990220965]",None,"[5.652799643408654, 7.0, -1.825371943492379, -1.099175111788238]",False,736.1225527999923,739.0820094998926,739.0820094998926,740.3094347000588,None,0,3.3550555598922074,4.366719460114837,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5099553000182,None,,,,,,,,"[0.7614849503242314, 0.7614849503242314, 0.7614849503242314, 0.7614849503242314]","[481.5742234528673, 2632.9205581193987, 239.69187418678106, 2873.5500887014714]",None,"[9.088737075222543, -0.03000906409819315, 9.0, -0.1909083371422149]",True,741.513276200043,744.8321706000715,744.8321706000715,746.0556755000725,None,1,4.079710660036653,5.081929560052231,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.6122469000984,None,1650620848.2581627,1650620850.8295872,2.5714244842529297,615.5722066724584,1.0,5.99330541482996e-05,1,"[0.7790587288008897, 0.7790587288008897, 0.7790587288008897, 0.7790587288008897]","[5676.34662963284, 6973.087999278456, 4954.864950698817, 138.3345709712506]",None,"[-1.099175111788238, -1.4208264158412334, -1.6305854542215412, 3.0]",False,750.235902100103,753.6025465999264,753.6025465999264,None,['space'],1,4.1550326202996075,None,None,1,,[0.26452350011095405],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.6813240000047,None,1650620856.3216097,1650620858.062909,1.7412991523742676,1741.101126592249,-1.0,5.6257269685433714e-05,0,"[0.4467239879814444, 0.4467239879814444, 0.4467239879814444, 0.4467239879814444]","[690.9564399838887, 870.5505632961249, 1096.8249796946268, 1381.912879967777]",Major_3rd,"[5.059888243962505, 2.835141011822397, 4.059225165054532, 6.208779135391241]",False,757.4191324999556,759.7924466999248,759.7924466999248,761.0049397998955,None,0,2.839898200239986,3.8688409002497792,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.2914334000088,None,,,,398.1346914811275,5.96282744723499,0.0001530558343546823,0,"[0.5104640813901646, 0.5104640813901646, 0.5104640813901646, 0.5104640813901646]","[2321.1829341690477, 132.8169360560288, 187.88917102062362, 129.45162523442505]",None,"[0.3938950762819644, 1.922254749025186, 8.2776971649791, 1.0]",False,762.2838411999401,764.8475518999621,764.8475518999621,766.0684690000489,None,0,3.0829363600350916,4.108502160059288,['space'],0,[-3.166092000203207],,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.4185798999388,None,,,,2975.4427047608165,-2.6658960208978772,4.1457100185201016e-05,1,"[0.7714910227105563, 0.7714910227105563, 0.7714910227105563, 0.7714910227105563]","[7497.645792968579, 5950.885409521634, 4723.220879608425, 3748.8228964842892]",Major_3rd,"[-2.0, -1.0, -1.825371943492379, -1.4686279785677971]",False,767.4284097999334,770.7684470000677,770.7684470000677,None,['space'],1,4.1089501599781215,None,None,1,,[0.39792060013860464],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.9816036999691,None,1650620873.6251805,1650620877.7328384,4.1076579093933105,176.7766952966369,-4.0,0.00022084830614773677,0,"[0.7606459291670729, 0.7606459291670729, 0.7606459291670729, 0.7606459291670729]","[6021.437798862995, 880.5020999740344, 2418.811523676063, 136.2314588217239]",None,"[-1.0, 2.835141011822397, 0.12274927998099194, 2.0]",False,777.0896781000774,780.4125463999808,780.4125463999808,781.6124176001176,None,0,4.077570660505444,5.094759360421449,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.1997887999751,None,,,,,,,,"[0.46972035578999094, 0.577733463690659, 0.5234707918175262, 0.771539704627777]","[1093.157393426291, 4053.2898239562064, 3301.867191971855, 6236.001769720937]",None,"[4.059225165054532, -1.7450720210032946, -0.7195967390694644, -1.0]",True,783.200644500088,785.8028762999456,785.8028762999456,787.0210329000838,['space'],0,3.3780370601452887,None,None,1,,[0.7941235001198947],0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,5,0,5,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.4202942000702,None,,,,2389.9336827543502,-2.0,6.629109910868463e-05,0,"[0.642590847048435, 0.642590847048435, 0.642590847048435, 0.642590847048435]","[197.60876829368127, 621.3691999608325, 136.15807956569645, 185.76542936048972]",None,"[8.973732267488668, 7.334255130632958, 2.0, 8.0]",False,788.440142699983,791.3912464999594,791.3912464999594,792.62895449996,None,0,3.613069660263136,4.644740460207686,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
