tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,feedback.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.08034969994333,None,488.7081968920471,19.0,0.000641893830781248,1,"[0.7483143530118385, 0.6864024841208612, 0.491390421958903, 0.7062418073264554]","[1231.4674890409167, 977.4163937840942, 775.7759058519175, 615.7337445204583]",Major_3rd,"[14.68421633517286, 13.28722819198618, 18.0, 21.036801501734764]",False,246.07430590002332,249.02809409995098,249.02809409995098,250.25007429998368,['space'],1,3.645520719815977,4.6675519198179245,None,1,None,1,,,[0.19223219994455576],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,0,0,0,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.78803759999573,None,,,,,"[0.45059281329174916, 0.785227626266461, 0.48615774679751694, 0.720898904022084]","[1012.2628736464478, 803.4335752473619, 637.6856512671169, 506.1314368232239]",Major_3rd,"[13.28722819198618, 17.0, 21.0, 24.0]",True,251.78944630001206,254.53926270001102,254.53926270001102,255.7652465000283,None,1,3.451488319900818,4.458150919876061,None,1,['space'],0,[0.40434820007067174],0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.49714969994966,None,329.87697769322364,24.0,0.001501827984989875,1,"[0.5907880584643517, 0.46789419699164103, 0.6108694513895732, 0.4014740289789278]","[307.91623206812346, 1103.869390289481, 575.6759777758042, 354.8381763964157]",None,"[26.6663512155508, 13.279640519195809, 21.8580067445056, 29.782625608166118]",False,262.5042567999335,265.20827219996136,265.20827219996136,266.41626620001625,['space'],1,3.11390280991327,4.135250709950924,None,1,None,1,,,[0.261619700002484],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.668952899985,None,815.2276754230348,10.637466820273653,0.00013204283475374908,1,"[0.5968262606904785, 0.5968262606904785, 0.5968262606904785, 0.5968262606904785]","[513.5612543611734, 576.4530175025736, 647.0466347800576, 726.2852910269103]",Tone,"[24.0, 21.8580067445056, 20.274920557427446, 19.0]",False,267.6830651999917,270.5017762000207,270.5017762000207,271.7149520999519,['space'],1,3.406824219971895,4.422734519932419,None,1,['space'],0,[-3.0625641000224277],,[0.18235640006605536],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.15778130001854,None,5409.921783003555,1.0,0.0001544230043758964,1,"[0.5809544829385104, 0.5809544829385104, 0.5809544829385104, 0.5809544829385104]","[5291.392800213372, 1030.640953713737, 355.97092323594165, 1116.792069990281]",None,"[7.0, 13.28722819198618, 29.782625608166118, 13.830957238324812]",False,273.1608267999254,275.91939369996544,275.91939369996544,277.1226662999252,['space'],1,3.350866219843738,4.374199519865215,None,1,None,1,,,[0.1684414999326691],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.5852982000215,None,,,,,"[0.4270232246237413, 0.4270232246237413, 0.4270232246237413, 0.4270232246237413]","[243.85172787994983, 1529.8859659103787, 4367.196067197981, 1021.6035954247761]",None,"[20.0, 16.09599889204023, 7.602375190643109, 13.28722819198618]",True,278.57638079999015,280.892696899944,280.892696899944,282.1252942000283,None,1,2.745576119865291,3.7589450199157,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.3782226999756,None,870.5505632961246,0.0,4.037325170706638e-05,0,"[0.7839278640073101, 0.7839278640073101, 0.7839278640073101, 0.7839278640073101]","[638.399401813301, 2490.8810860996537, 4934.7037661917575, 7643.024270966096]",None,"[21.0, 13.736246230917883, 7.31058309055847, 9.0]",False,283.391638699919,286.76610969996545,286.76610969996545,287.9987199000316,None,0,4.180857509956695,5.2112756099086255,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.6374942000257,None,834.3180542407972,10.0,0.00012441493488466216,0,"[0.6008413906227765, 0.5375051003205582, 0.771696235979804, 0.46158192029388456]","[2276.709770659935, 4078.7515401961123, 1211.5324329983453, 3098.1708455074154]",None,"[14.020284546888995, 7.793222268823757, 14.68421633517286, 11.0]",False,289.6496902999934,292.5993402999593,292.5993402999593,293.80720579996705,None,0,3.3804240197641775,4.393199119833298,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0962624999229,None,501.74552621896703,18.451487491523768,0.0005955057456916085,1,"[0.6510573509325694, 0.6510573509325694, 0.6510573509325694, 0.6510573509325694]","[5741.168404616342, 878.0177910165196, 351.2826545834992, 3281.3631293395533]",None,"[6.6894277273926255, 15.0, 29.782625608166118, 9.977041029447504]",False,295.089332500007,298.0780049000168,298.0780049000168,299.3086875999579,['space'],1,3.6281090198317543,4.629952919785865,None,1,None,1,,,[0.23442470002919436],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.77269319992047,None,,,,,"[0.6916504491987079, 0.4842381516594809, 0.4365727541836389, 0.7180823555871687]","[731.4855294804476, 651.6795205523381, 580.5804494983889, 517.2383782354567]",Tone,"[19.0, 20.274920557427446, 21.8580067445056, 24.0]",True,300.7657141999807,303.4130608999403,303.4130608999403,304.64354969991837,None,1,3.365684919874184,4.382686619879678,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.19215849996544,None,176.7766952966369,22.0,0.004406503025812892,1,"[0.7890928670593049, 0.6070062231169819, 0.59969855287717, 0.5415644240176243]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[24.0, 20.25224880082594, 18.0, 17.0]",False,306.22015790001024,309.2445713999914,309.2445713999914,310.45871359994635,['space'],1,3.572878909879364,4.587840309832245,None,1,None,1,,,[0.08398540003690869],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.83938929997385,None,8000.0,2.0,0.0002285440948074376,1,"[0.7014230913412222, 0.7014230913412222, 0.7014230913412222, 0.7014230913412222]","[925.4914187699561, 761.9583038374304, 149.09257736125673, 295.7279148400303]",None,"[14.0, 18.0, 17.0, 25.0]",False,311.85175979998894,314.99309649993666,314.99309649993666,316.2267646000255,['space'],1,3.8525636099511757,4.879874909878708,None,1,None,1,,,[0.03077119996305555],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.75902629992925,None,418.64002587990143,23.0,0.0010679056218681755,1,"[0.49829405714859787, 0.49829405714859787, 0.49829405714859787, 0.49829405714859787]","[165.64562275944334, 6363.553488499425, 2542.1975861146407, 572.4395809439862]",None,"[16.535813243161147, 6.624589840340092, 13.736246230917883, 21.8580067445056]",False,317.7806723000249,320.29873769998085,320.29873769998085,321.53429250000045,['space'],1,3.014782319893129,4.033495519892313,None,1,None,1,,,[0.7157398000126705],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.86660860001575,None,,,,,"[0.47443171182026544, 0.7995510563883493, 0.4956301152121204, 0.7416656012503342]","[509.160541175131, 238.9873624705784, 160.8791642921328, 4785.427238788953]",None,"[24.0, 19.0, 16.535813243161147, 7.31058309055847]",True,322.88319500000216,325.70109799993224,325.70109799993224,326.9273156999843,None,1,3.55119501973968,4.562937219743617,None,1,['space'],0,[0.4734870999818668],0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.4855728999246,None,574.3491774985172,15.0,0.00033653990631489413,1,"[0.7870646588026193, 0.4524776466164753, 0.6900497163609869, 0.5183743620822429]","[764.6016869154092, 637.5049261450068, 5707.028554154719, 3809.458442359898]",None,"[18.0, 21.0, 6.6894277273926255, 8.0]",False,328.50551509996876,331.4469594999682,331.4469594999682,332.68032509996556,['space'],1,3.4785078099230304,4.499078609980643,None,1,None,1,,,[0.5519293999532238],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0352761999238,None,2828.42712474619,1.0,7.347646265424591e-05,0,"[0.6982764128157073, 0.6982764128157073, 0.6982764128157073, 0.6982764128157073]","[418.2357839153124, 435.62488750516326, 498.39287289898425, 450.3664800661017]",None,"[29.0, 28.0, 24.451487491523768, 27.0]",False,334.10907160001807,337.2501415000297,337.2501415000297,338.4847027999349,None,0,3.816754389903508,4.840021989890374,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.99514130002353,None,876.608087685603,9.0,0.00011427251327648835,0,"[0.705658654374394, 0.44764962964833055, 0.7698979001341225, 0.6128269649360427]","[4475.261291039828, 1142.8541770352174, 4384.997523476282, 276.9026209577596]",None,"[7.487080647649432, 13.830957238324812, 7.602375190643109, 23.0]",False,340.0034231999889,342.9402946999762,342.9402946999762,344.15086079994217,None,0,3.5496386198792607,4.5584767198888585,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.6144075000193,None,,,,,"[0.6665552952163871, 0.6665552952163871, 0.6665552952163871, 0.6665552952163871]","[592.2268091274688, 746.159023131771, 940.1014598127139, 1184.4536182549373]",Major_3rd,"[21.8580067445056, 18.10746395226843, 13.945474298346642, 14.0]",True,345.6115033000242,348.64690980000887,348.64690980000887,349.85859089996666,['space'],0,3.6894398198928684,4.716316619887948,None,1,None,1,,0,[0.03704650001600385],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.37573359999806,None,8000.0,2.0,0.0002285440948074376,0,"[0.6540638866230468, 0.460527207711055, 0.6999642065447931, 0.7133620476874276]","[4151.947700107424, 3624.999689979653, 132.01276670391863, 154.18882954890074]",None,"[7.602375190643109, 8.213167330708274, 18.09798957993931, 16.77529653324789]",False,351.4048052999424,354.2494118999457,354.2494118999457,355.4850693999324,None,0,3.5474861100083217,4.577830909984186,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0298324000323,None,329.87697769322364,24.0,0.001501827984989875,1,"[0.643225606822327, 0.643225606822327, 0.643225606822327, 0.643225606822327]","[130.9117653525784, 164.93848884661188, 207.80947403569704, 261.82353070515677]",Major_3rd,"[18.09798957993931, 16.535813243161147, 17.11642891230437, 22.0]",False,357.0432254000334,360.007547599962,360.007547599962,361.2088813999435,['space'],1,3.602937309886329,4.633874509949237,None,1,None,1,,,[0.15743540006224066],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.71197049994953,None,3158.6736067040333,4.0,0.00010962939289323905,1,"[0.5698520170245472, 0.5698520170245472, 0.5698520170245472, 0.5698520170245472]","[7959.358733667543, 6317.347213408067, 5014.081806106169, 3979.6793668337714]",Major_3rd,"[10.303659041322252, 6.624589840340092, 7.31058309055847, 7.793222268823757]",False,362.716056699981,365.447825799929,365.447825799929,366.65213329996914,['space'],1,3.302053819759749,4.306202219799161,None,1,None,1,,,[0.11858000000938773],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0702861000318,None,615.5722066724584,8.0,0.00013417339522075924,1,"[0.48943941773798605, 0.48943941773798605, 0.48943941773798605, 0.48943941773798605]","[3102.289523667471, 2070.529847682756, 1381.9128799677767, 922.3161935859396]",Perfect_5th,"[11.0, 14.375882463379812, 16.0, 14.0]",False,369.04056609992404,371.5267328999471,371.5267328999471,372.73296089994255,['space'],1,2.985510269762017,4.00080486969091,None,1,None,1,,,[0.09676200000103563],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.8617440999951,None,2609.912398741652,7.173429664566957,0.00018057452387257108,1,"[0.6476144834853723, 0.5836072146066129, 0.6272902793306281, 0.5367864182715953]","[125.8951922652099, 306.99868942897905, 860.011136141025, 4044.256129662626]",None,"[19.0, 26.6663512155508, 15.15034245042767, 7.793222268823757]",False,375.8606973999413,378.75653999997303,378.75653999997303,379.98460099997465,['space'],1,3.4101524198194966,4.415196019806899,None,1,None,1,,,[0.20841069996822625],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.3259844999993,None,,,,,"[0.7570335218276325, 0.7570335218276325, 0.7570335218276325, 0.7570335218276325]","[1207.9440262458904, 1809.8710829951294, 2711.742651886066, 4063.0232059892323]",Perfect_5th,"[14.68421633517286, 15.0, 13.0, 7.793222268823757]",True,381.31884900003206,384.61264780000784,384.61264780000784,385.82963349996135,None,1,4.048142019892111,5.061263419920579,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4289927999489,None,619.1856815608489,15.0,0.00029720687880135677,1,"[0.4944791320474749, 0.5614584837593599, 0.6129841261065876, 0.48015002937949713]","[1560.2501479840348, 1238.3713631216979, 982.8960022733382, 780.1250739920174]",Major_3rd,"[16.0, 14.68421633517286, 13.28722819198618, 17.0]",False,387.4196243999759,390.1137104999507,390.1137104999507,391.3388478999259,['space'],1,3.1604916198411956,4.179338119807653,None,1,None,1,,,[0.37285170005634427],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.65122749994043,None,212.2672553971183,11.765565160124222,0.0009354714185099782,1,"[0.7559126254381119, 0.7559126254381119, 0.7559126254381119, 0.7559126254381119]","[7379.501258307094, 4322.034731175508, 671.8374289171672, 1019.9198170633879]",None,"[8.523674680694327, 7.602375190643109, 20.0, 13.28722819198618]",False,392.6479804000119,395.96021369996015,395.96021369996015,397.17905659996904,['space'],1,4.034912919858471,5.05833761987742,None,1,None,1,,,[0.3485701000317931],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.7571198999649,None,4000.0,1.0,9.418245447449e-05,0,"[0.5391143823334416, 0.7809567880209298, 0.5595089955711307, 0.5257411081598578]","[1350.1851774639033, 725.3003196596637, 3632.94676021905, 607.0263397701505]",None,"[15.507063998267402, 19.0, 8.213167330708274, 21.036801501734764]",False,398.78917230002116,401.69382879999466,401.69382879999466,402.89236189995427,None,0,3.4316518099512905,4.45740370999556,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.27698089997284,None,,,,,"[0.6846866503118072, 0.6846866503118072, 0.6846866503118072, 0.6846866503118072]","[925.879682206977, 1221.2126638765276, 335.6312651325949, 214.6306595306812]",None,"[14.0, 14.68421633517286, 29.0, 17.765565160124222]",True,404.2911272000056,407.3688466999447,407.3688466999447,408.5905013999436,None,1,3.7466468198690563,4.762491319910623,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.1011316999793,None,4924.577653379667,2.0,0.00018576269882334046,1,"[0.6365771174521586, 0.7993100727952356, 0.6569871087069741, 0.7903153211779549]","[977.1599684342464, 1464.085695945626, 2193.6499593892527, 3286.7612583431624]",Perfect_5th,"[13.28722819198618, 16.01994791733071, 14.174236238575745, 9.977041029447504]",False,410.1120710999239,413.2413209999213,413.2413209999213,414.4563371000113,['space'],1,3.915135009912774,4.949628009926528,None,1,None,1,,,[0.3790980000048876],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.1073032999411,None,2388.4262849569213,7.736246230917883,0.00020327951158240955,1,"[0.782796675129606, 0.782796675129606, 0.782796675129606, 0.782796675129606]","[3791.3903972891158, 3377.744844914465, 3009.228552539436, 2680.917860048692]",Tone,"[8.213167330708274, 9.0, 11.157465300610848, 13.0]",False,416.1095060999505,419.4916864000261,419.4916864000261,420.7007084999932,['space'],1,4.1440822198055685,5.176016219891608,None,1,None,1,,,[0.15510850003920496],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
