tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_time,Audiogram_frequency,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.1089884999674,None,933.0329915368076,-4.0,2.6594295347594305e-05,0,"[0.4732621560683956, 0.5221458079704895, 0.5491425056719538, 0.6283140749334215]","[1481.0975522865647, 1319.5079107728945, 1175.5479062836089, 1047.2941228206269]",Tone,"[7.0, 6.286726888702948, 5.064486795872355, 4.465980350534826]",False,689.2493917000247,691.819856200018,691.819856200018,693.0516093999613,None,0,,3.206827510264702,4.219542110222392,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.5087923000101,None,,,,,"[0.5436710082584428, 0.5436710082584428, 0.5436710082584428, 0.5436710082584428]","[1236.5332307370672, 3939.7021734352825, 399.99262028227065, 147.10615088500955]",None,"[5.688239098579929, 0.7084603997272367, 12.389760054493381, 9.0]",True,694.5065273999935,697.1575039000018,697.1575039000018,698.3622934999876,None,1,,3.2293741101166233,4.247411910095252,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.7833967000479,None,2421.5532990382603,0.5053483777659029,8.919796141515595e-05,1,"[0.5237567140791065, 0.5237567140791065, 0.5237567140791065, 0.5237567140791065]","[5103.5200471299995, 2231.385165600769, 4622.090532022408, 682.4777590427939]",None,"[0.558631801578974, 7.21048027798575, 0.5833937802563938, 6.0]",False,699.7778094999958,702.3668584000552,702.3668584000552,703.5985076000215,['space'],1,[0.057152000023052096],3.1300118101062253,4.135520910145715,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.8348748000572,None,3732.1319661472303,-5.0,4.455881194060064e-05,1,"[0.44644311438451445, 0.44644311438451445, 0.44644311438451445, 0.44644311438451445]","[5163.5304350429, 754.1608656579099, 610.4491998769228, 224.47868287263466]",None,"[0.558631801578974, 5.0, 8.068625138030386, 11.0]",False,706.8312502000481,709.2024885000428,709.2024885000428,710.439582800027,['space'],1,[0.33475739997811615],2.810309210093692,3.8331400101305917,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.704160299967,None,128.11938089901776,4.0,0.0011014193229369892,0,"[0.5637597636865677, 0.5637597636865677, 0.5637597636865677, 0.5637597636865677]","[283.46135842538325, 3340.2956436678946, 5222.51426129492, 7634.778111834866]",None,"[13.208387225844973, 2.0, 0.558631801578974, -1.0]",False,711.725325700012,714.4361953999614,714.4361953999614,715.6504782000557,None,0,,3.2926722100237384,4.306621910072863,None,1,['space'],0,,[0.4989186000311747],,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0730894999579,None,,,,,"[0.6122653237564286, 0.5781734173924906, 0.4479193621849182, 0.6671967255414311]","[441.238244526683, 555.9253522978291, 700.422053530258, 882.4764890533658]",Major_3rd,"[11.917160756346224, 9.118681732301107, 6.0, 3.787618534096997]",True,717.091096600052,719.7466809999896,719.7466809999896,720.9766288000392,None,1,,3.34722781018354,4.379220110131428,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.5023443000391,None,1231.1444133449168,-7.0,2.3996088094672076e-05,0,"[0.5012352684268858, 0.5012352684268858, 0.5012352684268858, 0.5012352684268858]","[244.22371026300783, 223.88695807364434, 236.4074236267792, 766.281648958004]",None,"[12.0, 10.22167760361431, 11.14028009925592, 4.88041726909917]",False,722.517601700034,725.0355413999641,725.0355413999641,726.2443418999901,None,0,,3.0307308102492243,4.061076810234226,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.6213457999984,None,699.30432388752,0.0,4.5087166442805194e-05,1,"[0.540358353987537, 0.540358353987537, 0.540358353987537, 0.540358353987537]","[672.9887019987985, 2532.154472452471, 173.32535810181005, 819.9578080392012]",None,"[6.939487120190779, 6.0, 8.432311991088431, 4.178795381812933]",False,727.6401657999959,730.2924661999568,730.2924661999568,731.5291618000483,['space'],1,[0.3068009000271559],3.192879310110584,4.21342931012623,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.8877593999496,None,1322.3876813085546,0.28672688870294805,5.448117467931198e-05,1,"[0.4146205335763546, 0.7462944736244994, 0.4916632228155713, 0.49775128964403625]","[691.66165275861, 164.1120749044093, 222.86996782264325, 2545.9022285430833]",None,"[6.0, 8.421597713268383, 10.22167760361431, 6.0]",False,732.9097474999726,735.5935764999595,735.5935764999595,736.8004036999773,['space'],1,[0.2974179000593722],3.195320110069588,4.216762010008097,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.1659969000611,None,7447.986985421032,-6.959197227405086,7.396285714275057e-05,1,"[0.5842846586862414, 0.614463076721061, 0.610931443662658, 0.7861163008210059]","[4691.937791137508, 5266.522103580362, 5911.471187851402, 6635.402058037527]",Tone,"[0.5833937802563938, 0.558631801578974, 0.09795996840317045, -0.2872264221292191]",False,738.180890699965,741.0351896999637,741.0351896999637,742.2685333000263,['space'],1,[0.28377169999293983],3.63590961007867,4.668895710026845,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.8941532999743,None,2297.3967099940687,-6.0,4.0798774319230084e-05,1,"[0.4011213779167475, 0.4011213779167475, 0.4011213779167475, 0.4011213779167475]","[684.1610052151404, 162.43275122712316, 6000.86718956706, 3778.9309485052668]",None,"[6.0, 8.421597713268383, 0.09795996840317045, 1.0]",False,743.9342916000169,746.1752092000097,746.1752092000097,747.3876550999703,['space'],1,[0.46933049999643117],2.618976110126823,3.6296488100197166,None,1,None,1,,,,"{'estimation': [[125.0, 4.18059953697869], [131.35919213468074, 4.0], [133.9716828170366, 3.9328823631980216], [143.5872943746293, 3.535794130148517], [153.89305166811442, 3.058544530428395], [155.20407974282307, 3.0], [164.93848884661162, 2.5768043112829355], [176.77669529663666, 2.173512255465128], [184.24878862009442, 2.0], [189.46457081379947, 1.8803033256591897], [203.06309908905865, 1.7349403362460365], [217.63764082403046, 1.731586746457232], [233.25824788420132, 1.8468101949892668], [246.02583238645175, 2.0], [249.99999999999937, 2.0461688605103836], [267.94336563407256, 2.2767133066497305], [287.1745887492579, 2.4908906871655216], [307.78610333622805, 2.650758592678271], [329.87697769322244, 2.7263456652369746], [353.55339059327247, 2.7004448724931156], [378.929141627598, 2.5715605073818453], [406.12619817811606, 2.3484638875568056], [435.2752816480601, 2.037878877093714], [438.16112287596746, 2.0], [466.5164957684015, 1.654960809217732], [499.9999999999975, 1.209341265332553], [513.4622953942852, 1.0], [535.8867312681438, 0.6763352821691484], [574.3491774985143, 0.06980447713310989], [578.2531463515712, 0.0], [615.5722066724546, -0.6282915539156088], [636.6181373186373, -1.0], [659.7539553864432, -1.4022410612040264], [694.9019026457537, -2.0], [707.1067811865431, -2.2097567064634394], [757.8582832551941, -2.9955013333259894], [758.191040066717, -3.0], [812.2523963562301, -3.711491494918567], [840.41410739743, -4.0], [870.5505632961181, -4.302541063208268], [933.0329915368008, -4.718064478969702], [999.9999999999926, -4.96781585799731], [1021.3277140185887, -5.0], [1071.773462536285, -5.074014476834631], [1148.6983549970273, -5.073518581953383], [1231.1444133449063, -5.021054760415056], [1264.0798675481028, -5.0], [1319.5079107728832, -4.965592063871274], [1414.2135623730828, -4.940120948707345], [1515.7165665103846, -4.9571725058500835], [1599.1574619337878, -5.0], [1624.5047927124563, -5.0129135297215806], [1741.101126592234, -5.09353440751737], [1866.065983073597, -5.1836970349594385], [1999.9999999999777, -5.2749359189021074], [2143.5469250725646, -5.367372881226532], [2297.396709994046, -5.468032193257673], [2462.2888266898062, -5.586819018488212], [2639.01582154576, -5.732181126844415], [2828.427124746159, -5.908409100178767], [2915.52807480193, -6.0], [3031.4331330207615, -6.115333398247743], [3249.0095854249043, -6.335073723486829], [3482.2022531844555, -6.553269212030543], [3732.1319661471844, -6.760865616214249], [3999.9999999999504, -6.950730905248454], [4084.679512656898, -7.0], [4287.093850145118, -7.115517144241267], [4594.793419988081, -7.245423627354663], [4924.577653379601, -7.341186908869622], [5278.031643091506, -7.4029710866288365], [5656.854249492303, -7.428064644054641], [6062.866266041501, -7.4101631097144285], [6498.019170849792, -7.339565156272867], [6964.404506368894, -7.204033072558845], [7438.888882109526, -7.0], [7464.2639322943505, -6.989224886728697], [7999.999999999882, -6.698648117304482]], 'plus_line': [[125.0, 1.999966890346206], [133.9716828170366, 1.8815460309471086], [143.5872943746293, 1.4938627038554544], [153.81155156051008, 1.0], [153.8930516681143, 0.9955117818155056], [164.93848884661162, 0.4214874645269381], [176.22721632433783, 0.0], [176.77669529663677, -0.02351926239066187], [189.46457081379936, -0.3738675534419708], [203.0630990890585, -0.5379724186645802], [217.6376408240306, -0.552234076455813], [233.25824788420132, -0.4450943341868616], [249.99999999999937, -0.24312816236474796], [266.2757479444285, 0.0], [267.94336563407256, 0.02084369765135563], [287.1745887492579, 0.24616265792844438], [307.78610333622805, 0.4227547367623493], [329.87697769322244, 0.5079572487496476], [353.55339059327247, 0.4767357889680075], [378.929141627598, 0.3357737320397829], [406.12619817811606, 0.1119719426163166], [417.19516956506607, 0.0], [435.2752816480601, -0.20059398240487605], [466.5164957684015, -0.5520696733388529], [499.9999999999981, -0.926976811352272], [505.46466511270336, -1.0], [535.8867312681438, -1.4183354387108786], [574.3491774985143, -1.96140828563428], [576.585368388272, -2.0], [615.5722066724546, -2.6788701429290436], [633.1115650504821, -3.0], [659.7539553864432, -3.5045704775341555], [686.5605986450917, -4.0], [707.1067811865431, -4.394168488614913], [742.805538033692, -5.0], [757.8582832551941, -5.26600903203758], [811.2875407335977, -6.0], [812.2523963562301, -6.014062758142432], [870.5505632961181, -6.630800310949806], [933.0329915368008, -6.994755215113174], [934.7786191661583, -7.0], [999.9999999999926, -7.216079483250634], [1071.773462536285, -7.282224460486212], [1148.698354997026, -7.265923409348337], [1231.1444133449063, -7.2200203561567164], [1319.5079107728816, -7.182034329631675], [1414.213562373081, -7.179995462133652], [1515.7165665103846, -7.233333795314982], [1624.5047927124563, -7.3472094407118895], [1741.1011265922318, -7.507853669132197], [1866.065983073597, -7.687659571958915], [1999.9999999999802, -7.857278691161201], [2143.5469250725646, -7.996845886647159], [2147.977536700489, -8.0], [2297.396709994046, -8.120794793655746], [2462.2888266898062, -8.21483124979181], [2639.01582154576, -8.300608219004879], [2828.427124746159, -8.39544655357446], [3031.4331330207615, -8.507387241161126], [3249.0095854249043, -8.638178560493813], [3482.2022531844555, -8.788582552525583], [3732.1319661471844, -8.95865782568161], [3790.4953033493666, -9.0], [3999.999999999946, -9.168498242304157], [4287.093850145118, -9.360818810664728], [4594.793419988081, -9.50496092576465], [4924.577653379601, -9.59140411039282], [5278.031643091506, -9.623877697299024], [5656.854249492303, -9.613875118907076], [6062.866266041508, -9.568710548970026], [6498.019170849792, -9.483931082561398], [6964.404506368894, -9.349547630950434], [7464.2639322943505, -9.165966402915434], [7894.099087365303, -9.0], [7999.999999999882, -8.96476695781173]], 'minus_line': [[125.0, 6.4453722375583276], [133.9716828170366, 6.022727266126822], [134.39399820467372, 6.0], [143.5872943746293, 5.6012289161918005], [153.89305166811442, 5.139389979429211], [157.15570600842057, 5.0], [164.93848884661162, 4.714736390538479], [176.77669529663666, 4.359930300111527], [189.46457081379947, 4.0813964546633565], [196.82916014304823, 4.0], [203.06309908905865, 3.9435858139567785], [217.6376408240306, 3.94869375201985], [224.31885199824524, 4.0], [233.25824788420132, 4.078826791099901], [249.99999999999937, 4.296171308569288], [267.94336563407256, 4.5279358369037475], [287.1745887492579, 4.731819340453443], [307.78610333622805, 4.881855562004236], [329.87697769322284, 4.960824156178052], [353.55339059327247, 4.9555475214531945], [378.929141627598, 4.855833457011573], [406.12619817811606, 4.6534606262104035], [435.2752816480601, 4.334820445304302], [457.79220346639045, 4.0], [466.5164957684015, 3.8896661028757404], [499.9999999999975, 3.3885106306797437], [521.1815710132398, 3.0], [535.8867312681438, 2.7688439977550825], [574.3491774985143, 2.08798867699307], [578.8855383017548, 2.0], [615.5722066724546, 1.381174613347965], [636.8623754035638, 1.0], [659.7539553864432, 0.624616921759759], [697.9351518844502, 0.0], [707.1067811865431, -0.14337454624160245], [757.8582832551941, -0.8690950177215646], [767.6493553853056, -1.0], [812.2523963562301, -1.5371898827541888], [856.1115868187669, -2.0], [870.5505632961181, -2.1388230482193196], [933.0329915368008, -2.5671473309138952], [999.9999999999926, -2.858496446075411], [1071.773462536285, -2.9869285644085113], [1148.698354997026, -2.966804310844631], [1231.1444133449063, -2.868803968100397], [1319.5079107728832, -2.769335437584335], [1414.2135623730828, -2.7115184984275973], [1515.7165665103846, -2.700675360816856], [1624.5047927124563, -2.7175954592342313], [1741.1011265922318, -2.739605149134744], [1866.065983073597, -2.758806213869661], [1999.9999999999802, -2.786314260282333], [2143.5469250725646, -2.843559536586886], [2297.396709994046, -2.9516861142121225], [2342.7091575856934, -3.0], [2462.2888266898062, -3.105038712400217], [2639.01582154576, -3.3013554857547236], [2828.427124746159, -3.543935548549766], [3031.4331330207615, -3.831381551153213], [3144.0441823639685, -4.0], [3249.0095854249043, -4.1294792571193], [3482.202253184451, -4.385980700236882], [3732.1319661471844, -4.610214013352904], [3999.9999999999504, -4.793479136200663], [4287.093850145118, -4.940252220415989], [4432.119789700372, -5.0], [4594.793419988081, -5.054780450821683], [4924.577653379601, -5.149749296247869], [5278.031643091513, -5.23307181520307], [5656.854249492303, -5.288718833825616], [6062.866266041508, -5.297418961145679], [6498.019170849792, -5.245050975757465], [6964.404506368894, -5.118400827352906], [7219.385508734527, -5.0], [7464.2639322943505, -4.8699174808864925], [7999.999999999882, -4.475424300842112]]}",,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.6233208000194,None,,,,,"[0.47205134790061853, 0.5789742196732708, 0.6968366041194736, 0.4581437188075443]","[1743.7625298973733, 2446.0214579260264, 307.18026885933034, 7730.852688561641]",None,"[7.801405455368776, 6.505348377765903, 13.419576214029288, -1.0]",True,748.6314924999606,751.4060784999747,751.4060784999747,752.6288600000553,None,1,,3.264222410158254,4.29395921016112,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.9608085999498,None,,,,,"[0.6737596779861752, 0.7307030472873199, 0.5911742207600654, 0.6463300231163237]","[646.6885137873353, 160.10281358828288, 2486.4078530048346, 1683.8104395126225]",None,"[7.0, 8.421597713268383, 6.505348377765903, 7.801405455368776]",True,753.9675689999713,756.9839423999656,756.9839423999656,758.2166455000406,None,1,,3.6949188101571053,4.724183710175566,None,1,['space'],0,0,[0.4636410999810323],,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,5,0,5,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.7193585999776,None,870.5505632961246,-5.0,2.270354786719523e-05,0,"[0.7994774233128045, 0.5863583861982788, 0.7515387329015556, 0.4529804699200575]","[3193.6902262982953, 3124.0706459257763, 1369.6116852059486, 721.7015006270543]",None,"[2.449711566732529, 3.0, 6.797083809598742, 5.837203533562845]",False,759.7494435999542,762.925411400036,762.925411400036,764.1270588999614,None,0,,3.598768910160288,4.614530610153452,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
